Rank,Ticker,Company Name,Latest Close,Realised Volatility 30d (%),Realised Volatility 100d (%),Realised Volatility 100d 1d (%),Realised Volatility 100d 1w (%),Min Realised Volatility 100d (2y),Max Realised Volatility 100d (2y),Mean Realised Volatility 100d (2y),Rvol 100d Percentile 2y (%),Rvol 100d Z-Score Percentile 2y (%),Realised Volatility 180d (%),Realised Volatility 252d (%),Weighted IV (%),Weighted IV 1d (%),Weighted IV 1w (%),Weighted IV 3m (%),Weighted IV 3m 1d (%),Weighted IV 3m 1w (%),ATM IV 3m (%),ATM IV 3m 1d (%),ATM IV 3m 1w (%),Rvol100d - Weighted IV,Volume,Volume 1d (%),Volume 1w (%),Open Interest,OI 1d (%),OI 1w (%),Num Contracts
341,ECPG,"Encore Capital Group, Inc.",44.65,32.93,46.78,0.5,-2.28,24.41,73.07,44.55,65.34,56.31,57.47,50.46,60.28,-48.32,-49.53,67.83,-7.31,-10.93,38.75,-11.44,-14.16,-13.5,262,2.34,16.96,"1,322",-0.45,19.1,30
312,IRWD,"Ironwood Pharmaceuticals, Inc.",1.28,92.7,108.47,0.5,-1.55,37.64,140.93,98.19,65.09,68.97,120.19,109.38,104.84,-38.42,-35.95,,,,,,,3.63,495,13.27,-20.8,"3,868",0.03,36.2,13
20,BABA,Alibaba Group Holding Limited,166.17,53.99,43.16,0.5,-0.58,31.42,56.82,41.81,63.84,56.88,50.75,49.22,111.54,-15.93,130.26,115.77,-4.25,131.86,18.5,19.25,-60.53,-68.38,"285,694",-26.51,-58.47,"1,909,750",2.71,10.13,816
42,SLB,Schlumberger Limited,34.79,26.32,30.04,0.5,0.33,21.01,46.01,31.53,62.84,42.47,38.82,36.47,201.72,5.56,440.81,,,,,,,-171.68,"47,334",15.06,150.87,"782,408",0.6,2.46,260
313,GBX,"Greenbrier Companies, Inc. (The)",45.43,26.9,40.81,0.5,-0.19,27.69,51.47,38.19,62.34,65.83,42.87,41.62,206.15,-5.45,243.72,214.46,-0.34,414.82,,,,-165.34,570,-5.63,-23.39,"3,864",-0.39,1.87,70
70,V,Visa Inc.,346.2,16.66,19.5,0.5,-4.69,12.48,28.8,19.2,62.09,52.36,23.71,22.74,87.53,-7.7,231.96,60.02,-1.13,132.11,4.52,19.96,-78.37,-68.02,"37,219",20.12,47.44,"393,828",1.14,1.62,976
239,HUBS,"HubSpot, Inc.",507.3,43.58,41.25,0.5,-4.73,30.29,53.04,40.35,61.6,55.23,45.94,43.09,51.89,-4.57,-1.45,56.33,4.04,3.17,43.76,-0.11,0.72,-10.64,"4,336",7.75,14.14,"20,519",-0.35,3.68,357
78,ON,ON Semiconductor Corporation,49.8,34.15,54.12,0.5,-2.5,39.87,73.75,53.26,61.35,53.21,62.66,56.6,54.78,-28.13,-10.04,,,,50.16,,,-0.66,"20,247",50.87,75.36,"355,415",0.39,3.1,335
238,IMCR,Immunocore Holdings plc,33.42,36.81,44.18,0.5,1.36,35.91,51.36,43.33,60.6,58.52,44.33,42.68,62.5,-6.53,-23.04,71.43,5.16,-8.29,51.29,7.97,122.89,-18.32,715,-3.9,7.68,"20,606",0.01,0.34,32
76,SE,Sea Limited,186.89,57.9,45.86,0.5,-0.21,33.57,64.47,44.95,60.35,54.07,50.43,46.82,48.47,-28.61,0.06,53.08,-16.96,13.7,46.56,0.09,4.38,-2.61,"12,346",-29.81,-54.21,"355,576",0.99,3.17,481
91,MCHP,Microchip Technology Incorporated,65.78,37.82,43.0,0.5,-7.48,29.67,79.08,47.74,60.35,39.11,62.82,57.17,210.79,-0.86,317.87,215.28,3.93,349.96,,,,-167.79,"24,391",3.54,-12.97,"274,563",0.9,0.85,390
345,MMSI,"Merit Medical Systems, Inc.",82.7,28.57,28.57,0.5,4.28,18.68,37.63,26.29,59.85,63.62,32.33,29.42,33.39,-43.85,-26.19,37.75,-5.36,-8.88,30.39,4.81,9.47,-4.82,827,2.35,2.48,"1,157",0.0,-0.17,36
304,EEFT,"Euronet Worldwide, Inc.",88.82,23.62,27.81,0.5,-4.06,21.28,42.81,29.43,59.35,40.6,35.86,32.5,35.94,-7.48,-5.93,,,,32.88,-2.04,-8.11,-8.13,483,27.11,44.18,"5,052",-2.6,4.32,43
164,SPHR,Sphere Entertainment Co.,61.43,56.68,51.03,0.5,-0.68,38.3,67.64,52.23,59.1,44.34,58.94,54.79,71.05,-41.05,20.95,,,,62.26,-11.29,2.16,-20.02,"5,084",-44.38,-75.17,"71,782",1.45,31.79,114
135,INSM,Insmed Incorporated,144.78,36.12,52.81,0.5,-1.04,36.21,132.81,65.25,58.1,37.46,48.14,45.9,50.26,-20.77,9.3,58.37,1.76,5.59,43.47,7.19,46.09,2.55,"10,583",241.06,145.32,"106,378",0.08,0.77,218
355,KRG,"Knightscope, Inc.",22.03,23.96,23.18,0.5,0.03,16.81,30.3,23.24,58.1,49.44,26.89,24.59,239.58,63.84,361.34,292.13,85.68,765.15,,,,-216.39,193,-13.06,15.57,608,5.37,21.12,12
46,XYZ,"Block, Inc. (formerly Square; ticker often stylized, but XYZ may be a placeholder)",75.71,34.86,54.58,0.5,-0.49,35.64,71.73,52.66,57.86,57.57,59.0,55.72,47.99,-11.72,-0.35,48.41,-3.23,0.91,47.07,-0.9,-1.95,6.59,"87,077",91.42,174.66,"710,085",0.73,2.05,476
275,JAMF,Jamf Holding Corp.,11.47,44.38,42.58,0.5,0.14,31.34,47.98,40.78,57.86,66.2,42.84,40.89,73.09,-25.3,-27.98,52.21,1.53,-13.1,53.01,6.3,27.93,-30.51,"2,607",11.32,264.11,"11,752",0.35,132.16,21
266,XMTR,"Xometry, Inc.",51.66,60.06,80.8,0.5,0.05,55.09,97.11,79.05,57.61,57.0,78.13,75.32,75.16,-21.82,-2.53,77.36,-0.06,3.06,72.26,0.17,0.62,5.64,883,16.64,10.24,"12,736",0.09,1.39,103
141,NICE,NICE Ltd.,148.83,53.14,39.16,0.5,-1.63,28.15,47.92,38.35,57.36,56.48,43.08,41.57,42.12,-6.68,-2.65,,,,37.73,-12.43,-9.45,-2.95,"10,265",-1.94,153.58,"98,227",4.5,18.93,171
326,POST,"Post Holdings, Inc.",102.88,25.09,20.19,0.5,1.67,13.82,23.27,18.98,56.36,66.64,21.75,20.2,29.15,-19.04,-21.89,43.8,0.58,-6.82,16.73,-9.54,-30.51,-8.97,448,0.67,-3.03,"2,699",0.22,1.7,61
48,NEE,"NextEra Energy, Inc.",70.31,21.18,27.68,0.5,-1.34,22.25,37.76,28.08,56.11,45.21,30.26,28.69,187.21,2.55,532.44,219.42,-2.03,626.32,,,,-159.53,"41,806",-3.2,98.01,"680,720",2.76,5.17,369
151,DBRG,"DigitalBridge Group, Inc.",11.78,40.04,48.16,0.5,0.39,37.43,71.25,49.84,56.11,43.09,56.93,53.73,70.49,-40.2,8.92,63.16,-0.58,21.71,44.31,40.1,-2.57,-22.33,"3,588",261.33,-35.95,"88,406",-0.15,1.02,73
45,BE,Bloom Energy Corporation,79.67,77.02,79.0,0.5,1.92,65.07,118.39,84.19,56.11,36.73,85.41,93.55,101.74,-12.34,-3.35,,,,108.0,-1.91,9.89,-22.74,"63,217",-20.11,-28.79,"731,769",2.0,10.12,599
335,NVST,Envista Holdings Corporation,20.98,34.49,39.66,0.5,-0.3,31.19,48.23,39.95,55.86,47.32,42.86,41.47,55.95,-40.37,-21.14,46.61,15.7,11.85,38.93,-1.71,-1.68,-16.29,226,-52.82,101.79,"1,819",12.91,69.37,20
297,PRO,"PROS Holdings, Inc.",15.85,46.95,49.32,0.5,2.9,34.24,56.91,47.06,55.36,63.25,50.43,51.59,72.57,4.91,3.18,78.92,-8.59,11.98,71.21,-60.31,21.73,-23.25,"2,816",1.44,2.66,"5,988",0.62,4.81,23
156,CSIQ,Canadian Solar Inc.,12.32,94.96,80.26,0.5,-3.77,49.27,92.35,74.32,54.86,67.47,80.83,83.58,79.0,-5.04,0.83,,,,73.55,,,1.26,"8,736",9.76,42.54,"83,617",1.12,2.55,133
195,PD,"PagerDuty, Inc.",15.92,48.0,45.6,0.5,-0.88,30.27,57.32,44.15,54.86,58.65,48.95,44.85,50.34,3.0,-5.0,,,,37.07,-26.49,-12.5,-4.75,"2,319",16.07,-13.76,"42,544",0.5,1.3,54
356,MCS,Marcus Corporation (The),15.9,29.73,35.5,0.5,0.25,16.52,41.47,32.66,54.61,65.62,37.33,36.74,72.42,-69.8,-66.98,,,,,,,-36.92,371,0.0,-10.17,572,0.0,0.18,9
142,TTWO,"Take-Two Interactive Software, Inc.",250.52,26.55,25.97,0.5,-5.92,19.67,38.71,27.37,54.11,39.32,32.09,29.62,35.05,-27.16,-19.36,36.86,0.96,3.21,34.85,6.91,6.8,-9.08,"11,118",62.85,82.89,"97,442",0.25,0.84,341
231,KPTI,Karyopharm Therapeutics Inc.,6.08,114.24,103.3,0.5,-1.84,65.15,122.48,95.69,54.11,67.18,106.69,98.03,295.87,-3.79,10.27,,,,,,,-192.57,464,15.42,-29.91,"22,397",0.09,1.23,21
170,APLS,"Apellis Pharmaceuticals, Inc.",23.13,46.82,56.49,0.5,0.93,49.1,70.82,57.19,53.87,44.26,57.48,56.09,87.46,-34.46,3.77,,,,70.51,,,-30.97,"7,169",-1.24,-4.53,"67,182",1.29,6.79,98
38,TEVA,Teva Pharmaceutical Industries Limited,18.38,34.58,39.8,0.5,0.26,28.89,63.19,41.23,53.87,44.25,44.76,47.25,44.77,-27.56,-8.62,48.19,-7.55,9.06,38.61,-0.47,-4.17,-4.96,"15,470",-24.15,-58.42,"830,116",0.64,1.77,241
30,U,Unity Software Inc.,45.57,61.92,62.93,0.5,0.05,43.61,87.06,64.12,52.87,46.28,75.84,71.87,75.11,-15.6,-5.37,75.22,1.27,-1.21,73.2,-1.02,2.05,-12.18,"82,532",22.44,31.66,"1,094,677",0.47,0.29,612
305,FRT,Federal Realty Investment Trust,99.29,19.56,20.48,0.5,-0.6,15.45,30.99,21.55,52.12,41.32,26.02,23.72,251.92,12.92,605.17,,,,,,,-231.44,340,-3.95,79.89,"4,923",3.66,3.71,39
287,BTSG,"BrightSpring Health Services, Inc.",27.4,39.5,45.95,0.5,0.06,33.05,56.3,44.49,51.92,58.52,49.07,47.63,68.84,-26.25,-1.52,65.73,11.61,11.69,48.84,-1.68,-3.06,-22.9,339,-36.16,7.62,"8,260",-1.41,1.42,28
333,MITT,"AG Mortgage Investment Trust, Inc.",7.75,26.81,30.75,0.5,-3.51,21.06,38.76,30.4,51.62,53.18,32.41,29.52,622.2,17.23,1450.82,,,,,,,-591.45,502,0.0,18.12,"1,959",-0.05,12.33,17
201,UNIT,Uniti Group Inc.,6.61,67.43,55.88,0.5,0.24,41.75,85.48,57.63,51.62,44.43,52.12,50.19,57.0,1.95,2.56,,,,50.03,-12.99,89.94,-1.12,"4,303",279.12,11.13,"39,496",0.23,3.73,45
192,RPD,"Rapid7, Inc.",19.5,53.7,42.8,0.5,-1.55,28.96,51.83,41.51,51.62,58.75,43.32,40.93,61.39,-28.01,-3.39,64.92,-1.84,5.58,54.77,3.46,0.43,-18.59,"8,459",-0.08,-0.52,"43,083",0.16,4.33,139
247,AWK,"American Water Works Company, Inc.",136.09,16.56,22.07,0.5,-0.27,17.55,29.57,22.53,51.37,44.37,25.19,23.76,133.9,-17.94,317.33,108.62,2.22,331.48,,,,-111.83,"6,201",479.53,1222.17,"16,919",0.53,1.56,64
68,IBM,International Business Machines Corporation,259.08,20.54,23.55,0.5,-9.73,16.79,36.0,25.9,51.37,33.02,30.73,28.84,187.95,2.74,492.72,178.95,0.15,503.19,,,,-164.41,"68,393",126.89,172.09,"400,985",1.19,0.79,631
222,CYRX,"Cryoport, Inc.",8.87,107.46,85.71,0.5,1.88,54.29,122.27,85.39,51.37,50.61,105.18,95.56,81.16,4.68,6.64,90.76,13.54,12.36,69.56,,-4.43,4.55,711,-53.65,-65.65,"27,668",-0.65,0.48,25
257,PODD,Insulet Corporation,322.22,35.04,40.45,0.5,-1.16,24.71,49.0,38.91,50.87,59.88,39.19,35.93,41.65,-19.49,-23.13,43.57,-3.9,-6.54,37.96,7.0,16.33,-1.2,"3,477",-0.46,160.84,"14,528",10.82,15.31,160
221,PTCT,"PTC Therapeutics, Inc.",60.65,54.62,59.57,0.5,0.59,47.79,72.61,59.64,50.62,49.45,56.11,57.95,49.99,-59.91,-47.33,49.27,-8.08,-16.87,51.08,0.98,-4.29,9.57,"2,408",-25.77,51.64,"28,085",-0.02,1.93,67
32,RKLB,Rocket Lab Corporation,48.08,81.47,75.91,0.5,4.34,46.48,107.66,77.8,49.88,45.5,87.85,89.55,85.91,-25.2,-5.92,87.21,-1.94,4.58,84.25,-2.81,1.12,-10.0,"145,091",15.54,-34.01,"1,053,872",2.29,10.75,448
299,GKOS,Glaukos Corporation,82.1,40.57,41.68,0.5,1.5,27.08,68.33,44.76,49.88,41.44,56.02,51.74,55.11,-12.09,-11.07,56.77,-8.94,-2.57,55.96,-4.85,15.22,-13.43,331,15.73,-82.23,"5,913",1.63,-0.61,67
85,EQX,Equinox Gold Corp.,10.4,60.17,49.77,0.5,1.02,42.49,57.97,50.78,49.88,39.39,51.74,52.91,60.35,-37.16,-7.03,,,,49.34,,,-10.58,"20,127",17.68,-11.73,"314,632",-0.66,7.17,36
106,TRIP,"TripAdvisor, Inc.",18.51,52.97,55.23,0.5,1.47,39.67,68.45,54.96,49.63,51.15,58.96,54.62,51.02,-0.3,-2.99,52.73,3.95,-5.79,48.86,1.19,-17.21,4.22,"8,932",-2.36,-8.36,"184,941",0.51,13.66,156
320,CHEF,"Chefs' Warehouse, Inc. (The)",67.44,28.03,34.39,0.5,-0.32,27.55,46.62,35.08,49.13,42.68,36.57,34.74,41.98,-35.8,-46.21,46.5,0.12,-30.4,39.52,-6.33,-54.79,-7.59,"1,313",25.65,38.79,"3,116",-0.03,2.8,33
74,DDOG,"Datadog, Inc.",134.23,38.35,40.66,0.5,-1.61,29.94,53.9,41.37,49.13,45.19,44.46,42.95,47.41,-5.44,13.78,,,,50.02,9.47,14.75,-6.76,"32,378",46.91,83.85,"371,916",1.75,6.17,516
347,PATK,Patriot Battery Metals Inc.,106.12,32.32,32.66,0.5,0.89,27.37,39.93,33.78,48.38,37.91,34.74,35.89,138.67,-15.64,210.84,135.95,0.51,283.19,,,,-106.0,177,-17.67,-17.67,"1,054",0.0,0.29,30
2,NIO,NIO Inc.,7.45,85.5,66.04,0.5,1.56,58.47,76.32,67.04,48.38,40.68,66.77,68.81,84.27,-16.56,4.06,,,,79.58,-0.71,8.25,-18.23,"367,435",-20.92,65.86,"4,629,310",1.48,2.72,201
123,VNET,"VNET Group, Inc.",9.85,81.2,91.05,0.5,-0.49,71.72,112.3,91.02,48.13,50.11,100.05,99.28,95.82,-50.67,-12.38,98.95,-6.41,1.25,100.36,1.3,6.3,-4.77,"6,982",-76.37,-70.73,"128,965",3.3,22.14,81
169,OMER,Omeros Corporation,4.06,48.94,110.16,0.5,-0.3,58.43,147.27,108.11,48.13,53.66,100.87,118.13,185.72,-7.52,4.53,206.94,-2.02,4.74,185.23,-14.64,16.93,-75.56,"3,937",-0.63,19.56,"68,592",2.01,9.05,58
321,VAC,Marriott Vacations Worldwide Corporation,75.74,36.42,41.15,0.5,0.58,31.52,59.26,43.87,47.88,36.87,49.54,47.19,278.7,1.3,522.08,,,,,,,-237.55,675,4.17,-2.6,"3,083",0.36,-2.0,53
110,DXCM,"DexCom, Inc.",76.44,37.62,42.91,0.5,-2.4,31.54,92.29,53.09,47.88,32.61,43.99,41.08,45.99,-27.33,1.61,44.16,-8.47,3.84,49.65,6.34,17.3,-3.09,"15,972",-57.83,58.3,"180,982",15.17,15.18,291
331,VECO,Veeco Instruments Inc.,27.15,50.85,44.88,0.5,-0.78,30.46,53.42,43.45,47.63,58.01,47.58,44.35,65.82,-51.99,-36.94,60.54,0.25,-7.69,91.32,18.47,98.98,-20.94,"1,061",1.63,3.82,"2,224",0.14,4.02,58
79,ABBV,AbbVie Inc.,220.81,17.53,23.92,0.5,-0.96,14.41,33.0,24.75,47.63,44.04,26.37,28.32,240.16,-3.2,718.78,321.75,-4.56,1024.32,,,,-216.24,"34,520",88.73,-7.72,"349,248",1.3,4.59,423
252,VERX,"Vertex, Inc.",25.14,75.16,50.28,0.5,1.96,30.69,68.27,47.9,47.38,58.77,53.87,50.35,65.38,-3.95,-20.1,69.13,8.45,14.7,56.16,-4.44,6.0,-15.1,"3,338",-40.78,88.06,"16,047",0.66,240.99,30
62,GEO,"GEO Group, Inc. (The)",21.61,55.69,47.58,0.5,-1.97,35.73,80.08,53.18,47.38,34.68,51.44,62.02,62.28,-19.33,-12.91,62.46,1.73,0.77,60.84,0.03,-2.09,-14.7,"12,763",-17.19,-82.73,"466,040",-0.09,8.79,264
82,EQT,EQT Corporation,49.99,22.91,33.76,0.5,-4.18,27.07,45.61,35.86,47.13,35.09,40.43,39.0,136.44,-10.61,208.99,117.46,0.8,213.9,166.9,2.15,362.36,-102.68,"18,224",69.57,-5.5,"344,268",-0.55,-1.22,233
191,AXON,"Axon Enterprise, Inc.",751.81,35.17,46.86,0.5,-1.24,24.19,70.69,45.45,47.13,54.08,55.54,55.39,47.55,-36.17,-11.21,47.4,-0.89,1.9,46.73,1.92,4.65,-0.69,"4,251",32.22,0.57,"46,750",0.09,3.95,531
132,INDI,"indie Semiconductor, Inc.",3.76,62.48,76.64,0.5,-1.51,61.8,121.99,86.15,47.13,30.91,86.44,98.06,93.28,-16.07,0.03,,,,83.16,-2.75,-11.92,-16.64,"3,037",-37.03,-3.19,"117,843",0.56,3.29,66
90,SPCE,"Virgin Galactic Holdings, Inc.",3.25,56.69,92.67,0.5,-1.14,71.47,118.96,93.06,46.88,48.85,87.17,83.64,135.3,-9.24,-11.3,142.28,3.64,1.15,92.39,-20.04,-35.07,-42.63,"18,628",2.75,-81.96,"276,779",-0.5,19.85,120
3,AMZN,"Amazon.com, Inc.",231.62,27.07,29.08,0.5,-5.18,22.07,41.26,30.85,46.88,38.08,35.32,33.41,33.08,-0.79,-12.2,33.98,-1.6,-24.94,32.07,0.17,7.89,-4.0,"760,880",30.05,55.04,"4,173,325",1.2,3.98,"1,068"
23,NKE,"NIKE, Inc.",72.31,21.11,37.27,0.5,0.57,22.91,53.55,37.56,46.88,48.76,43.3,39.27,167.3,0.31,334.6,192.53,-4.66,374.4,393.49,-1.41,962.41,-130.03,"96,810",34.92,28.05,"1,494,275",-0.02,1.26,627
314,EVRG,"Evergy, Inc.",71.76,11.05,16.89,0.5,-2.42,12.5,22.89,17.11,46.13,46.62,17.61,16.46,232.62,6.33,742.47,249.46,-1.35,1001.32,,,,-215.73,457,0.44,-17.36,"3,835",0.13,2.35,39
303,PI,"Impinj, Inc.",191.48,48.82,59.08,0.5,-6.01,45.57,85.17,62.92,46.13,37.53,74.72,68.48,76.55,-9.68,9.78,79.65,5.47,4.75,61.67,4.9,4.22,-17.47,"1,193",12.02,10.16,"5,113",0.67,3.23,144
265,TNDM,"Tandem Diabetes Care, Inc.",12.18,89.46,71.94,0.5,-0.14,50.04,90.95,72.44,46.13,48.23,79.9,73.66,86.56,0.37,3.75,,,,86.07,0.95,32.62,-14.61,"2,356",14.93,15.1,"13,107",0.54,11.84,95
146,TCOM,Trip.com Group Limited,76.79,52.13,39.35,0.5,0.41,32.34,54.85,42.87,45.89,31.39,44.55,48.59,86.16,-51.06,73.44,57.73,-24.68,48.35,33.5,107.27,12.57,-46.81,"5,780",-0.79,81.93,"94,029",1.91,14.22,107
332,CTO,"CTO Realty Growth, Inc.",16.37,16.12,22.33,0.5,0.59,13.52,29.92,22.36,44.89,49.76,23.95,22.71,,,,,,,,,,,160,0.63,28.0,"2,077",0.24,-1.14,15
134,RH,RH,229.51,66.94,63.35,0.5,-2.61,46.5,116.48,74.41,44.39,31.84,93.86,83.56,67.63,-17.08,-28.8,73.29,0.93,-9.23,67.94,-0.15,-5.93,-4.29,"16,771",-23.14,-70.49,"106,649",2.65,5.0,639
189,CDLX,"Cardlytics, Inc.",1.43,155.64,135.98,0.5,4.33,78.74,197.55,135.87,44.39,50.14,121.79,112.03,185.4,7.88,-10.91,184.05,13.94,4.83,181.67,,-4.48,-49.42,"37,278",916.03,1007.49,"47,318",2.58,34.49,35
29,LYFT,"Lyft, Inc.",22.84,65.01,60.55,0.5,7.42,45.1,81.15,64.05,44.14,34.36,60.48,60.57,65.53,-16.07,6.33,69.98,7.27,19.38,65.43,4.56,4.94,-4.98,"138,033",-66.7,105.17,"1,115,641",12.61,34.22,348
101,RTX,RTX Corporation,158.31,16.72,19.27,0.5,-28.62,11.92,34.58,22.2,43.89,33.85,28.56,26.09,169.2,-8.46,471.48,,,,211.96,-0.22,804.53,-149.93,"7,947",-16.54,-48.1,"209,781",0.58,-0.85,384
31,XOM,Exxon Mobil Corporation,115.29,16.83,20.21,0.5,-1.79,16.83,29.65,21.86,43.14,34.58,25.4,23.8,188.87,-0.86,629.57,218.56,-21.88,708.62,,,,-168.66,"60,779",11.92,22.45,"1,084,339",0.67,4.78,510
242,PSN,Parsons Corporation,82.88,38.73,32.09,0.5,9.16,19.26,44.56,32.26,42.39,49.12,38.44,36.43,44.98,-26.35,-31.5,45.52,2.81,-9.99,33.85,-45.33,20.08,-12.89,"1,885",-17.36,233.04,"18,712",12.89,13.73,66
225,QD,Qudian Inc.,4.12,59.67,52.35,0.5,1.11,39.19,75.06,55.34,42.39,38.8,54.56,62.22,65.0,-36.48,-24.76,,,,,,,-12.66,270,-51.26,-60.12,"25,306",-11.37,-13.59,11
367,MDRX,Veradigm Inc.,4.75,36.94,55.2,0.5,0.97,29.02,84.32,58.51,41.75,41.93,71.9,65.13,,,,,,,,,,,N/A,,,N/A,,,N/A
234,MTN,"Vail Resorts, Inc.",149.1,28.31,29.84,0.5,-0.29,22.82,40.51,31.21,41.4,38.5,34.94,33.68,349.01,7.6,729.08,380.11,-2.23,836.35,,,,-319.17,"2,940",4.63,-59.64,"21,746",0.76,33.57,119
235,ALNY,"Alnylam Pharmaceuticals, Inc.",451.73,28.15,39.87,0.5,1.04,31.45,60.76,45.77,40.4,26.22,46.33,43.16,48.24,-31.96,-13.58,56.89,-0.09,17.76,43.41,2.26,-0.43,-8.37,"3,664",-7.19,-13.22,"21,289",-0.13,1.54,223
310,BAND,Bandwidth Inc.,18.29,49.27,56.22,0.5,3.66,44.19,95.01,66.58,40.15,27.73,53.19,50.79,59.8,-16.58,-38.42,,,,58.86,-2.21,28.28,-3.58,667,-54.09,17.43,"4,108",18.63,31.96,21
262,XERS,"Xeris Biopharma Holdings, Inc.",7.67,61.55,57.45,0.5,0.56,41.2,87.46,60.31,39.65,39.42,58.07,54.13,77.47,-59.05,-49.49,,,,,,,-20.02,612,-21.13,50.0,"13,385",0.86,2.21,16
100,HLF,Herbalife Ltd.,9.31,54.69,62.2,0.5,-1.85,47.57,84.93,68.75,39.65,29.77,72.4,67.04,74.25,-4.39,2.22,,,,69.23,2.38,-1.44,-12.06,"29,703",-2.21,-38.45,"212,828",0.19,1.4,72
43,BMY,Bristol-Myers Squibb Company,46.15,19.26,28.23,0.5,0.16,19.35,34.68,28.31,38.9,49.14,28.64,29.12,246.51,6.99,614.11,300.21,-8.32,803.04,,,,-218.28,"34,496",56.25,-42.42,"752,326",0.65,1.51,384
204,CNX,CNX Resources Corporation,30.95,15.22,27.92,0.5,-4.39,22.3,41.31,31.62,38.9,26.69,35.41,35.72,42.15,-22.19,3.13,55.8,2.1,15.72,42.75,-4.26,13.83,-14.23,931,-29.52,2.76,"39,352",1.12,7.27,75
317,MKSI,"MKS Instruments, Inc.",119.44,46.52,46.1,0.5,-8.14,38.92,79.69,54.3,38.65,27.59,65.01,59.68,123.4,-6.27,133.82,117.14,8.65,136.77,8.28,-54.97,-54.07,-77.3,"2,117",293.49,144.18,"3,542",0.11,-15.99,69
67,LUV,Southwest Airlines Co.,32.12,31.64,37.21,0.5,-2.4,25.86,54.89,39.76,38.65,37.06,44.9,40.99,187.65,5.25,305.41,296.4,19.49,457.02,521.3,-11.71,1250.76,-150.44,"13,712",-46.77,-37.57,"412,209",2.63,8.6,247
129,PSEC,Prospect Capital Corporation,2.76,23.9,25.26,0.5,-0.89,15.53,35.97,28.06,37.66,30.79,27.2,30.33,983.7,12.76,1313.76,,,,,,,-958.44,"2,278",-16.56,-10.35,"122,016",0.53,11.78,50
145,AKAM,"Akamai Technologies, Inc.",75.84,31.25,30.65,0.5,-2.99,13.65,56.71,35.76,37.41,33.61,45.28,42.89,37.73,-29.67,-3.39,,,,30.06,-13.0,-21.95,-7.08,"4,000",-58.42,27.47,"94,164",0.19,2.31,167
66,BYND,"Beyond Meat, Inc.",2.73,57.59,67.14,0.5,1.1,59.19,91.13,71.15,36.91,31.08,65.74,64.31,131.94,-13.61,-1.42,127.48,-2.62,-0.74,113.71,21.61,13.62,-64.8,"60,025",11.64,462.35,"430,580",1.76,5.58,135
162,REAL,"The RealReal, Inc.",10.45,79.39,91.6,0.5,0.1,63.45,107.88,91.95,36.91,48.72,88.27,91.8,82.44,3.97,21.39,,,,83.12,-3.27,-25.41,9.17,"2,187",0.83,-60.12,"75,253",0.17,2.32,43
183,UPWK,Upwork Inc.,18.14,49.0,46.84,0.5,1.49,32.11,63.02,50.15,36.41,32.61,49.58,52.48,59.41,-12.72,5.24,,,,50.8,-5.97,,-12.57,"15,362",19.52,780.85,"55,851",1.77,6.2,49
324,MIRM,"Mirum Pharmaceuticals, Inc.",73.14,51.09,40.74,0.5,0.5,36.02,65.49,47.48,36.16,24.49,41.04,40.07,73.76,-5.59,19.73,59.48,11.98,-5.27,35.84,-6.73,-9.37,-33.02,477,3.02,5.07,"2,940",0.31,1.48,39
181,PPL,PPL Corporation,35.61,13.23,16.29,0.5,-1.92,13.47,21.63,17.53,36.16,28.33,18.79,18.34,219.5,2.9,861.14,,,,,,,-203.21,"1,198",-0.5,-72.62,"57,537",0.1,18.0,81
173,FOUR,"Shift4 Payments, Inc.",86.82,30.1,45.77,0.5,-1.02,37.91,64.0,48.81,35.91,31.86,52.47,50.07,54.18,-23.2,-0.53,45.46,2.37,1.89,42.53,0.45,0.59,-8.41,"7,017",2.56,-25.53,"64,417",0.11,1.32,186
190,SHAK,Shake Shack Inc.,98.99,37.4,45.7,0.5,0.02,32.53,62.98,49.52,35.66,32.09,55.37,50.38,50.28,-22.31,-9.98,49.85,0.82,3.11,44.26,0.9,8.75,-4.59,"4,636",11.26,-27.15,"47,105",1.87,3.49,369
102,XIFR,"Unknown (possibly XPLR Infrastructure, LP or similar; limited data as of 2025)",9.91,44.92,47.89,0.5,-5.02,40.28,84.88,54.77,35.66,26.9,62.07,60.22,1185.44,35.77,2189.71,,,,,,,-1137.55,"6,822",-5.25,-67.43,"206,010",0.17,2.82,57
212,RWT,"Redwood Trust, Inc.",6.03,26.79,30.13,0.5,-4.65,22.99,40.79,31.64,34.91,38.82,34.1,31.41,675.51,2.95,1164.8,,,,,,,-645.37,854,-39.26,40.92,"33,234",0.05,3.67,22
319,GVA,Granite Construction Incorporated,107.6,32.29,23.7,0.5,-1.44,21.32,37.82,26.05,34.91,28.52,28.07,26.47,97.07,-46.2,77.86,89.34,-1.59,88.34,7.14,-50.42,-69.59,-73.37,654,0.0,-22.05,"3,338",0.09,1.37,46
360,ITGR,Integer Holdings Corporation,102.69,24.78,27.28,0.5,1.25,22.58,34.59,28.99,34.66,30.72,29.23,28.03,36.02,-60.93,1.41,,,,24.81,,3.3,-8.74,67,0.0,39.58,311,0.0,11.07,28
