Rank,Ticker,Company Name,Latest Close,Realised Volatility 30d (%),Realised Volatility 100d (%),Realised Volatility 100d 1d (%),Realised Volatility 100d 1w (%),Min Realised Volatility 100d (2y),Max Realised Volatility 100d (2y),Mean Realised Volatility 100d (2y),Rvol 100d Percentile 2y (%),Rvol 100d Z-Score Percentile 2y (%),Realised Volatility 180d (%),Realised Volatility 252d (%),Weighted IV (%),Weighted IV 1d (%),Weighted IV 1w (%),Weighted IV 3m (%),Weighted IV 3m 1d (%),Weighted IV 3m 1w (%),ATM IV 3m (%),ATM IV 3m 1d (%),ATM IV 3m 1w (%),Rvol100d - Weighted IV,Volume,Volume 1d (%),Volume 1w (%),Open Interest,OI 1d (%),OI 1w (%),Num Contracts
20,BABA,Alibaba Group Holding Limited,155.44,55.19,43.63,0.5,2.3,31.42,56.82,41.73,65.09,59.63,50.82,49.18,51.47,6.25,,51.65,3.44,,47.0,0.3,,-7.84,"300,744",-56.29,69.26,"1,818,739",4.88,21.89,718
227,KPTI,Karyopharm Therapeutics Inc.,6.64,115.17,105.76,0.5,-0.14,65.15,122.48,95.8,65.09,71.87,106.71,98.01,275.09,2.53,,,,,,,,-169.33,426,-35.65,23.84,"22,158",0.15,3.19,21
152,CSIQ,Canadian Solar Inc.,10.78,91.45,83.83,0.5,-0.46,48.67,92.35,73.98,64.84,77.01,80.43,83.82,81.97,4.63,,,,,,,,1.85,"7,529",22.84,-26.51,"82,311",0.95,10.83,124
141,TTWO,"Take-Two Interactive Software, Inc.",246.54,27.52,27.75,0.5,2.8,19.67,38.71,27.35,64.09,53.08,32.11,29.71,38.01,-12.57,,36.95,3.45,,32.22,-1.24,,-10.26,"8,941",47.08,46.33,"97,043",0.43,5.44,295
302,PI,"Impinj, Inc.",183.43,82.23,63.18,0.5,1.86,45.57,85.17,62.94,64.09,50.79,74.54,68.24,78.63,12.75,,78.56,3.32,,57.74,-2.42,,-15.45,"1,054",-2.68,-8.19,"4,976",0.46,7.75,132
131,GOSS,"Gossamer Bio, Inc.",3.46,104.5,90.33,0.5,5.89,57.6,102.45,85.23,63.59,69.35,90.68,85.35,129.61,-25.96,,,,,,,,-39.28,"3,293",-85.47,-3.83,"110,131",19.63,32.56,22
4,AMZN,"Amazon.com, Inc.",229.95,37.51,30.83,0.5,0.19,22.07,41.26,30.86,63.59,49.8,35.3,33.54,31.65,-15.99,,34.12,-24.64,,27.0,-9.16,,-0.83,"815,810",66.23,138.66,"4,088,864",1.88,11.8,879
42,SLB,Schlumberger Limited,36.03,26.18,30.09,0.5,-0.56,21.01,46.01,31.53,63.34,42.71,38.7,36.39,36.54,-2.02,,,,,33.68,0.08,,-6.46,"31,386",66.35,9.94,"766,052",0.31,3.83,233
311,GBX,"Greenbrier Companies, Inc. (The)",47.19,27.94,41.1,0.5,0.37,27.69,51.47,38.23,63.09,67.15,42.79,41.69,59.31,-1.11,,44.25,6.22,,36.26,-21.29,,-18.21,639,-14.11,9.04,"3,874",2.14,3.42,65
151,NICE,NICE Ltd.,142.64,53.98,40.01,0.5,0.06,28.15,47.92,38.28,63.09,63.56,42.99,41.51,42.84,-0.99,,,,,41.54,-0.29,,-2.83,"4,665",15.24,123.42,"82,764",0.21,-0.98,164
333,TYL,"Tyler Technologies, Inc.",553.99,29.45,25.25,0.5,1.74,18.28,31.22,24.9,62.59,54.22,27.59,25.58,40.39,-11.83,,26.91,-7.85,,25.35,59.32,,-15.14,416,-2.58,-4.15,"1,863",1.91,3.44,83
304,EEFT,"Euronet Worldwide, Inc.",91.34,26.56,29.13,0.5,0.77,21.28,42.81,29.45,62.09,48.12,35.91,32.6,38.32,0.29,,,,,31.99,-10.6,,-9.19,499,48.96,2.04,"4,854",0.23,0.96,36
45,XYZ,"Block, Inc. (formerly Square; ticker often stylized, but XYZ may be a placeholder)",74.23,36.71,55.13,0.5,0.49,35.64,71.73,52.59,61.85,59.95,58.98,55.72,51.67,7.31,,49.31,2.79,,44.61,-7.06,,3.45,"67,133",111.76,55.92,"703,470",1.1,7.0,464
79,SE,Sea Limited,196.5,58.59,46.19,0.5,0.46,33.57,64.49,45.13,61.1,54.59,50.37,46.74,46.72,-3.57,,45.63,-2.27,,46.68,4.67,,-0.53,"30,550",13.3,104.09,"344,691",0.01,3.21,384
49,NEE,"NextEra Energy, Inc.",71.32,20.22,28.2,0.5,-1.57,22.25,37.76,28.17,60.6,50.27,30.33,28.69,29.65,0.17,,28.95,-4.16,,27.31,-1.74,,-1.45,"32,085",51.97,58.19,"650,158",0.45,4.25,323
345,NVST,Envista Holdings Corporation,21.61,47.51,39.98,0.5,0.84,31.19,48.23,39.92,59.85,50.52,42.99,42.0,75.71,6.7,,43.63,4.71,,47.81,20.76,,-35.73,134,19.64,-37.38,"1,074",0.0,0.56,18
263,XMTR,"Xometry, Inc.",50.63,119.46,81.17,0.5,1.72,55.09,97.11,78.88,59.6,59.03,79.67,75.53,79.0,2.45,,77.01,2.6,,72.46,0.89,,2.17,769,-4.0,-22.01,"12,566",0.03,2.05,89
174,SPHR,Sphere Entertainment Co.,56.96,59.17,51.64,0.5,7.0,38.3,67.64,52.33,59.6,46.73,59.0,55.42,59.4,1.13,,,,,67.87,11.37,,-7.76,"6,370",-68.89,11.97,"57,820",6.15,25.34,76
73,EQT,EQT Corporation,50.96,23.76,35.41,0.5,0.97,27.07,45.61,35.81,59.35,47.09,40.49,39.02,46.01,4.21,,38.22,2.15,,36.75,1.81,,-10.6,"16,369",-15.12,25.15,"356,797",2.38,4.73,226
344,MMSI,"Merit Medical Systems, Inc.",90.21,22.92,27.53,0.5,1.8,18.68,37.63,26.36,59.35,57.06,31.63,28.82,49.42,9.25,,40.67,-1.83,,28.5,2.67,,-21.89,808,0.12,-4.27,"1,159",0.0,1.31,33
133,INSM,Insmed Incorporated,145.79,35.29,53.63,0.5,-0.2,36.21,132.81,65.08,59.1,38.45,48.07,45.89,50.15,9.07,,57.5,4.03,,41.13,38.25,,3.48,"3,514",-18.54,-22.87,"105,582",0.02,3.86,190
334,MITT,"AG Mortgage Investment Trust, Inc.",7.78,36.4,32.03,0.5,-1.52,21.06,38.76,30.38,58.85,64.57,32.4,29.59,41.58,3.65,,,,,18.18,-51.17,,-9.56,427,0.47,-8.17,"1,755",0.63,9.01,13
74,DDOG,"Datadog, Inc.",139.15,44.52,41.53,0.5,0.89,29.94,53.9,41.49,58.6,50.29,44.31,42.79,43.93,5.42,,,,,45.87,5.24,,-2.4,"19,161",8.8,-3.28,"354,928",1.32,8.43,497
356,KRG,"Knightscope, Inc.",22.73,27.1,23.29,0.5,0.76,16.81,30.3,23.28,58.6,50.12,26.98,24.62,68.42,31.76,,37.92,12.29,,26.0,-35.04,,-45.13,167,0.0,10.6,531,5.78,38.64,13
193,PD,"PagerDuty, Inc.",16.58,49.23,46.23,0.5,3.54,30.27,57.32,44.14,58.1,62.4,48.85,44.84,47.85,-9.7,,,,,43.9,3.61,,-1.62,"2,300",-14.47,-29.03,"42,294",0.7,3.51,47
301,JAMF,Jamf Holding Corp.,10.55,51.65,42.74,0.5,6.38,31.34,47.98,40.79,58.1,67.39,42.17,40.46,75.99,-25.12,,59.86,-0.37,,51.0,23.06,,-33.25,"6,115",754.05,1853.67,"5,005",-1.13,1.46,15
148,DBRG,"DigitalBridge Group, Inc.",12.31,40.82,48.21,0.5,5.77,37.43,71.25,49.82,57.36,43.42,56.93,55.18,64.8,0.12,,46.47,-10.45,,51.73,13.74,,-16.58,"4,193",-25.15,175.86,"88,648",1.29,0.94,55
355,MCS,Marcus Corporation (The),16.07,41.01,35.59,0.5,2.82,16.52,41.47,32.47,55.86,66.68,37.35,36.72,223.61,1.97,,,,,,,,-188.02,373,-9.69,1.91,574,0.53,0.88,4
191,RPD,"Rapid7, Inc.",20.08,55.37,43.69,0.5,2.26,28.96,51.83,41.43,55.61,65.01,43.33,41.08,62.85,-1.08,,59.53,-3.17,,47.45,-13.0,,-19.17,"8,603",1.18,-2.57,"42,707",3.42,9.85,113
305,FRT,Federal Realty Investment Trust,101.8,21.07,20.71,0.5,-0.22,15.45,30.99,21.58,55.36,42.87,26.11,23.71,35.57,-0.44,,,,,14.6,-35.72,,-14.86,183,-3.17,-11.17,"4,727",-0.42,1.2,31
38,TEVA,Teva Pharmaceutical Industries Limited,19.89,39.69,39.9,0.5,0.69,28.89,63.19,41.19,55.11,44.79,44.51,47.04,40.79,-16.73,,41.08,-7.04,,37.94,-5.81,,-0.89,"23,978",-35.56,3.83,"823,260",0.93,9.2,198
284,BTSG,"BrightSpring Health Services, Inc.",27.99,40.84,46.15,0.5,4.64,33.05,56.3,44.47,54.87,59.74,48.48,47.48,73.54,5.19,,65.19,10.79,,49.37,-2.01,,-27.39,425,34.92,154.49,"8,178",0.42,231.23,26
27,U,Unity Software Inc.,43.4,63.64,63.22,0.5,0.4,43.61,87.06,64.05,54.61,47.38,75.76,72.39,75.58,-4.77,,75.72,-0.55,,74.34,3.64,,-12.37,"181,157",189.0,-24.82,"1,092,909",0.12,20.15,530
265,PODD,Insulet Corporation,337.94,35.53,41.14,0.5,1.46,24.71,49.0,38.98,54.61,63.61,39.16,35.86,61.31,13.15,,48.67,4.39,,35.27,8.07,,-20.18,"1,726",29.48,-17.34,"12,511",-0.7,6.86,146
114,DXCM,"DexCom, Inc.",76.0,48.2,44.18,0.5,1.26,31.54,92.29,53.08,53.87,34.68,44.45,41.1,46.24,2.15,,42.86,0.76,,41.84,-1.17,,-2.05,"7,927",-21.44,53.27,"158,156",0.66,5.7,276
120,RH,RH,228.12,68.52,65.37,0.5,0.36,46.5,116.48,74.3,53.87,35.21,93.71,86.49,72.82,-23.34,,70.4,-12.8,,57.25,-20.73,,-7.45,"65,731",15.65,296.69,"128,109",26.13,62.4,563
66,IBM,International Business Machines Corporation,257.01,21.93,26.22,0.5,1.88,16.79,36.0,25.86,53.37,52.62,30.69,28.91,31.48,-0.73,,29.85,0.61,,32.51,8.16,,-5.26,"37,687",49.93,27.0,"400,117",0.57,6.07,518
46,BE,Bloom Energy Corporation,67.29,74.07,77.9,0.5,4.76,65.07,118.39,84.06,52.87,34.46,84.52,93.11,101.02,-4.03,,,,,99.59,1.33,,-23.12,"90,940",2.44,16.19,"691,731",4.09,20.43,448
321,CHEF,"Chefs' Warehouse, Inc. (The)",65.99,28.62,34.67,0.5,0.14,27.55,47.94,35.21,52.62,44.58,36.42,34.75,46.22,-40.77,,44.03,-34.11,,37.25,-57.39,,-11.55,919,-2.85,-7.36,"3,042",0.36,0.63,31
245,AWK,"American Water Works Company, Inc.",139.63,22.75,22.24,0.5,0.75,17.55,29.57,22.55,52.37,46.13,25.19,23.78,36.19,12.79,,25.75,2.29,,19.74,16.43,,-13.95,590,25.8,38.82,"16,735",0.46,3.49,65
89,SPCE,"Virgin Galactic Holdings, Inc.",3.26,61.37,94.21,0.5,0.78,71.47,118.96,93.06,52.12,53.32,87.4,84.53,135.49,-11.17,,134.02,-4.73,,139.41,-2.03,,-41.29,"60,996",-40.93,692.57,"281,309",21.81,25.95,111
202,UNIT,Uniti Group Inc.,7.11,77.94,56.03,0.5,6.33,41.75,85.48,57.63,51.87,44.9,52.16,50.33,57.22,2.95,,,,,54.97,108.68,,-1.19,"3,544",-8.47,376.34,"38,096",0.05,-6.84,40
129,VNET,"VNET Group, Inc.",9.11,87.37,91.96,0.5,1.5,71.72,112.3,90.95,51.37,53.32,100.62,99.61,115.49,5.61,,96.07,-1.7,,97.88,3.66,,-23.54,"20,098",-15.75,34.96,"110,666",4.81,14.74,64
312,EVRG,"Evergy, Inc.",72.3,12.57,17.4,0.5,-0.23,12.5,22.89,17.17,50.87,53.43,17.61,16.45,25.86,-6.36,,20.62,-8.95,,20.66,13.2,,-8.46,600,8.5,12.36,"3,749",0.05,1.43,28
259,TNDM,"Tandem Diabetes Care, Inc.",12.79,90.01,72.41,0.5,0.22,50.04,90.95,72.42,50.62,49.94,80.35,73.73,82.27,-1.4,,,,,85.19,31.26,,-9.86,"1,875",-8.4,109.03,"12,930",10.33,9.98,89
309,MKSI,"MKS Instruments, Inc.",116.0,51.16,50.44,0.5,-0.49,38.92,79.69,54.22,50.37,39.24,65.05,60.15,67.04,27.02,,53.42,7.98,,45.11,150.28,,-16.6,"1,254",44.64,184.35,"4,101",-2.73,95.47,58
30,XOM,Exxon Mobil Corporation,112.14,18.17,20.68,0.5,-0.7,16.83,29.65,21.88,50.37,38.65,25.29,24.05,26.28,1.52,,27.43,1.49,,24.17,28.94,,-5.6,"62,900",26.72,-47.19,"1,045,268",1.0,15.62,453
102,XIFR,"Unknown (possibly XPLR Infrastructure, LP or similar; limited data as of 2025)",10.1,45.33,50.68,0.5,1.19,40.28,84.88,55.13,50.37,34.96,62.01,60.26,56.17,8.49,,,,,,,,-5.49,"11,089",-47.06,979.75,"208,629",4.13,4.49,56
221,CYRX,"Cryoport, Inc.",9.47,105.88,84.55,0.5,0.9,54.29,122.27,85.14,49.88,48.91,104.66,95.26,82.25,8.07,,84.86,5.05,,,,,2.3,"2,163",4.49,-56.43,"27,630",0.35,4.63,22
222,PTCT,"PTC Therapeutics, Inc.",60.96,54.04,59.52,0.5,-0.09,47.79,91.71,59.87,49.88,47.7,56.0,57.96,80.96,-14.71,,52.19,-11.94,,49.15,-7.92,,-21.44,"1,486",-6.42,-18.97,"27,463",-0.32,0.59,53
167,APLS,"Apellis Pharmaceuticals, Inc.",25.4,66.1,56.25,0.5,1.11,49.1,71.26,57.33,49.63,41.43,57.26,56.18,83.06,-1.45,,,,,,,,-26.81,"5,996",-20.15,4.88,"65,120",3.51,4.19,90
111,TRIP,"TripAdvisor, Inc.",17.9,53.14,54.71,0.5,0.68,39.67,68.45,54.83,49.38,49.49,58.32,54.14,55.92,6.34,,50.78,-9.27,,46.19,-21.73,,-1.21,"6,652",-31.75,32.14,"166,869",2.55,14.76,145
81,ABBV,AbbVie Inc.,220.22,18.14,24.28,0.5,0.85,14.41,33.0,24.68,49.38,47.13,26.43,28.36,27.49,-6.26,,30.36,6.09,,26.84,20.65,,-3.22,"15,154",-59.49,58.3,"334,470",0.16,6.77,268
298,GKOS,Glaukos Corporation,87.47,44.56,41.27,0.5,-1.93,27.08,68.33,44.9,49.13,39.99,55.97,51.43,64.09,3.43,,60.31,3.51,,27.36,-43.67,,-22.82,246,-86.8,-63.72,"5,729",-3.7,-3.44,55
61,GEO,"GEO Group, Inc. (The)",23.0,56.8,48.78,0.5,3.72,35.73,80.08,53.07,49.13,38.22,51.24,62.29,67.64,-5.41,,61.74,-0.4,,53.04,-14.65,,-18.86,"31,620",-57.21,251.37,"447,719",4.52,8.36,222
189,AXON,"Axon Enterprise, Inc.",751.11,57.56,47.68,0.5,0.42,24.19,70.69,45.25,48.88,56.96,55.64,55.72,49.21,-8.1,,46.77,0.55,,45.47,1.83,,-1.53,"3,590",-15.07,-19.27,"45,081",0.24,1.92,486
254,PEGA,"Pegasystems, Inc.",58.08,39.69,55.19,0.5,0.91,28.17,70.26,50.92,48.63,63.76,58.27,53.08,108.39,2.95,,74.16,5.35,,43.3,-25.47,,-53.2,"1,119",-3.12,6.98,"14,080",1.06,1.76,102
331,VECO,Veeco Instruments Inc.,25.63,54.46,45.46,0.5,-1.51,30.46,53.42,43.32,48.63,61.74,47.55,44.59,67.27,-35.55,,53.21,-18.86,,42.88,-6.57,,-21.8,"1,065",4.21,8.12,"2,163",1.17,4.59,52
170,OMER,Omeros Corporation,4.2,58.02,111.04,0.5,0.35,58.43,147.27,108.15,48.63,55.15,101.04,118.26,184.5,3.84,,200.8,1.63,,160.62,1.39,,-73.46,"3,564",8.23,-11.21,"63,716",1.3,4.63,56
235,IMCR,Immunocore Holdings plc,36.57,34.51,43.81,0.5,0.26,35.91,51.36,43.38,48.63,54.23,44.41,42.61,88.33,8.77,,81.99,5.27,,31.08,35.08,,-44.52,736,10.84,-27.2,"20,539",0.01,0.09,28
317,GVA,Granite Construction Incorporated,109.58,32.31,24.17,0.5,0.33,21.32,37.82,26.18,48.63,31.88,27.89,26.5,60.11,10.14,,46.5,-1.97,,29.47,25.56,,-35.94,838,-0.12,89.16,"3,315",0.67,15.02,35
126,INDI,"indie Semiconductor, Inc.",3.9,65.21,78.21,0.5,0.11,61.8,121.99,86.07,48.38,34.06,86.65,98.78,96.7,3.7,,,,,94.4,-0.02,,-18.5,"2,685",-14.41,-44.58,"114,781",0.61,0.37,62
32,RKLB,Rocket Lab Corporation,48.43,65.53,73.13,0.5,-1.67,46.48,107.66,77.75,48.13,39.08,86.41,88.63,98.76,8.15,,85.27,2.25,,79.55,-4.51,,-25.63,"296,961",35.06,127.21,"964,836",1.4,12.5,386
346,PATK,Patriot Battery Metals Inc.,113.81,33.09,32.54,0.5,0.49,27.37,39.93,33.75,47.88,37.0,34.4,35.83,46.8,4.9,,43.47,22.54,,38.29,10.4,,-14.26,217,0.93,-4.41,"1,051",0.0,0.67,32
145,AKAM,"Akamai Technologies, Inc.",79.2,32.67,31.75,0.5,2.14,13.65,56.71,35.58,47.63,37.75,45.21,42.87,38.29,-1.96,,,,,38.16,-0.91,,-6.53,"3,831",22.08,-41.4,"91,517",-0.56,2.17,163
22,NKE,"NIKE, Inc.",74.33,21.82,37.25,0.5,-1.63,22.91,53.55,37.51,47.63,48.89,43.24,39.28,39.19,1.8,,40.43,-0.39,,37.16,0.32,,-1.94,"110,868",46.64,49.32,"1,485,733",0.68,4.02,579
318,VAC,Marriott Vacations Worldwide Corporation,79.45,40.69,41.11,0.5,1.79,31.52,59.26,43.9,47.38,36.59,49.3,47.17,54.9,22.55,,,,,,,,-13.79,533,-23.09,-2.2,"3,290",4.58,9.34,50
208,VRNT,Verint Systems Inc.,20.35,42.19,49.6,0.5,-0.52,34.37,61.6,49.43,46.63,51.08,50.3,51.15,80.95,35.33,,53.09,31.48,,73.13,690.3,,-31.35,"1,940",0.57,-34.48,"35,160",0.03,0.31,25
326,POST,"Post Holdings, Inc.",106.11,24.55,19.96,0.5,0.34,13.82,23.27,19.01,46.63,63.07,21.51,20.08,40.46,8.39,,48.55,3.3,,72.04,199.24,,-20.5,462,0.0,2.44,"2,660",0.23,0.72,59
150,TCOM,Trip.com Group Limited,74.83,52.51,39.38,0.5,-0.18,32.34,54.85,42.84,46.63,31.78,44.4,48.47,42.61,-14.22,,36.81,-5.4,,36.32,22.05,,-3.23,"6,124",92.76,37.4,"83,443",1.36,2.64,99
236,MTN,"Vail Resorts, Inc.",147.38,26.38,30.08,0.5,4.58,22.82,40.51,31.2,46.38,40.53,34.92,33.5,44.11,4.79,,42.23,4.03,,32.14,-16.06,,-14.03,"3,318",-54.45,248.53,"20,223",24.21,41.19,105
87,EQX,Equinox Gold Corp.,10.97,56.89,49.52,0.5,1.61,42.49,57.97,50.83,45.89,36.39,51.4,53.71,52.89,-18.52,,,,,,,,-3.38,"23,764",4.22,11.39,"297,648",1.39,5.29,28
294,PRO,"PROS Holdings, Inc.",15.48,42.51,48.17,0.5,0.76,34.24,56.91,46.98,45.64,57.05,49.3,50.97,78.27,11.29,,87.74,24.5,,202.33,245.9,,-30.1,"2,744",0.04,-8.44,"5,929",3.78,1.21,20
332,CTO,"CTO Realty Growth, Inc.",16.58,16.6,22.31,0.5,1.33,13.52,29.92,22.3,45.14,50.02,23.95,26.74,37.06,8.25,,,,,18.18,2.59,,-14.76,127,1.6,-9.93,"2,044",-2.71,-1.87,15
67,LUV,Southwest Airlines Co.,31.72,33.31,38.32,0.5,-0.69,25.86,54.89,39.72,45.14,42.79,44.96,41.02,43.11,-6.87,,53.19,-0.05,,42.3,9.6,,-4.78,"35,410",61.21,173.86,"391,133",3.05,11.19,213
206,CNX,CNX Resources Corporation,29.92,20.14,29.35,0.5,1.73,22.3,41.31,31.59,44.39,35.42,35.48,35.69,42.26,3.4,,47.86,-0.74,,34.58,-7.93,,-12.91,803,-11.37,-8.75,"36,772",0.24,0.71,70
171,FOUR,"Shift4 Payments, Inc.",86.93,56.93,46.48,0.5,0.27,37.91,64.0,48.77,43.64,36.11,52.56,50.3,57.61,5.76,,45.88,2.83,,45.75,8.2,,-11.13,"6,758",-28.27,-60.12,"63,607",0.04,4.72,179
15,MSFT,Microsoft Corporation,501.01,19.56,20.22,0.5,-4.81,17.7,32.53,22.77,42.64,27.87,25.85,24.59,27.47,-5.87,,25.95,-8.08,,24.97,1.23,,-7.25,"652,215",120.02,81.28,"2,485,700",1.81,9.91,"1,386"
295,VERX,"Vertex, Inc.",24.33,72.99,49.56,0.5,5.1,30.69,68.27,47.91,42.39,56.12,53.28,49.96,110.71,35.3,,73.51,21.96,,52.09,-1.68,,-61.15,"5,048",184.39,758.5,"5,925",25.9,54.3,25
43,BMY,Bristol-Myers Squibb Company,47.54,26.68,28.33,0.5,-0.63,19.35,34.68,28.25,41.4,50.85,28.55,29.12,33.14,-3.99,,35.1,5.59,,28.76,-23.2,,-4.81,"32,780",-45.28,0.85,"743,630",0.33,5.52,339
100,HLF,Herbalife Ltd.,9.35,55.14,63.69,0.5,0.06,47.57,84.93,68.62,41.4,34.65,72.44,67.15,73.88,1.71,,,,,71.96,2.45,,-10.19,"47,845",-0.85,54.99,"210,979",0.52,0.64,70
139,FIVN,"Five9, Inc.",26.1,52.78,45.93,0.5,1.88,36.1,68.32,51.51,41.15,27.79,50.95,49.01,62.86,-30.34,,69.86,-31.47,,63.56,95.49,,-16.92,"3,487",-4.26,-2.24,"98,769",0.92,2.14,119
289,AEIS,"Advanced Energy Industries, Inc.",159.52,42.58,36.9,0.5,-1.7,27.94,63.68,42.04,40.9,31.46,51.56,46.55,43.4,1.18,,39.28,-5.6,,35.74,-4.15,,-6.5,"1,099",1.95,-48.11,"6,960",0.96,3.2,60
212,RWT,"Redwood Trust, Inc.",6.21,30.24,31.76,0.5,-2.04,22.99,40.79,31.66,40.9,50.78,34.22,32.03,48.59,-9.02,,30.08,-2.12,,36.25,-1.62,,-16.83,721,18.98,-64.13,"32,486",1.34,6.29,19
159,REAL,"The RealReal, Inc.",9.4,82.88,91.98,0.5,1.52,63.45,107.88,91.8,40.9,50.65,90.33,91.9,85.63,26.09,,,,,82.56,-25.91,,6.35,"2,620",-52.22,-21.67,"72,842",-0.95,1.7,42
218,QD,Qudian Inc.,4.3,72.68,52.03,0.5,-1.05,39.19,75.06,55.28,40.9,37.92,56.43,62.16,85.47,-1.07,,,,,,,,-33.44,685,1.18,107.58,"29,137",-0.51,-1.48,9
367,MDRX,Veradigm Inc.,4.6,36.81,54.95,0.5,0.93,29.02,84.32,58.48,40.65,41.38,71.65,65.1,,,,,,,,,,,N/A,,,N/A,,,N/A
112,AR,Antero Resources Corporation,32.84,29.87,39.44,0.5,-0.03,29.22,54.23,42.32,40.4,33.09,47.35,45.67,42.47,-2.05,,,,,38.56,-6.02,,-3.03,"7,117",8.36,-1.56,"164,370",-0.02,1.52,231
106,BILL,"BILL Holdings, Inc.",51.72,69.79,49.27,0.5,1.09,41.0,89.54,59.9,40.4,27.17,73.91,68.66,57.97,-0.66,,,,,55.94,0.64,,-8.7,"10,378",-49.86,-77.0,"176,545",-0.26,9.7,322
176,PPL,PPL Corporation,35.98,13.82,16.69,0.5,-1.49,13.47,21.63,17.57,40.15,34.32,18.76,18.34,24.08,5.45,,,,,,,,-7.39,"1,264",-71.12,15.33,"57,420",17.76,5.55,71
39,PANW,"Palo Alto Networks, Inc.",198.33,28.52,33.36,0.5,-0.61,28.42,65.42,42.33,39.9,24.17,37.2,35.59,60.71,-10.79,,34.37,-5.58,,31.87,-2.74,,-27.36,"44,197",-15.21,2.83,"802,538",1.4,4.99,735
173,HOUS,Anywhere Real Estate Inc.,6.81,64.79,63.81,0.5,2.61,58.03,78.2,65.2,39.65,36.26,64.81,64.35,78.3,-20.39,,83.2,12.19,,70.73,-6.74,,-14.49,"16,494",303.47,1431.48,"60,959",4.87,4.27,30
2,NIO,NIO Inc.,6.07,89.43,65.35,0.5,4.38,58.47,76.32,67.06,39.65,34.27,65.8,68.44,82.39,1.73,,,,,76.02,3.41,,-17.03,"253,807",14.57,46.92,"4,561,339",1.21,7.37,200
248,CMI,Cummins Inc.,411.03,24.16,24.61,0.5,0.42,20.57,38.53,27.19,39.65,32.77,31.76,29.79,34.67,-2.94,,30.67,6.65,,17.45,-34.22,,-10.06,"5,626",-4.74,1.86,"15,838",0.92,3.15,172
203,CDLX,"Cardlytics, Inc.",1.15,140.26,131.0,0.5,3.59,78.74,197.55,136.14,39.4,43.7,118.64,109.96,162.26,-22.03,,158.91,-9.49,,156.79,-17.56,,-31.26,"1,427",-57.61,55.79,"37,815",7.48,9.19,14
234,ALNY,"Alnylam Pharmaceuticals, Inc.",468.58,49.63,39.66,0.5,1.81,31.45,60.76,45.72,38.9,25.76,46.33,43.15,50.36,-9.8,,51.04,5.65,,43.12,-1.1,,-10.7,"4,063",-3.77,3.49,"20,678",-1.38,7.81,175
257,XERS,"Xeris Biopharma Holdings, Inc.",7.68,62.19,57.42,0.5,-2.04,41.2,87.46,60.53,38.65,38.68,57.97,54.2,88.28,-42.44,,,,,,,,-30.86,303,-25.74,-64.35,"13,111",0.12,0.12,14
319,BAND,Bandwidth Inc.,16.4,41.38,54.51,0.5,2.52,44.19,95.01,66.63,38.65,24.43,51.6,50.06,63.28,-34.83,,,,,53.7,17.04,,-8.77,938,65.14,102.59,"3,118",0.16,-0.7,22
57,SHOP,Shopify Inc.,145.03,66.64,54.13,0.5,0.79,43.24,72.82,56.85,38.4,37.3,62.34,59.41,51.72,0.21,,51.45,1.3,,48.51,-5.96,,2.42,"33,553",1.17,8.05,"524,463",1.14,7.58,625
188,SHAK,Shake Shack Inc.,103.97,61.61,45.92,0.5,2.37,32.53,62.98,49.47,38.4,33.32,55.27,50.37,53.5,-4.22,,47.87,-0.99,,51.29,26.01,,-7.59,"4,553",-28.46,11.7,"46,167",1.43,7.36,333
48,CVX,Chevron Corporation,158.25,17.27,20.05,0.5,0.33,16.09,32.31,22.67,37.91,30.98,26.73,24.94,25.31,1.61,,29.37,4.87,,25.53,1.72,,-5.26,"31,004",-30.25,-6.52,"661,607",0.42,4.5,383
130,PSEC,Prospect Capital Corporation,2.8,27.18,25.61,0.5,-1.23,15.53,35.97,28.12,37.66,32.68,27.67,30.41,70.35,1.11,,,,,35.02,20.13,,-44.74,"2,652",4.37,34.82,"110,261",1.01,1.23,37
34,DIS,Walt Disney Company (The),117.08,20.22,25.09,0.5,-1.02,19.98,40.12,28.42,37.66,30.5,31.73,29.29,33.44,0.49,,31.49,-10.98,,28.45,11.65,,-8.35,"43,495",-40.0,9.29,"872,896",1.9,7.57,438
246,PSN,Parsons Corporation,76.1,28.99,29.55,0.5,0.69,19.15,44.56,32.16,37.66,36.79,36.79,35.26,55.3,-15.77,,52.28,3.39,,39.44,39.92,,-25.76,558,-1.41,-25.4,"16,508",0.33,1.73,52
279,CMS,CMS Energy Corporation,71.67,12.81,16.62,0.5,-2.26,13.64,21.62,17.47,37.41,32.11,17.84,17.01,31.96,33.29,,22.27,12.05,,18.57,-5.34,,-15.34,"2,672",7.83,5.95,"8,907",-0.25,3.15,23
223,TTEK,"Tetra Tech, Inc.",36.19,22.23,26.23,0.5,1.31,20.49,37.53,29.31,36.41,27.46,29.78,31.75,58.17,7.82,,46.36,4.55,,34.31,21.78,,-31.93,"3,288",19.39,15.01,"26,886",0.06,0.02,49
92,OKTA,"Okta, Inc.",91.96,34.29,43.87,0.5,1.7,28.36,62.43,46.47,36.41,38.15,50.57,45.61,45.53,1.15,,,,,36.4,3.08,,-1.66,"25,299",6.73,-1.19,"251,602",1.1,11.61,492
