Rank,Ticker,Company Name,Latest Close,Realised Volatility 30d (%),Realised Volatility 100d (%),Realised Volatility 100d 1d (%),Realised Volatility 100d 1w (%),Min Realised Volatility 100d (1y),Max Realised Volatility 100d (1y),Mean Realised Volatility 100d (1y),Rvol 100d Percentile (%),Rvol 100d Z-Score Percentile (%),Realised Volatility 180d (%),Realised Volatility 252d (%),Weighted IV (%),Weighted IV 1d (%),Weighted IV 1w (%),Weighted IV 3m (%),Weighted IV 3m 1d (%),Weighted IV 3m 1w (%),ATM IV 3m (%),ATM IV 3m 1d (%),ATM IV 3m 1w (%),Rvol100d - Weighted IV,Volume,Volume 1d (%),Volume 1w (%),Open Interest,OI 1d (%),OI 1w (%)
311,VERX,"Vertex, Inc.",24.98,67.72,49.73,0.85,0.34,35.01,56.16,50.3,26.67,46.41,52.22,49.34,56.43,,-10.84,56.52,,,,,,-6.7,580,-26.11,-24.18,"3,391",-1.54,-1.42
289,VRNS,"Varonis Systems, Inc.",56.84,36.08,29.87,3.06,-2.69,25.86,36.73,32.79,18.0,14.89,32.04,32.71,33.19,,-24.02,39.38,,,,,,-3.32,"1,165",393.64,80.06,"5,491",0.68,0.73
295,GWRE,"Guidewire Software, Inc.",217.46,20.82,35.27,0.2,-4.39,34.38,46.45,40.28,9.33,7.65,36.72,37.64,40.99,-20.82,-38.64,38.39,,,38.39,,,-5.72,673,-3.03,29.67,"4,749",-0.98,13.1
359,HOPE,"Hope Bancorp, Inc.",11.06,31.09,31.06,0.04,-9.62,28.1,36.67,33.04,3.33,14.27,31.12,32.76,96.31,,,31.07,,,,,,-65.25,17,0.0,-22.73,294,-0.34,-0.34
157,BBIO,"BridgeBio Pharma, Inc.",50.0,47.17,43.46,1.24,-2.23,43.14,64.25,55.54,1.33,3.35,51.86,54.37,129.53,,108.89,149.47,,139.78,,,,-86.07,"8,184",37.27,192.39,"71,778",-2.83,-2.72
322,POST,"Post Holdings, Inc.",111.48,23.2,20.46,-0.06,-1.65,16.7,23.05,20.99,30.0,35.42,21.28,19.86,21.69,-16.42,0.76,23.28,-10.25,9.95,21.03,-10.97,-0.67,-1.23,444,0.45,12.98,"2,623",1.79,1.86
194,RPD,"Rapid7, Inc.",20.17,52.85,46.47,0.78,-4.45,28.96,49.55,40.5,90.0,82.77,42.81,40.83,56.49,,,56.01,,,,,,-10.02,"8,632",-0.14,-5.83,"36,771",-3.41,-3.04
340,MMSI,"Merit Medical Systems, Inc.",90.68,20.14,30.6,-2.1,-15.84,20.36,37.63,30.66,34.0,49.54,31.66,28.56,27.69,,-7.45,24.3,,,24.3,,-19.88,2.91,729,0.55,-3.57,"1,166",1.04,4.57
162,PMT,PennyMac Mortgage Investment Trust,12.13,24.58,27.75,-0.29,-7.42,15.48,30.42,25.69,40.0,65.74,26.23,23.34,65.36,95.19,90.88,87.12,,,,,,-37.61,805,21.6,-35.13,"67,697",0.05,0.91
355,WKC,Wolters Kluwer N.V.,27.05,31.09,26.87,-1.98,-14.26,26.87,39.17,33.21,0.67,2.25,29.83,32.97,38.41,14.05,,41.31,-14.07,,54.21,12.75,,-11.54,43,0.0,4.88,432,0.23,0.23
342,NVST,Envista Holdings Corporation,20.72,46.99,43.83,-0.06,-5.71,36.97,48.23,43.85,34.0,49.8,43.44,42.11,75.23,132.59,95.87,65.79,,,65.79,,57.31,-31.41,213,0.0,1.91,"1,068",-0.09,0.38
34,DIS,Walt Disney Company (The),118.27,19.44,32.91,-0.08,-13.23,20.0,40.12,33.0,34.0,49.53,31.68,29.23,38.29,28.78,15.84,35.8,31.66,-28.31,,,,-5.38,"31,482",-8.42,90.12,"826,051",1.11,-0.76
182,SHAK,Shake Shack Inc.,105.59,60.1,51.13,-0.2,-9.25,34.06,62.98,54.67,31.33,34.1,55.02,50.18,46.22,-43.92,2.82,50.01,25.48,12.15,,,,4.91,"4,333",-12.68,-22.44,"43,528",1.42,2.48
28,RUN,Sunrun Inc.,15.93,132.5,158.82,-0.73,-0.9,75.54,161.84,113.79,92.67,92.93,130.24,121.12,128.48,,,109.52,,,,,,30.34,"31,778",-7.34,-37.21,"988,112",0.87,-5.21
154,OPK,"OPKO Health, Inc.",1.36,43.9,40.24,-0.98,-1.98,32.94,44.39,40.19,37.33,50.65,39.69,39.47,93.35,,9.02,98.01,,,,,,-53.11,"1,074",34.08,42.44,"75,760",-0.95,-0.45
75,CFLT,"Confluent, Inc.",19.18,123.83,85.55,0.5,-1.33,48.99,88.72,72.3,86.0,90.11,79.52,72.65,65.37,,,66.43,,,,,,20.18,"17,570",18.52,81.83,"332,200",0.45,4.52
56,SHOP,Shopify Inc.,139.04,67.42,61.34,0.4,-12.72,49.09,72.82,64.22,30.67,35.48,63.29,59.62,151.6,,146.67,86.95,,78.08,83.53,,71.08,-90.26,"28,633",-13.37,1.47,"491,795",1.96,-1.23
48,NEE,"NextEra Energy, Inc.",72.65,27.29,29.96,0.21,-8.02,26.2,34.66,30.66,36.0,39.64,30.38,28.7,28.34,-13.11,,28.21,12.06,,,,,1.62,"26,514",23.68,121.36,"621,466",0.74,-0.48
223,CYRX,"Cryoport, Inc.",8.81,99.14,82.58,-1.62,-4.48,63.4,122.27,103.81,19.33,15.51,103.19,94.38,84.51,,32.82,80.43,,23.65,,,,-1.93,"3,166",-0.09,-1.95,"23,611",-9.61,-9.07
12,OPEN,Opendoor Technologies Inc.,5.09,216.92,181.76,0.82,1.92,70.21,181.76,100.51,100.0,98.97,144.07,128.35,164.1,,-37.56,202.67,,15.3,,,,17.66,"981,633",93.75,185.19,"2,421,504",4.94,-11.7
167,APLS,"Apellis Pharmaceuticals, Inc.",28.17,63.98,56.7,-0.82,-6.18,52.49,63.18,56.28,59.33,55.72,57.13,56.23,52.9,,-47.95,,,,,,,3.8,"6,134",9.73,-7.54,"61,777",-1.31,0.36
16,SNAP,Snap Inc.,7.33,65.33,68.56,-0.49,-3.34,48.72,71.87,61.9,81.33,81.43,61.77,58.76,81.59,32.68,-4.63,68.35,1.68,0.96,65.9,-1.96,,-13.03,"235,504",65.99,527.86,"1,868,988",2.4,1.08
195,NOG,"Northern Oil and Gas, Inc.",26.74,49.94,58.21,-2.43,-13.53,34.1,67.76,55.32,34.0,58.83,55.92,51.36,53.26,-1.39,,49.37,-39.96,,52.06,-3.42,,4.94,"2,526",-7.57,8.6,"36,309",-0.32,1.24
344,PATK,Patriot Battery Metals Inc.,110.99,34.47,35.54,-1.48,-9.95,32.41,39.93,36.91,17.33,20.65,34.82,35.85,43.78,,21.21,37.21,,-9.33,41.76,,1.76,-8.24,223,0.0,-1.33,"1,040",0.19,0.68
366,UPHL,Unknown (possibly a placeholder or delisted; no active match as of 2025),,,,,,,,,,,,,,,,,,,,,,,N/A,,,N/A,,
126,PSEC,Prospect Capital Corporation,2.91,29.71,29.79,1.22,-8.25,26.4,35.45,31.18,24.0,17.56,27.91,30.77,102.2,,,112.49,,,,,,-72.41,"12,053",-4.89,-1.67,"107,493",-0.37,0.41
202,VRNT,Verint Systems Inc.,20.36,43.72,52.97,-0.64,-7.61,47.05,61.6,53.86,52.67,43.11,50.96,52.69,36.0,,-34.3,120.22,,,,,,16.97,"3,159",-8.49,67.5,"34,032",0.29,13.84
270,GMED,"Globus Medical, Inc.",59.9,36.67,55.16,0.34,-1.59,22.65,56.65,41.46,88.67,84.52,45.35,40.55,32.06,-2.45,-5.44,35.27,,,35.27,,,23.1,"1,289",0.23,-5.22,"10,119",-0.69,-0.27
274,ASND,Ascendis Pharma A/S,199.16,33.93,37.03,0.43,-2.34,36.05,50.6,45.15,2.0,2.12,43.67,45.51,53.34,,,51.52,,,,,,-16.32,"1,886",-0.11,2.06,"8,780",-0.32,9.42
160,DBX,"Dropbox, Inc.",28.48,23.71,25.78,1.38,-4.18,24.23,41.58,35.31,12.67,6.75,33.89,31.73,37.01,,,,,,,,,-11.23,"4,393",51.54,89.68,"68,457",0.16,5.5
121,INDI,"indie Semiconductor, Inc.",4.36,70.95,84.76,-0.36,-8.82,84.76,121.99,101.36,0.67,4.1,86.9,100.1,96.94,,2.1,89.53,,3.74,,,,-12.17,"4,105",11.61,58.86,"113,762",-0.14,-0.28
158,REAL,"The RealReal, Inc.",7.65,84.81,91.9,-0.28,-1.96,84.51,103.76,96.85,17.33,12.42,90.3,91.56,76.05,,,80.45,,,80.45,,,15.86,"1,903",1.82,32.24,"70,400",-0.42,1.59
273,ENOV,Enovis Corporation,30.84,45.86,56.85,-0.8,-4.06,31.01,59.65,45.19,81.33,89.74,50.02,45.79,57.14,4.18,0.96,60.63,,,60.63,7.38,2.53,-0.29,445,2.3,-2.2,"8,807",-0.01,0.66
68,BILI,Bilibili Inc.,22.41,45.04,47.04,-0.1,-11.55,47.04,85.73,67.86,0.67,1.54,57.16,69.31,59.66,,,51.42,,,51.42,,,-12.61,"15,770",13.83,-10.02,"354,764",0.1,-6.84
30,BBAI,"BigBear.ai Holdings, Inc.",5.02,80.37,112.11,-0.53,-0.9,112.11,165.75,143.64,0.0,3.47,137.45,130.27,144.26,1.24,0.98,147.32,,,,,,-32.16,"54,959",55.85,196.93,"936,435",1.15,-5.08
86,BTU,Peabody Energy Corporation,16.78,54.29,60.05,-1.32,-10.09,41.56,69.59,60.09,34.67,49.83,60.38,56.0,83.3,9.74,,,,,,,,-23.25,"9,784",-37.07,-28.97,"270,387",2.86,-0.75
81,ABNB,"Airbnb, Inc.",127.59,36.2,38.73,0.98,-6.58,31.39,49.64,43.81,13.33,16.88,42.02,39.28,48.04,,11.28,22.8,,-35.72,22.8,,-35.72,-9.31,"18,664",-33.17,-0.42,"303,137",4.49,2.0
192,CRNC,Cerence Inc.,9.8,101.84,97.66,1.26,-1.55,90.76,216.02,154.6,21.33,14.02,143.69,154.27,87.84,,3.31,95.47,,16.56,,,,9.82,"5,743",205.64,221.56,"38,441",-0.24,3.28
208,CMPO,"CompoSecure, Inc.",18.98,67.97,45.29,-0.58,-2.84,34.28,49.42,44.97,35.33,53.77,47.28,45.3,47.24,,,48.56,,,,,,-1.96,"2,053",-1.2,9.09,"32,271",1.32,0.78
21,JD,"JD.com, Inc.",31.58,25.57,34.88,0.08,-7.33,34.88,62.28,50.13,0.67,1.4,42.98,50.36,48.27,,-9.87,48.45,,17.11,43.81,,,-13.4,"198,469",45.84,173.83,"1,429,585",3.87,4.44
47,CVX,Chevron Corporation,161.83,16.06,25.14,-0.67,-18.14,18.91,32.31,27.85,32.0,29.47,26.93,24.91,21.99,10.22,-10.52,20.4,-4.25,-2.77,20.94,-1.75,-0.23,3.15,"41,488",48.45,117.57,"634,471",1.4,-0.89
52,JBLU,JetBlue Airways Corporation,5.49,56.24,67.11,-3.31,-12.06,67.11,94.05,84.24,0.0,0.45,78.41,76.37,157.03,,80.47,154.28,,,,,,-89.92,"44,178",431.69,578.93,"539,116",0.65,-2.5
38,TEVA,Teva Pharmaceutical Industries Limited,18.75,39.07,43.85,0.16,-3.82,43.85,63.19,52.04,0.0,6.15,52.54,47.11,56.02,6.52,-8.59,40.02,,,,,,-12.17,"42,358",48.41,286.62,"755,977",2.69,2.15
278,GTLS,"Chart Industries, Inc.",199.09,42.92,54.38,0.06,-15.12,41.0,72.85,62.77,18.0,21.03,60.78,56.29,43.09,-13.8,-14.26,71.73,,,,,,11.29,"2,947",13.83,65.75,"8,251",9.23,12.21
20,BABA,Alibaba Group Holding Limited,138.55,47.28,42.92,-2.18,-5.27,41.58,56.82,50.49,2.67,5.59,49.39,48.06,42.65,-11.18,-15.32,43.06,3.93,-16.31,,,,0.27,"487,311",-36.6,389.15,"1,447,461",11.43,13.44
281,HRTG,"Heritage Insurance Holdings, Inc.",23.38,59.48,62.49,0.41,-1.73,46.38,78.71,60.79,56.67,57.55,57.14,67.94,126.48,27.42,100.79,127.09,,,,,,-63.99,319,37.5,32.37,"7,454",-0.25,-0.08
241,HAE,Haemonetics Corporation,53.54,93.86,58.1,-0.31,-1.04,30.14,59.07,41.28,91.33,98.74,50.91,46.73,61.03,-12.44,,31.21,,,,,,-2.93,"1,323",-13.7,-14.31,"17,009",2.37,5.8
248,GCI,"Gannett Co., Inc.",4.04,47.73,54.95,0.21,-4.67,49.64,65.46,60.08,6.67,5.36,54.98,59.96,56.31,16.43,,54.75,,,,,,-1.36,880,10.14,28.09,"14,613",0.0,-0.29
221,RNG,"RingCentral, Inc.",30.3,85.98,57.76,-0.02,-3.5,39.07,60.78,45.42,87.33,98.24,51.46,49.56,136.43,146.79,48.0,108.98,,,,,,-78.67,"2,429",6.21,5.06,"24,807",1.15,0.56
11,MARA,"Marathon Digital Holdings, Inc.",16.06,55.86,72.14,-0.74,-3.2,72.14,108.01,92.21,0.0,0.9,80.27,88.18,106.56,,,110.4,,,,,,-34.42,"191,534",-0.18,105.0,"2,425,741",4.73,-2.7
76,PCT,"PureCycle Technologies, Inc.",13.7,58.58,80.01,-0.32,-3.85,70.64,101.07,84.21,28.0,29.32,79.68,90.8,79.61,,-38.75,78.26,,-38.28,,,,0.4,"16,433",13.86,5.99,"324,328",1.38,1.42
206,BKNG,Booking Holdings Inc.,5505.55,19.3,26.99,0.34,-6.39,23.69,34.82,30.22,21.33,19.26,28.71,26.81,270.0,,372.21,215.41,,628.25,,,,-243.01,"9,201",0.63,2.07,"32,624",2.71,0.82
198,SPHR,Sphere Entertainment Co.,45.99,47.8,57.48,-0.38,-9.17,38.3,67.64,57.58,34.0,49.63,56.79,53.77,60.38,1.97,-7.21,77.51,37.41,-16.84,,,,-2.89,"3,382",-30.85,-24.99,"35,838",2.3,3.9
107,ENVX,Enovix Corporation,9.38,74.65,86.14,-1.06,-4.4,82.01,97.67,91.3,10.67,10.2,89.8,89.97,111.3,,-7.76,103.32,,13.69,,,,-25.16,"22,969",-0.27,-20.11,"165,028",6.4,43.39
313,MITK,"MITEK Systems, Inc.",9.87,37.83,40.04,1.29,-4.64,39.48,51.54,43.91,6.67,8.42,43.58,41.32,58.12,,17.91,50.74,,,,,,-18.09,432,132.26,138.67,"3,325",-0.03,0.0
24,COIN,"Coinbase Global, Inc.",303.56,65.88,76.88,0.1,-2.06,74.22,97.63,84.99,5.33,10.33,76.43,84.1,64.01,,1.05,68.55,,31.36,,,,12.87,"148,718",-25.79,65.5,"1,242,089",8.71,-2.7
152,CSIQ,Canadian Solar Inc.,9.99,82.7,89.49,-1.97,-1.93,61.99,92.35,82.75,95.33,86.75,79.64,82.77,91.29,,-4.83,,,,,,,-1.8,"8,621",-37.05,63.43,"76,877",2.61,10.76
35,RIG,Transocean Ltd.,3.06,56.64,61.58,-1.67,-19.93,45.39,79.95,66.84,31.33,34.41,66.8,62.74,69.8,5.75,,84.58,40.13,,,,,-8.22,"16,034",16.51,3.29,"821,036",0.23,0.79
26,BA,Boeing Company (The),237.38,26.49,35.78,0.54,-17.32,29.1,47.78,41.2,32.67,22.27,38.88,37.73,31.18,-37.36,,31.14,-3.68,,31.32,-3.12,,4.6,"81,000",28.69,71.95,"1,024,122",1.04,-2.28
102,MTCH,"Match Group, Inc.",36.98,39.37,36.89,-0.35,-4.66,35.63,47.68,40.77,7.33,13.6,37.93,39.67,40.23,,15.86,36.95,,2.6,37.62,,4.45,-3.33,"7,289",-68.16,172.38,"186,621",11.2,9.63
227,ASRT,"Assertio Holdings, Inc.",0.79,56.44,49.38,-3.79,-6.99,49.38,64.61,55.04,0.67,10.45,50.41,56.76,161.41,,,80.22,,,,,,-112.03,259,-2.63,48.0,"21,107",0.37,0.61
230,CAMT,Camtek Ltd.,78.46,51.25,56.35,0.49,-7.67,56.35,72.39,64.87,0.0,2.95,61.29,60.96,49.48,,-3.92,57.39,,15.88,,,,6.87,"1,053",-9.07,-12.54,"20,295",0.07,0.46
354,ALRM,"Alarm.com Holdings, Inc.",57.43,28.99,29.4,0.68,-5.06,25.57,31.2,29.44,36.67,48.51,27.69,29.52,42.18,,19.97,28.26,,,28.26,,-12.18,-12.78,73,1.39,-2.67,446,-7.47,-6.89
366,MDRX,Veradigm Inc.,,,,,,,,,,,,,,,,,,,,,,,N/A,,,N/A,,
79,ABBV,AbbVie Inc.,211.92,16.09,25.01,-6.45,-15.08,25.01,33.0,30.08,0.67,0.01,26.23,28.19,25.44,36.19,-37.98,23.07,-18.2,-6.85,25.3,-10.3,2.15,-0.43,"12,889",-5.2,42.39,"309,230",0.95,-0.36
297,RPAY,Repay Holdings Corporation,5.67,45.59,61.59,0.71,-1.95,33.92,66.76,54.03,54.0,74.32,54.33,50.34,61.85,,,61.09,,,,,,-0.26,"1,168",-51.78,607.88,"4,606",67.07,65.09
366,CABO,"Cable One, Inc.",,,,,,,,,,,,,,,,,,,,,,,N/A,,,N/A,,
117,SPOT,Spotify Technology S.A.,689.62,51.84,46.6,0.54,-5.89,32.91,54.95,48.77,27.33,35.8,48.88,44.98,42.28,-10.94,,46.21,5.76,,45.56,3.42,,4.32,"15,800",-14.05,-0.82,"143,674",3.94,-0.32
100,RTX,RTX Corporation,158.01,19.16,28.3,-0.29,-14.56,19.32,34.58,29.38,33.33,42.71,28.38,26.04,34.91,70.4,-6.39,41.2,86.96,24.69,,,,-6.62,"10,264",24.22,31.34,"198,996",0.8,0.37
236,REXR,"Rexford Industrial Realty, Inc.",40.28,29.09,29.53,-3.18,-14.0,25.34,35.51,32.35,16.67,17.13,31.14,30.72,44.0,41.91,30.33,37.59,,,37.59,,,-14.47,775,-0.13,-56.97,"18,495",0.23,5.25
353,AORT,"Artivion, Inc.",43.71,69.67,50.07,-0.51,-2.34,27.08,51.55,35.99,89.33,98.16,43.45,39.36,85.6,37.36,,,,,,,,-35.53,106,0.95,-6.19,525,0.0,0.19
1,TSLA,"Tesla, Inc.",329.36,43.22,65.69,-0.26,-4.43,65.69,81.76,75.52,0.67,1.93,70.13,70.11,55.5,1.02,,54.14,-14.43,,,,,10.18,"1,250,648",-10.65,33.55,"7,433,903",5.03,-4.16
3,SOFI,"SoFi Technologies, Inc.",24.91,52.57,56.13,0.1,-11.32,56.13,76.11,67.44,0.67,3.75,65.07,61.71,74.14,,28.03,71.43,,15.79,,,,-18.02,"338,465",14.38,78.73,"3,722,809",1.88,-1.06
301,PI,"Impinj, Inc.",185.74,79.25,74.54,-2.46,-11.65,48.27,85.17,73.3,34.0,53.81,74.2,68.59,85.36,,47.17,114.27,,,,,,-10.82,873,-5.72,0.46,"4,261",1.94,6.02
108,AR,Antero Resources Corporation,32.45,31.63,44.08,-1.41,-14.83,42.19,54.23,49.52,20.67,10.11,47.95,45.94,45.68,0.47,5.78,42.57,1.29,4.62,,,,-1.6,"8,454",23.78,10.64,"164,354",0.68,-0.55
266,MTH,Meritage Homes Corporation,76.28,45.19,42.06,-1.4,-6.79,32.77,45.35,38.9,76.0,81.27,40.27,38.64,39.97,32.75,,30.53,,,,,,2.08,"1,067",25.83,23.35,"10,927",0.13,0.36
267,EVH,Evotec SE,9.61,62.27,72.0,0.45,-0.13,52.99,114.94,80.16,63.33,36.46,64.58,87.23,76.9,1.16,,111.98,,,,,,-4.89,"2,172",-5.36,2.79,"10,822",1.16,1.58
317,VAC,Marriott Vacations Worldwide Corporation,77.18,42.63,50.74,-0.52,-10.6,36.83,59.26,51.0,34.0,48.72,49.46,47.02,47.0,-68.11,-27.52,,,,,,,3.74,636,-14.63,66.49,"2,890",13.56,14.46
105,LAC,Lithium Americas Corp.,2.83,65.84,61.48,-2.7,-3.54,57.25,76.18,63.16,34.88,34.69,60.45,69.2,77.58,-8.44,-16.97,107.11,5.74,4.53,,,,-16.1,"3,654",26.0,35.94,"174,020",0.22,1.33
101,HLF,Herbalife Ltd.,9.79,71.18,65.44,-2.28,-2.49,47.57,84.93,73.54,16.0,22.54,73.29,68.11,68.46,-11.84,,73.25,-12.63,,,,,-3.02,"6,629",-26.32,-10.64,"192,799",1.13,1.14
119,ZS,"Zscaler, Inc.",274.57,27.45,37.71,0.26,-11.28,34.51,49.03,42.98,20.0,12.77,41.02,44.36,71.05,,,46.01,,,46.01,,,-33.34,"100,185",539.96,1034.6,"132,894",4.39,3.51
351,IIIV,"i3 Verticals, Inc.",30.63,39.73,39.03,0.74,-1.44,32.03,40.57,36.28,82.67,91.27,36.89,36.01,34.55,,-27.58,,,,,,,4.48,47,0.0,-6.0,722,-0.69,-0.55
90,OKTA,"Okta, Inc.",89.5,34.65,46.53,1.27,-4.07,29.23,62.43,51.07,18.0,33.29,50.88,49.61,46.02,,,39.85,,,,,,0.51,"36,224",-52.7,-55.63,"242,750",9.5,-11.87
245,HTHT,H World Group Limited,36.78,31.7,31.02,-2.72,-13.14,31.02,51.49,40.41,0.0,2.86,35.03,41.69,23.07,,-58.67,36.07,,,36.07,,-48.52,7.94,317,-88.23,-87.67,"15,516",-0.63,-0.37
303,EEFT,"Euronet Worldwide, Inc.",91.23,30.63,35.09,0.23,-10.44,21.28,42.81,36.13,33.33,43.72,36.36,32.84,32.37,,5.97,33.14,,-2.9,33.14,,-2.9,2.72,647,29.92,44.74,"3,959",0.2,1.46
179,IONS,"Ionis Pharmaceuticals, Inc.",57.49,91.65,59.49,52.4,48.49,37.63,59.49,44.1,100.0,100.0,54.97,51.89,41.0,,,,,,,,,18.48,"13,352",361.53,191.02,"45,517",2.91,11.48
234,PSN,Parsons Corporation,80.66,19.55,28.83,0.49,-3.39,28.83,44.56,38.73,0.0,1.58,35.96,34.9,60.5,-2.29,42.37,48.99,,,,,,-31.66,"3,180",7.43,517.48,"18,608",15.47,16.18
285,HCI,"HCI Group, Inc.",169.56,32.33,31.31,0.73,-7.05,30.61,49.23,35.96,6.67,19.7,32.32,39.8,59.85,-21.25,30.32,67.31,0.58,33.28,,,,-28.55,"1,270",2.42,7.54,"6,592",-0.71,0.46
58,NCLH,Norwegian Cruise Line Holdings Ltd.,24.72,44.67,53.72,0.54,-11.91,41.61,63.78,55.48,35.33,41.74,54.29,51.26,91.76,25.44,,55.89,,,,,,-38.04,"17,790",20.18,28.76,"438,566",0.51,-2.06
188,SMTC,Semtech Corporation,57.76,62.03,64.18,-2.31,-13.41,64.18,116.49,98.22,0.67,1.86,93.19,85.45,64.45,,26.32,63.09,,,,,,-0.28,"2,909",-6.85,-8.72,"41,040",-0.1,0.4
59,SIRI,Sirius XM Holdings Inc.,23.11,45.62,40.3,-1.21,-8.37,40.3,55.2,47.55,0.0,2.7,44.82,47.75,38.7,,-50.87,42.55,,-12.6,41.99,,-13.74,1.59,"23,930",63.61,191.9,"432,331",1.1,-0.91
193,BMRN,BioMarin Pharmaceutical Inc.,59.09,28.62,30.21,-3.54,-15.82,23.29,39.35,33.54,25.33,24.06,32.12,35.68,37.45,,,,,,,,,-7.24,"1,370",-8.12,8.47,"37,546",0.98,1.77
251,CHRS,"Coherus BioSciences, Inc.",1.19,70.07,84.34,-0.23,-2.8,84.34,111.83,96.79,0.0,6.02,85.93,93.63,85.06,,,59.65,,,,,,-0.72,"1,587",11.37,85.4,"13,515",-5.7,-5.22
366,VATE,INNOVATE Corp.,,,,,,,,,,,,,,,,,,,,,,,N/A,,,N/A,,
123,CHGG,"Chegg, Inc.",1.36,119.69,107.22,0.83,-1.01,85.57,122.32,108.53,33.33,44.58,111.06,104.14,135.08,-14.35,-12.95,120.13,,,,,,-27.85,"5,692",47.46,70.47,"111,392",-3.27,-2.94
366,TPIC,"TPI Composites, Inc.",,,,,,,,,,,,,,,,,,,,,,,N/A,,,N/A,,
32,RKLB,Rocket Lab Corporation,49.31,55.07,76.64,0.31,-3.3,76.64,107.66,93.16,0.0,2.44,86.96,87.82,114.61,,-44.93,123.48,,,,,,-37.96,"118,435",5.11,20.24,"867,331",5.46,-6.03
268,RGEN,Repligen Corporation,120.69,44.79,52.15,-1.34,-6.54,46.0,61.39,55.53,19.33,23.64,52.49,51.92,49.14,,6.31,64.93,,22.3,41.8,,-21.26,3.01,"1,739",0.0,-0.17,"10,587",-0.03,0.05
91,SABR,Sabre Corporation,1.75,132.33,98.49,0.49,-3.17,57.34,104.24,78.71,88.0,93.94,86.54,81.05,98.37,,-18.82,70.42,,-61.61,,,,0.11,"11,162",1.41,-7.51,"231,449",0.15,0.56
23,CCL,Carnival Corporation & plc,31.16,33.8,48.54,0.94,-10.7,37.1,60.63,51.82,35.33,35.2,50.42,46.73,58.93,23.34,-9.88,74.76,,,,,,-10.4,"46,658",21.64,-3.55,"1,333,153",0.36,-0.47
260,NVMI,Nova Ltd.,237.16,53.24,55.96,5.36,-0.71,51.87,64.75,58.1,36.0,29.17,56.0,56.34,48.65,,11.56,50.58,,16.14,,,,7.3,"2,295",57.19,159.91,"11,591",0.14,5.49
349,IART,Integra LifeSciences Holdings Corporation,15.16,60.47,70.53,-1.02,-2.49,44.75,72.69,61.24,94.0,86.38,61.64,60.41,94.74,,,194.69,,,,,,-24.22,88,-26.67,-32.82,900,-0.77,0.78
316,CHEF,"Chefs' Warehouse, Inc. (The)",64.57,38.24,36.44,0.79,-5.13,27.55,41.1,36.14,35.33,53.68,36.32,34.78,36.23,,,39.66,,,,,,0.22,967,-9.63,-10.13,"2,964",-0.03,0.27
246,NBR,Nabors Industries Ltd.,37.08,79.7,83.28,-0.83,-12.36,52.83,95.5,77.95,44.0,63.44,80.85,74.98,84.55,-8.4,6.99,75.09,-12.13,3.54,71.79,-15.99,-1.0,-1.27,940,-5.53,1.51,"15,278",-0.32,2.0
299,FRT,Federal Realty Investment Trust,99.14,21.7,24.27,-1.86,-13.25,18.21,30.99,26.44,30.67,30.23,26.32,23.61,43.51,77.0,-8.17,19.24,8.92,-79.43,19.24,8.92,,-19.25,191,-13.96,21.66,"4,379",1.67,3.99
25,PLUG,Plug Power Inc.,1.48,69.08,120.62,-0.26,-0.81,90.26,122.31,106.8,80.0,91.96,106.82,106.03,122.35,,-20.23,150.93,,,,,,-1.72,"19,887",28.09,202.88,"1,051,139",0.48,-1.27
276,CMS,CMS Energy Corporation,71.16,15.14,17.23,0.15,-7.25,15.78,20.85,18.53,22.67,18.64,18.0,17.13,25.53,32.11,,23.6,,,23.6,12.89,,-8.3,"2,529",8.22,8.77,"8,459",0.26,0.56
261,TNDM,"Tandem Diabetes Care, Inc.",12.78,94.77,73.54,0.48,0.34,50.04,90.95,78.56,30.0,36.05,80.57,73.76,79.28,,-2.19,86.89,,8.29,,,,-5.74,"1,177",-16.05,-7.03,"11,552",2.16,4.26
148,CHTR,"Charter Communications, Inc.",264.42,66.84,49.58,-0.03,-3.46,32.83,52.19,40.8,82.0,95.42,43.06,42.32,45.22,,-2.76,53.21,,,,,,4.36,"19,523",-5.43,32.16,"81,762",3.45,2.76
176,MAXN,"Maxeon Solar Technologies, Ltd.",3.57,82.2,103.99,-0.68,-1.1,103.07,146.46,118.48,1.33,15.87,103.76,128.63,144.47,,,144.79,,,,,,-40.49,871,0.23,9.15,"50,266",0.0,0.2
171,GH,"Guardant Health, Inc.",66.51,63.85,55.88,-0.5,-1.24,53.19,74.17,66.46,2.0,4.02,63.99,62.37,61.26,,,85.72,,,,,,-5.39,"6,232",33.94,49.48,"58,523",0.16,3.03
357,KRG,"Knightscope, Inc.",22.6,27.37,25.63,-1.67,-10.01,19.72,30.3,26.69,32.0,36.89,27.31,24.55,42.27,2.26,19.86,29.55,-43.72,-48.93,7.62,-85.48,-86.82,-16.64,42,-28.81,31.25,364,8.33,8.33
95,GPRO,"GoPro, Inc.",1.49,163.04,110.78,0.23,-1.53,58.35,113.07,81.32,96.67,99.18,97.44,89.69,221.0,,4.58,,,,,,,-110.22,"6,595",-25.22,-57.85,"216,387",-0.41,-4.11
318,WK,Workiva Inc.,77.29,90.59,60.94,0.43,-3.55,39.56,64.01,48.82,86.0,95.08,56.14,50.32,71.79,53.64,73.87,40.7,,,,,,-10.85,286,17.21,-20.33,"2,843",0.18,4.71
