Rank,Ticker,Company Name,Latest Close,Realised Volatility 30d (%),Realised Volatility 100d (%),Realised Volatility 100d 1d (%),Realised Volatility 100d 1w (%),Min Realised Volatility 100d (2y),Max Realised Volatility 100d (2y),Mean Realised Volatility 100d (2y),Rvol 100d Percentile 2y (%),Rvol 100d Z-Score Percentile 2y (%),Realised Volatility 180d (%),Realised Volatility 252d (%),Weighted IV (%),Weighted IV 1d (%),Weighted IV 1w (%),Weighted IV 3m (%),Weighted IV 3m 1d (%),Weighted IV 3m 1w (%),ATM IV 3m (%),ATM IV 3m 1d (%),ATM IV 3m 1w (%),Rvol100d - Weighted IV,Volume,Volume 1d (%),Volume 1w (%),Open Interest,OI 1d (%),OI 1w (%),Num Contracts,Latest Close_Color,Realised Volatility 30d (%)_Color,Realised Volatility 100d (%)_Color,Realised Volatility 100d 1d (%)_Color,Realised Volatility 100d 1w (%)_Color,Min Realised Volatility 100d (2y)_Color,Max Realised Volatility 100d (2y)_Color,Mean Realised Volatility 100d (2y)_Color,Rvol 100d Percentile 2y (%)_Color,Rvol 100d Z-Score Percentile 2y (%)_Color,Realised Volatility 180d (%)_Color,Realised Volatility 252d (%)_Color,Weighted IV (%)_Color,Weighted IV 1d (%)_Color,Weighted IV 1w (%)_Color,Weighted IV 3m (%)_Color,Weighted IV 3m 1d (%)_Color,Weighted IV 3m 1w (%)_Color,ATM IV 3m (%)_Color,ATM IV 3m 1d (%)_Color,ATM IV 3m 1w (%)_Color,Rvol100d - Weighted IV_Color,Volume_Color,Volume 1d (%)_Color,Volume 1w (%)_Color,Open Interest_Color,OI 1d (%)_Color,OI 1w (%)_Color,Num Contracts_Color
221,NEO,NeoGames S.A.,7.86,102.09,96.61,0.5,-0.15,40.89,107.12,66.49,85.54,93.32,93.09,81.77,76.69,-1.41,15.66,74.97,2.58,,60.35,-2.12,-4.32,19.92,"3,074",2.95,-30.2,"27,334",0.66,0.5,49,#FFFFFF,#FFFFFF,#FFFFFF,#10B981,#F87171,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#F87171,#10B981,#FFFFFF,#10B981,#FFFFFF,#FFFFFF,#F87171,#F87171,#10B981,#FFFFFF,#10B981,#F87171,#FFFFFF,#10B981,#10B981,#FFFFFF
193,MODG,Topgolf Callaway Brands Corp.,9.13,76.4,70.35,0.5,0.81,30.85,78.0,53.64,85.54,92.6,68.13,63.14,65.54,2.84,1.14,72.47,,,68.11,11.06,7.3,4.81,888,18.24,30.78,"41,864",0.58,1.74,36,#FFFFFF,#FFFFFF,#FFFFFF,#10B981,#10B981,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#10B981,#10B981,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#10B981,#10B981,#10B981,#FFFFFF,#10B981,#10B981,#FFFFFF,#10B981,#10B981,#FFFFFF
291,SPB,"Spectrum Brands, Inc.",55.97,41.35,38.13,0.5,-0.05,21.17,42.99,30.71,85.29,92.11,36.64,33.3,50.92,2.44,6.9,,,,,,,-12.79,778,-0.13,1.04,"6,736",0.0,0.27,30,#FFFFFF,#FFFFFF,#FFFFFF,#10B981,#F87171,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#10B981,#10B981,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#F87171,#FFFFFF,#F87171,#10B981,#FFFFFF,#FFFFFF,#10B981,#FFFFFF
184,WIX,Wix.com Ltd.,167.04,59.28,51.76,0.5,3.39,27.62,54.89,43.1,84.79,87.71,49.45,47.71,57.94,-25.64,8.07,61.09,-9.09,,51.33,-44.97,9.45,-6.18,"7,091",-49.36,36.81,"48,600",11.05,37.96,218,#FFFFFF,#FFFFFF,#FFFFFF,#10B981,#10B981,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#F87171,#10B981,#FFFFFF,#F87171,#FFFFFF,#FFFFFF,#F87171,#10B981,#F87171,#FFFFFF,#F87171,#10B981,#FFFFFF,#10B981,#10B981,#FFFFFF
137,DOCN,"DigitalOcean Holdings, Inc.",34.32,97.11,68.39,0.5,-1.23,43.33,78.93,55.49,84.54,92.26,67.9,63.1,57.26,-5.91,2.64,62.88,-4.93,,57.57,4.17,3.8,11.13,"4,855",-21.41,99.47,"97,021",0.62,2.62,124,#FFFFFF,#FFFFFF,#FFFFFF,#10B981,#F87171,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#F87171,#10B981,#FFFFFF,#F87171,#FFFFFF,#FFFFFF,#10B981,#10B981,#10B981,#FFFFFF,#F87171,#10B981,#FFFFFF,#10B981,#10B981,#FFFFFF
75,CFLT,"Confluent, Inc.",19.96,125.0,82.06,0.5,0.46,45.6,112.52,68.71,84.29,78.23,79.86,72.75,62.97,-0.16,4.94,67.37,,,64.48,-3.96,-0.61,19.09,"19,600",25.46,24.44,"345,534",0.71,3.68,230,#FFFFFF,#FFFFFF,#FFFFFF,#10B981,#10B981,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#F87171,#10B981,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#F87171,#F87171,#10B981,#FFFFFF,#10B981,#10B981,#FFFFFF,#10B981,#10B981,#FFFFFF
8,LCID,"Lucid Group, Inc.",19.39,73.3,82.83,0.5,4.56,64.68,86.69,77.97,84.29,84.73,80.59,77.98,100.95,4.78,-70.22,97.5,-0.5,,66.84,-0.06,,-18.12,"121,796",-18.59,26.87,"3,066,127",0.83,-2.26,279,#FFFFFF,#FFFFFF,#FFFFFF,#10B981,#10B981,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#10B981,#F87171,#FFFFFF,#F87171,#FFFFFF,#FFFFFF,#F87171,#FFFFFF,#F87171,#FFFFFF,#F87171,#10B981,#FFFFFF,#10B981,#F87171,#FFFFFF
120,CHGG,"Chegg, Inc.",1.55,110.27,110.13,0.5,0.71,39.21,122.32,87.8,84.04,84.77,112.7,105.88,140.64,2.24,-3.97,133.41,4.72,,125.78,3.7,-6.48,-30.51,"13,612",-3.54,103.19,"126,500",0.26,10.04,49,#FFFFFF,#FFFFFF,#FFFFFF,#10B981,#10B981,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#10B981,#F87171,#FFFFFF,#10B981,#FFFFFF,#FFFFFF,#10B981,#F87171,#F87171,#FFFFFF,#F87171,#10B981,#FFFFFF,#10B981,#10B981,#FFFFFF
338,NSIT,"Insight Enterprises, Inc.",126.74,66.54,42.3,0.5,-0.3,20.35,46.38,33.25,84.04,90.48,38.56,38.44,50.82,1.13,4.12,55.49,-4.27,,35.72,-2.3,-16.16,-8.52,685,0.0,1.18,"1,428",0.0,91.16,21,#FFFFFF,#FFFFFF,#FFFFFF,#10B981,#F87171,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#10B981,#10B981,#FFFFFF,#F87171,#FFFFFF,#FFFFFF,#F87171,#F87171,#F87171,#FFFFFF,#FFFFFF,#10B981,#FFFFFF,#FFFFFF,#10B981,#FFFFFF
352,IIIV,"i3 Verticals, Inc.",31.04,41.92,38.28,0.5,-0.12,32.03,40.57,36.43,83.04,84.6,36.96,36.09,57.13,3.4,9.63,,,,,,,-18.84,33,0.0,-25.0,730,0.0,0.41,14,#FFFFFF,#FFFFFF,#FFFFFF,#10B981,#F87171,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#10B981,#10B981,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#F87171,#FFFFFF,#FFFFFF,#F87171,#FFFFFF,#FFFFFF,#10B981,#FFFFFF
167,BOX,"Box, Inc.",33.55,22.66,31.88,0.5,0.71,22.03,35.14,28.62,82.79,82.1,28.86,27.62,34.86,-6.59,4.46,31.96,-4.82,,32.49,24.03,7.28,-2.98,"3,053",1.03,-46.65,"64,615",-0.14,7.57,106,#FFFFFF,#FFFFFF,#FFFFFF,#10B981,#10B981,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#F87171,#10B981,#FFFFFF,#F87171,#FFFFFF,#FFFFFF,#10B981,#10B981,#F87171,#FFFFFF,#10B981,#F87171,#FFFFFF,#F87171,#10B981,#FFFFFF
265,DVAX,Dynavax Technologies Corporation,9.92,36.6,40.53,0.5,-4.68,26.1,44.08,33.55,81.8,90.9,36.78,36.75,84.34,0.58,19.66,88.82,-19.02,,22.96,-79.48,-29.8,-43.81,"3,328",0.91,-1.97,"12,141",0.92,18.76,40,#FFFFFF,#FFFFFF,#FFFFFF,#10B981,#F87171,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#10B981,#10B981,#FFFFFF,#F87171,#FFFFFF,#FFFFFF,#F87171,#F87171,#F87171,#FFFFFF,#10B981,#F87171,#FFFFFF,#10B981,#10B981,#FFFFFF
57,PEP,"PepsiCo, Inc.",143.1,21.68,23.7,0.5,1.08,14.34,25.59,18.86,81.55,91.38,24.0,21.76,26.51,-5.18,-16.41,25.81,,,24.33,19.33,19.04,-2.82,"28,455",-15.97,-7.66,"509,279",0.9,-1.14,376,#FFFFFF,#FFFFFF,#FFFFFF,#10B981,#10B981,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#F87171,#F87171,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#10B981,#10B981,#F87171,#FFFFFF,#F87171,#F87171,#FFFFFF,#10B981,#F87171,#FFFFFF
143,CYTK,"Cytokinetics, Incorporated",51.5,109.17,72.98,0.5,0.98,33.67,120.93,62.94,80.3,64.08,66.41,59.71,79.02,17.3,0.34,64.26,,,46.53,-6.4,3.97,-6.04,"2,808",-2.77,-50.99,"91,646",0.51,4.88,91,#FFFFFF,#FFFFFF,#FFFFFF,#10B981,#10B981,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#10B981,#10B981,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#F87171,#10B981,#F87171,#FFFFFF,#F87171,#F87171,#FFFFFF,#10B981,#10B981,#FFFFFF
337,TTGT,"TechTarget, Inc.",5.92,63.02,80.71,0.5,-1.99,28.62,99.25,57.36,80.05,86.78,79.65,76.14,205.11,-1.65,0.14,113.51,0.62,,,,,-124.39,235,0.0,0.0,"1,447",0.0,1.05,10,#FFFFFF,#FFFFFF,#FFFFFF,#10B981,#F87171,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#F87171,#10B981,#FFFFFF,#10B981,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#F87171,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#10B981,#FFFFFF
58,KHC,Kraft Heinz Company (The),26.67,32.25,26.29,0.5,-0.18,17.27,28.16,21.94,80.05,90.5,27.29,24.84,32.85,5.93,-2.02,28.95,,,26.21,-0.41,2.61,-6.56,"41,361",126.85,-20.95,"470,285",1.03,5.55,198,#FFFFFF,#FFFFFF,#FFFFFF,#10B981,#F87171,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#10B981,#F87171,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#F87171,#10B981,#F87171,#FFFFFF,#10B981,#F87171,#FFFFFF,#10B981,#10B981,#FFFFFF
237,HALO,"Halozyme Therapeutics, Inc.",76.07,18.13,59.07,0.5,-0.85,28.16,61.22,43.7,79.8,91.57,47.94,51.05,58.18,23.57,29.59,47.93,11.13,,37.47,-1.41,0.55,0.89,"1,110",20.26,-35.84,"19,568",0.65,3.6,53,#FFFFFF,#FFFFFF,#FFFFFF,#10B981,#F87171,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#10B981,#10B981,#FFFFFF,#10B981,#FFFFFF,#FFFFFF,#F87171,#10B981,#10B981,#FFFFFF,#10B981,#F87171,#FFFFFF,#10B981,#10B981,#FFFFFF
340,LIVN,LivaNova PLC,58.72,42.89,47.53,0.5,-1.73,25.47,56.23,40.84,78.8,78.44,47.45,42.37,57.8,5.25,-0.54,71.03,-6.27,,42.28,45.09,7.19,-10.27,244,-19.47,-16.72,"1,286",0.0,14.72,29,#FFFFFF,#FFFFFF,#FFFFFF,#10B981,#F87171,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#10B981,#F87171,#FFFFFF,#F87171,#FFFFFF,#FFFFFF,#10B981,#10B981,#F87171,#FFFFFF,#F87171,#F87171,#FFFFFF,#FFFFFF,#10B981,#FFFFFF
367,FARO,"FARO Technologies, Inc.",43.99,9.21,68.27,0.5,0.5,32.21,82.41,54.64,78.2,81.49,72.71,65.03,,,,,,,,,,,N/A,,,N/A,,,N/A,#FFFFFF,#FFFFFF,#FFFFFF,#10B981,#10B981,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF
28,PLUG,Plug Power Inc.,1.41,67.71,118.72,0.5,-0.59,75.41,138.95,102.94,78.05,82.76,106.81,105.83,120.1,-1.72,2.45,120.64,1.63,,86.05,-12.35,-11.97,-1.38,"24,873",73.83,42.88,"1,066,389",0.33,0.73,85,#FFFFFF,#FFFFFF,#FFFFFF,#10B981,#F87171,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#F87171,#10B981,#FFFFFF,#10B981,#FFFFFF,#FFFFFF,#F87171,#F87171,#F87171,#FFFFFF,#10B981,#10B981,#FFFFFF,#10B981,#10B981,#FFFFFF
271,SKIN,The Beauty Health Company,2.44,94.58,129.09,0.5,0.82,69.0,197.22,108.93,78.05,71.4,113.21,105.2,124.16,3.38,-2.93,116.5,,,,,,4.93,"1,139",466.67,590.3,"11,084",0.33,0.64,16,#FFFFFF,#FFFFFF,#FFFFFF,#10B981,#10B981,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#10B981,#F87171,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#10B981,#FFFFFF,#10B981,#10B981,#FFFFFF,#10B981,#10B981,#FFFFFF
134,ARRY,"Array Technologies, Inc.",7.92,99.09,93.03,0.5,0.92,54.52,96.62,79.74,77.56,83.82,89.86,91.07,82.82,-5.49,-4.55,,,,,,,10.21,"1,476",-86.0,-53.14,"98,410",-5.57,-8.38,54,#FFFFFF,#FFFFFF,#FFFFFF,#10B981,#10B981,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#F87171,#F87171,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#10B981,#FFFFFF,#F87171,#F87171,#FFFFFF,#F87171,#F87171,#FFFFFF
277,RPAY,Repay Holdings Corporation,5.96,43.66,53.5,0.5,-11.25,32.54,66.76,45.91,77.06,77.62,54.17,50.44,86.61,-32.43,25.49,56.65,-5.51,,,,,-33.11,"2,061",-47.84,76.76,"9,368",-0.2,103.3,8,#FFFFFF,#FFFFFF,#FFFFFF,#10B981,#F87171,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#F87171,#10B981,#FFFFFF,#F87171,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#F87171,#FFFFFF,#F87171,#10B981,#FFFFFF,#F87171,#10B981,#FFFFFF
186,PRGS,Progress Software Corporation,42.91,31.86,34.98,0.5,0.43,18.24,40.36,29.08,76.31,84.48,36.68,34.8,53.85,5.42,15.81,48.95,-2.52,,48.89,3.1,8.5,-18.88,"2,433",1.76,32.81,"47,157",0.86,8.49,69,#FFFFFF,#FFFFFF,#FFFFFF,#10B981,#10B981,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#10B981,#10B981,#FFFFFF,#F87171,#FFFFFF,#FFFFFF,#10B981,#10B981,#F87171,#FFFFFF,#10B981,#10B981,#FFFFFF,#10B981,#10B981,#FFFFFF
313,BHR,Braemar Hotels & Resorts,2.91,74.4,63.4,0.5,-1.23,45.53,73.09,58.68,76.31,73.54,59.11,55.85,98.92,38.51,18.52,,,,,,,-35.52,159,0.63,-39.31,"3,697",0.49,5.69,7,#FFFFFF,#FFFFFF,#FFFFFF,#10B981,#F87171,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#10B981,#10B981,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#F87171,#FFFFFF,#10B981,#F87171,#FFFFFF,#10B981,#10B981,#FFFFFF
213,ATI,ATI Inc.,74.88,64.24,49.95,0.5,-0.29,32.34,63.03,42.6,76.06,79.69,52.27,47.97,52.41,-1.91,2.08,,,,,,,-2.46,"3,635",-2.36,-23.18,"31,968",1.21,5.15,138,#FFFFFF,#FFFFFF,#FFFFFF,#10B981,#F87171,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#F87171,#10B981,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#F87171,#FFFFFF,#F87171,#F87171,#FFFFFF,#10B981,#10B981,#FFFFFF
121,GPN,Global Payments Inc.,86.91,39.0,46.08,0.5,-3.39,22.57,55.55,34.57,75.81,86.79,44.51,41.23,41.7,-4.23,7.04,41.54,,,36.51,0.33,-6.84,4.37,"3,428",-0.38,-73.41,"121,820",0.04,7.95,155,#FFFFFF,#FFFFFF,#FFFFFF,#10B981,#F87171,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#F87171,#10B981,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#10B981,#F87171,#10B981,#FFFFFF,#F87171,#F87171,#FFFFFF,#10B981,#10B981,#FFFFFF
306,HLX,"Helix Energy Solutions Group, Inc.",6.09,40.68,49.68,0.5,-2.31,32.72,63.53,44.09,74.81,74.18,53.65,50.0,74.83,-4.31,24.11,53.89,-1.96,,47.54,13.85,5.72,-25.15,377,3.57,-13.93,"4,433",0.07,0.75,23,#FFFFFF,#FFFFFF,#FFFFFF,#10B981,#F87171,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#F87171,#10B981,#FFFFFF,#F87171,#FFFFFF,#FFFFFF,#10B981,#10B981,#F87171,#FFFFFF,#10B981,#F87171,#FFFFFF,#10B981,#10B981,#FFFFFF
351,VREX,Varex Imaging Corporation,11.59,73.74,69.93,0.5,-2.66,24.89,86.62,51.23,74.81,83.44,73.39,67.54,106.44,-6.18,-1.28,117.7,-4.26,,,,,-36.51,213,0.0,4.93,884,0.0,-0.23,17,#FFFFFF,#FFFFFF,#FFFFFF,#10B981,#F87171,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#F87171,#F87171,#FFFFFF,#F87171,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#F87171,#FFFFFF,#FFFFFF,#10B981,#FFFFFF,#FFFFFF,#F87171,#FFFFFF
233,WGO,"Winnebago Industries, Inc.",35.24,45.71,47.05,0.5,-1.81,28.16,59.79,41.26,74.56,72.65,52.49,49.11,64.32,6.48,6.58,62.45,0.29,,52.91,-5.74,-3.97,-17.27,"1,241",16.85,52.83,"21,110",0.61,0.5,82,#FFFFFF,#FFFFFF,#FFFFFF,#10B981,#F87171,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#10B981,#10B981,#FFFFFF,#10B981,#FFFFFF,#FFFFFF,#F87171,#F87171,#F87171,#FFFFFF,#10B981,#10B981,#FFFFFF,#10B981,#10B981,#FFFFFF
205,VERI,"Veritone, Inc.",3.84,164.08,126.67,0.5,14.62,80.0,152.72,116.57,74.56,70.15,119.69,115.85,128.77,4.4,12.25,122.78,,,117.22,-6.29,-0.85,-2.1,"9,105",-45.94,646.92,"35,483",12.28,17.5,16,#FFFFFF,#FFFFFF,#FFFFFF,#10B981,#10B981,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#10B981,#10B981,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#F87171,#F87171,#F87171,#FFFFFF,#F87171,#10B981,#FFFFFF,#10B981,#10B981,#FFFFFF
246,NBR,Nabors Industries Ltd.,40.25,76.9,74.81,0.5,-4.96,44.14,95.5,64.37,74.31,74.45,81.2,74.97,93.56,2.35,6.2,98.1,-3.66,,90.93,0.57,13.44,-18.75,"1,159",-29.37,1.22,"16,401",3.88,6.92,86,#FFFFFF,#FFFFFF,#FFFFFF,#10B981,#F87171,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#10B981,#10B981,#FFFFFF,#F87171,#FFFFFF,#FFFFFF,#10B981,#10B981,#F87171,#FFFFFF,#F87171,#10B981,#FFFFFF,#10B981,#10B981,#FFFFFF
324,IRWD,"Ironwood Pharmaceuticals, Inc.",1.11,102.44,110.32,0.5,-11.75,37.64,140.93,97.14,74.31,72.64,121.59,109.86,249.41,32.71,43.49,217.24,,,,,,-139.1,404,30.32,405.0,"2,743",0.29,1.97,11,#FFFFFF,#FFFFFF,#FFFFFF,#10B981,#F87171,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#10B981,#10B981,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#F87171,#FFFFFF,#10B981,#10B981,#FFFFFF,#10B981,#10B981,#FFFFFF
101,RTX,RTX Corporation,151.75,14.13,26.86,0.5,1.73,11.92,34.58,22.17,74.06,74.81,28.52,26.06,32.24,0.81,7.02,28.42,,,25.15,10.39,8.33,-5.37,"14,338",-7.92,36.57,"208,876",2.41,3.44,338,#FFFFFF,#FFFFFF,#FFFFFF,#10B981,#10B981,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#10B981,#10B981,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#10B981,#10B981,#F87171,#FFFFFF,#F87171,#10B981,#FFFFFF,#10B981,#10B981,#FFFFFF
200,NOG,"Northern Oil and Gas, Inc.",24.76,49.11,46.78,0.5,-7.75,24.98,67.76,40.98,73.82,65.75,56.14,51.41,60.33,1.5,7.31,56.88,5.94,,47.85,25.67,27.37,-13.56,"2,744",4.14,0.33,"37,665",0.66,2.42,152,#FFFFFF,#FFFFFF,#FFFFFF,#10B981,#F87171,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#10B981,#10B981,#FFFFFF,#10B981,#FFFFFF,#FFFFFF,#10B981,#10B981,#F87171,#FFFFFF,#10B981,#10B981,#FFFFFF,#10B981,#10B981,#FFFFFF
44,MRK,"Merck & Co., Inc.",84.61,24.16,28.28,0.5,-4.57,15.39,34.66,24.06,73.82,76.21,29.87,27.23,34.16,0.12,4.05,33.43,2.53,,33.24,19.41,21.49,-5.89,"32,939",39.21,23.92,"716,286",0.57,4.19,390,#FFFFFF,#FFFFFF,#FFFFFF,#10B981,#F87171,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#10B981,#10B981,#FFFFFF,#10B981,#FFFFFF,#FFFFFF,#10B981,#10B981,#F87171,#FFFFFF,#10B981,#10B981,#FFFFFF,#10B981,#10B981,#FFFFFF
236,HUBS,"HubSpot, Inc.",502.29,44.98,43.27,0.5,-0.45,30.29,53.04,40.26,73.82,66.86,46.01,42.88,52.69,2.09,3.54,57.33,4.41,,43.7,-2.97,-2.69,-9.42,"3,837",-2.04,2.43,"19,865",0.31,5.35,334,#FFFFFF,#FFFFFF,#FFFFFF,#10B981,#F87171,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#10B981,#10B981,#FFFFFF,#10B981,#FFFFFF,#FFFFFF,#F87171,#F87171,#F87171,#FFFFFF,#F87171,#10B981,#FFFFFF,#10B981,#10B981,#FFFFFF
89,MCHP,Microchip Technology Incorporated,64.76,38.22,46.91,0.5,-10.18,29.67,79.08,47.51,73.82,48.62,63.04,57.32,47.95,-1.84,-13.25,45.78,-1.84,,43.39,-2.21,3.52,-1.04,"23,576",3.97,-47.21,"271,429",-0.04,-4.26,382,#FFFFFF,#FFFFFF,#FFFFFF,#10B981,#F87171,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#F87171,#F87171,#FFFFFF,#F87171,#FFFFFF,#FFFFFF,#F87171,#10B981,#F87171,#FFFFFF,#10B981,#F87171,#FFFFFF,#F87171,#F87171,#FFFFFF
153,NRG,"NRG Energy, Inc.",152.26,51.34,53.78,0.5,-0.49,21.36,70.82,43.45,73.82,75.95,58.73,53.56,55.69,24.81,10.22,51.09,11.59,,43.79,-0.54,3.81,-1.91,"11,329",3.01,119.6,"80,021",8.29,10.49,310,#FFFFFF,#FFFFFF,#FFFFFF,#10B981,#F87171,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#10B981,#10B981,#FFFFFF,#10B981,#FFFFFF,#FFFFFF,#F87171,#10B981,#F87171,#FFFFFF,#10B981,#10B981,#FFFFFF,#10B981,#10B981,#FFFFFF
