Rank,Ticker,Company Name,Latest Close,Realised Volatility 30d (%),Realised Volatility 100d (%),Realised Volatility 100d 1d (%),Realised Volatility 100d 1w (%),Min Realised Volatility 100d (2y),Max Realised Volatility 100d (2y),Mean Realised Volatility 100d (2y),Rvol 100d Percentile 2y (%),Rvol 100d Z-Score Percentile 2y (%),Realised Volatility 180d (%),Realised Volatility 252d (%),Weighted IV (%),Weighted IV 1d (%),Weighted IV 1w (%),Weighted IV 3m (%),Weighted IV 3m 1d (%),Weighted IV 3m 1w (%),ATM IV 3m (%),ATM IV 3m 1d (%),ATM IV 3m 1w (%),Rvol100d - Weighted IV,Volume,Volume 1d (%),Volume 1w (%),Open Interest,OI 1d (%),OI 1w (%),Num Contracts
116,SPOT,Spotify Technology S.A.,703.1,30.44,42.59,0.5,-1.68,26.45,54.95,40.52,66.75,60.12,48.44,44.77,56.51,25.21,11.04,58.27,18.56,12.74,46.01,8.77,5.67,-13.92,"14,318",-19.6,-9.96,"156,231",2.73,6.06,"1,116"
342,ECPG,"Encore Capital Group, Inc.",44.74,33.84,47.73,0.5,-0.37,24.41,73.07,44.52,66.5,59.02,57.53,50.71,99.28,10.38,-28.8,80.65,14.16,24.19,36.79,-10.15,64.53,-51.55,265,3.52,15.72,"1,297",2.77,10.01,30
303,PI,"Impinj, Inc.",190.81,52.12,63.45,0.5,1.73,45.57,85.17,62.93,66.25,51.69,74.71,68.48,107.84,60.11,54.91,82.67,10.89,10.68,67.56,14.05,15.21,-44.4,"1,096",-1.97,-4.03,"5,070",0.56,6.11,145
230,TWO,Two Harbors Investment Corp.,10.1,27.31,28.43,0.5,-2.87,17.59,39.39,26.0,66.25,65.98,29.7,27.67,568.1,-19.99,637.53,800.25,-2.2,1321.98,,,,-539.67,"1,395",-3.86,50.97,"22,055",-0.13,0.86,48
75,ON,ON Semiconductor Corporation,48.11,59.39,55.82,0.5,-0.28,39.87,73.75,53.26,66.0,59.42,62.61,56.64,68.63,9.48,17.86,,,,,,,-12.82,"11,276",-16.36,-40.74,"352,834",1.61,5.85,333
199,FRPT,"FarPointe Data, Inc.",52.47,54.57,48.09,0.5,1.9,29.01,65.14,43.33,66.0,65.81,57.16,51.58,84.36,1.42,22.53,79.03,1.58,9.71,61.34,-5.71,-5.8,-36.27,"6,106",72.58,52.42,"39,489",0.36,3.2,199
154,CSIQ,Canadian Solar Inc.,12.01,95.72,84.33,0.5,1.0,49.04,92.35,74.22,65.25,77.85,80.85,83.56,81.51,-1.5,2.88,,,,,,,2.82,"7,541",-9.61,5.16,"81,691",1.72,2.31,134
20,BABA,Alibaba Group Holding Limited,158.04,53.88,43.03,0.5,1.11,31.42,56.82,41.79,63.75,56.36,50.62,49.14,127.2,6.43,126.53,116.3,-5.98,119.34,14.12,-8.84,-66.85,-84.17,"381,367",11.8,-15.44,"1,797,965",3.75,11.49,812
311,GBX,"Greenbrier Companies, Inc. (The)",46.51,26.8,40.85,0.5,-0.57,27.69,51.47,38.19,62.25,65.97,42.87,41.76,197.19,0.57,262.62,224.11,-0.54,420.47,,,,-156.34,554,-10.79,-1.25,"3,874",-0.08,2.62,70
140,TTWO,"Take-Two Interactive Software, Inc.",247.25,27.17,26.86,0.5,-2.59,19.67,38.71,27.38,62.0,46.03,32.11,29.64,44.73,10.46,1.87,36.92,2.3,-0.55,33.06,1.71,5.42,-17.87,"6,095",-5.36,-4.29,"96,918",1.01,0.61,339
101,RTX,RTX Corporation,158.37,16.87,21.09,0.5,-21.12,11.92,34.58,22.21,61.25,43.64,28.56,26.11,179.71,3.26,461.93,,,,212.12,-8.7,830.89,-158.62,"9,550",-10.4,-38.67,"208,059",0.98,2.01,383
76,SE,Sea Limited,190.46,58.82,45.98,0.5,-0.06,33.57,64.47,44.99,61.0,54.39,50.47,46.85,47.0,-21.03,-15.79,51.37,-10.76,-2.97,48.4,5.91,10.83,-1.01,"11,765",-34.75,0.95,"351,778",0.33,3.02,482
333,TYL,"Tyler Technologies, Inc.",539.46,25.34,24.98,0.5,0.38,18.28,31.22,24.89,60.75,51.01,27.49,25.59,39.99,-0.96,-1.88,27.77,-1.8,-1.93,29.23,26.0,129.78,-15.01,449,3.22,2.75,"1,877",0.86,1.35,88
302,EEFT,"Euronet Worldwide, Inc.",89.48,24.64,28.44,0.5,-1.56,21.28,42.81,29.44,60.5,44.14,35.94,32.57,38.6,0.33,6.8,,,,33.66,-9.48,-0.92,-10.17,356,-22.44,11.25,"5,175",2.64,9.32,43
45,XYZ,"Block, Inc. (formerly Square; ticker often stylized, but XYZ may be a placeholder)",74.63,35.67,54.85,0.5,-0.02,35.64,71.73,52.64,60.25,58.69,59.03,55.71,58.57,5.95,21.54,51.6,2.77,6.87,46.93,0.74,-1.86,-3.72,"34,015",12.32,43.54,"702,604",0.69,2.86,475
344,MMSI,"Merit Medical Systems, Inc.",82.93,28.8,28.92,0.5,7.42,18.68,37.63,26.3,60.25,65.51,32.34,29.44,49.66,5.38,9.11,39.59,-1.37,-5.08,29.31,-4.88,14.41,-20.74,808,0.0,-4.27,"1,155",-0.09,-0.26,36
68,V,Visa Inc.,339.05,16.53,19.35,0.5,-4.49,12.48,28.8,19.18,60.0,51.31,23.64,22.69,90.42,-4.59,232.15,57.56,-10.83,117.35,2.93,-98.19,-87.1,-71.07,"27,831",12.84,25.69,"384,284",1.49,2.57,982
345,NVST,Envista Holdings Corporation,21.13,35.39,40.03,0.5,1.57,31.19,48.23,39.95,59.75,50.75,42.92,42.02,78.01,-9.4,20.46,37.2,-22.62,-27.51,34.28,-28.68,-32.95,-37.98,639,428.1,432.5,"1,103",0.36,2.99,20
163,SPHR,Sphere Entertainment Co.,60.29,56.22,51.1,0.5,-0.48,38.3,67.64,52.26,59.25,44.57,58.81,54.71,74.25,4.44,25.61,,,,66.17,3.57,16.37,-23.14,"6,504",-46.5,-29.24,"70,798",7.49,40.75,114
237,IMCR,Immunocore Holdings plc,34.42,36.46,44.13,0.5,0.9,35.91,51.36,43.34,59.0,57.91,44.73,42.65,67.32,5.27,-23.19,67.07,3.64,-13.98,44.48,9.25,119.9,-23.19,744,1.09,12.22,"20,590",0.0,0.25,32
134,INSM,Insmed Incorporated,143.14,36.31,53.11,0.5,-0.83,36.21,132.81,65.24,58.75,37.78,48.13,45.92,56.72,6.31,8.92,57.82,-5.08,-0.56,44.27,2.35,1.31,-3.62,"3,389",-38.4,-25.01,"106,362",0.65,2.4,221
3,AMZN,"Amazon.com, Inc.",231.43,27.24,30.03,0.5,-1.92,22.07,41.26,30.86,58.75,44.36,35.35,33.4,35.91,-7.45,-9.41,37.47,-8.96,-15.82,31.23,3.24,4.75,-5.88,"626,781",-7.52,56.12,"4,095,657",3.22,7.04,"1,065"
265,XMTR,"Xometry, Inc.",52.13,118.19,80.92,0.5,0.77,55.09,97.11,79.0,58.75,57.61,78.24,75.5,84.98,3.54,6.49,74.47,3.06,-2.71,67.8,-3.09,-13.68,-4.07,813,4.36,6.27,"12,692",0.73,1.41,107
153,NICE,NICE Ltd.,143.19,53.05,39.33,0.5,-1.73,28.15,47.92,38.33,58.5,57.94,42.97,41.49,45.56,-3.34,5.36,,,,42.65,4.06,2.3,-6.23,"14,581",257.29,246.67,"82,575",0.08,-0.53,177
355,KRG,"Knightscope, Inc.",22.46,23.56,23.1,0.5,-0.88,16.81,30.3,23.25,57.75,48.51,26.83,24.64,264.08,14.95,313.89,290.92,0.01,761.89,,,,-240.98,183,-12.44,22.82,577,8.26,14.94,14
229,KPTI,Karyopharm Therapeutics Inc.,6.26,114.4,103.67,0.5,-2.43,65.15,122.48,95.7,57.0,67.9,106.72,98.07,291.62,-0.51,2.9,,,,,,,-187.95,536,10.29,-24.08,"22,264",0.38,1.77,21
194,PD,"PagerDuty, Inc.",15.98,48.26,46.04,0.5,1.42,30.27,57.32,44.14,57.0,61.29,48.95,44.94,51.9,-7.2,-2.73,,,,36.35,-21.58,-38.64,-5.86,"1,844",-17.16,-30.57,"42,238",-0.37,3.35,54
274,JAMF,Jamf Holding Corp.,10.66,45.11,42.49,0.5,4.3,31.34,47.98,40.77,56.75,65.42,42.18,40.43,82.7,-53.72,56.55,55.25,-36.43,7.08,53.16,,5.33,-40.21,"2,590",-8.38,648.55,"11,471",20.65,130.94,21
148,DBRG,"DigitalBridge Group, Inc.",12.03,39.96,48.21,0.5,5.5,37.43,71.25,49.84,56.75,43.33,56.9,54.04,111.2,16.79,51.16,59.55,-1.66,22.11,36.07,15.43,-19.79,-62.99,"1,465",19.79,-55.75,"88,721",0.04,1.01,74
326,POST,"Post Holdings, Inc.",102.36,25.64,20.21,0.5,1.6,13.82,23.27,18.99,56.5,66.89,21.74,20.21,36.01,-0.91,-0.05,45.6,3.0,-7.59,15.55,-21.78,-39.81,-15.8,469,-3.3,1.96,"2,683",0.52,1.13,60
74,DDOG,"Datadog, Inc.",138.65,40.37,41.31,0.5,-0.09,29.94,53.9,41.4,56.25,49.39,44.33,42.84,49.61,8.1,-1.25,,,,46.64,1.41,9.18,-8.3,"33,011",107.52,35.16,"353,443",0.72,4.84,516
29,U,Unity Software Inc.,46.53,63.47,63.59,0.5,2.35,43.61,87.06,64.1,56.25,48.39,76.1,72.56,95.63,12.22,13.57,76.25,4.98,-0.43,73.31,-2.31,1.92,-32.04,"84,211",-30.89,15.15,"1,077,623",3.89,0.75,608
38,TEVA,Teva Pharmaceutical Industries Limited,18.89,33.85,39.96,0.5,0.52,28.89,63.19,41.22,55.5,44.93,44.74,47.26,58.63,14.74,28.12,43.81,13.31,7.86,37.72,4.26,1.85,-18.66,"16,373",-41.72,-64.89,"821,635",0.68,4.28,241
356,MCS,Marcus Corporation (The),16.23,29.31,35.43,0.5,1.13,16.52,41.47,32.61,54.75,65.48,37.36,36.72,178.39,-15.98,150.55,,,,,,,-142.95,371,0.0,1.37,572,0.0,0.35,9
49,NEE,"NextEra Energy, Inc.",71.5,20.05,27.52,0.5,-3.25,22.25,37.76,28.11,54.0,43.1,30.14,28.63,179.55,-2.55,457.66,201.21,-9.62,556.81,,,,-152.03,"35,099",73.78,67.18,"647,560",0.66,1.54,367
222,CYRX,"Cryoport, Inc.",8.77,109.24,85.95,0.5,2.35,54.29,122.27,85.33,53.75,51.16,105.2,95.71,82.1,8.03,7.46,94.23,25.69,17.16,70.91,,0.39,3.84,"1,486",-1.07,307.12,"27,849",0.61,1.66,25
296,PRO,"PROS Holdings, Inc.",15.0,44.71,49.1,0.5,2.84,34.24,56.91,47.03,52.75,62.12,49.99,51.43,67.43,-3.76,-5.26,80.74,-5.38,16.1,198.6,2.51,272.63,-18.32,"2,756",0.44,-0.79,"5,939",0.0,0.22,23
191,RPD,"Rapid7, Inc.",19.44,54.46,43.01,0.5,0.87,28.96,51.83,41.49,52.75,60.26,43.35,41.07,93.58,26.42,52.86,76.46,16.23,28.43,22.78,-57.02,-54.86,-50.58,"8,402",-1.96,-7.12,"42,977",0.25,1.33,144
286,BTSG,"BrightSpring Health Services, Inc.",27.18,40.2,45.97,0.5,2.15,33.05,56.3,44.48,52.26,58.68,49.06,47.78,89.59,24.66,40.78,73.22,34.2,21.29,56.47,14.75,0.21,-43.62,387,13.49,-93.0,"8,362",1.91,203.96,29
115,DXCM,"DexCom, Inc.",75.58,39.2,43.8,0.5,0.26,31.54,92.29,53.11,52.25,34.02,43.98,41.07,46.38,-11.61,-1.17,44.23,-1.42,0.86,41.39,36.81,3.05,-2.58,"5,294",-26.82,-6.96,"156,591",1.05,2.78,288
334,MITT,"AG Mortgage Investment Trust, Inc.",7.8,27.0,30.89,0.5,-3.51,21.06,38.76,30.39,52.0,54.48,32.42,29.65,521.88,-8.13,1500.93,,,,,,,-490.99,603,40.89,30.24,"1,765",0.11,1.67,18
67,IBM,International Business Machines Corporation,256.24,20.63,26.14,0.5,0.18,16.79,36.0,25.9,52.0,51.78,30.75,28.88,182.75,2.05,460.77,174.94,-1.21,511.76,,,,-156.61,"21,826",-39.62,-52.53,"394,671",1.77,0.77,633
247,AWK,"American Water Works Company, Inc.",137.58,19.86,22.15,0.5,0.09,17.55,29.57,22.54,52.0,45.33,25.16,23.75,152.41,8.23,382.03,106.58,-11.25,346.03,,,,-130.26,"1,123",19.6,71.71,"16,885",0.05,3.91,66
306,FRT,Federal Realty Investment Trust,101.08,19.69,20.47,0.5,-1.06,15.45,30.99,21.56,52.0,41.18,25.99,23.71,213.52,-9.88,593.99,,,,,,,-193.04,165,5.1,-4.07,"4,746",0.21,0.91,40
203,UNIT,Uniti Group Inc.,6.77,73.88,55.88,0.5,0.73,41.75,85.48,57.63,51.75,44.43,52.05,50.4,56.92,4.36,1.76,,,,,,,-1.05,"1,495",177.37,-34.69,"38,311",0.4,0.9,46
263,TNDM,"Tandem Diabetes Care, Inc.",12.09,88.86,72.58,0.5,0.88,50.04,90.95,72.44,51.0,50.5,79.83,73.64,85.87,-0.0,3.55,,,,103.9,20.03,74.72,-13.29,"1,977",-1.84,126.98,"13,038",0.38,10.42,96
259,PODD,Insulet Corporation,340.29,33.44,40.63,0.5,0.18,24.71,49.0,38.93,51.0,60.87,38.91,35.74,46.15,-2.45,-23.59,45.44,12.93,-8.96,35.08,2.66,9.95,-5.52,"1,646",0.37,-23.83,"13,206",0.04,9.19,168
46,BE,Bloom Energy Corporation,67.02,73.39,77.52,0.5,2.82,65.07,118.39,84.17,50.75,33.24,84.34,92.98,110.92,-0.52,13.1,,,,104.54,3.24,-12.34,-33.4,"78,483",4.08,61.9,"696,684",-0.13,11.05,613
299,GKOS,Glaukos Corporation,80.64,40.41,42.15,0.5,0.63,27.08,68.33,44.81,50.75,42.64,56.03,51.7,63.26,-1.63,13.5,60.7,-0.58,5.24,54.24,-3.44,11.26,-21.11,248,-11.11,-17.88,"5,810",1.06,-0.09,67
223,PTCT,"PTC Therapeutics, Inc.",58.98,55.07,59.77,0.5,1.38,47.79,72.61,59.68,50.5,50.69,56.08,58.05,78.85,14.75,-3.72,48.06,-6.55,-17.51,48.57,-0.7,176.91,-19.08,"3,771",174.06,109.38,"27,583",0.13,0.12,71
89,SPCE,"Virgin Galactic Holdings, Inc.",3.28,60.01,94.0,0.5,0.48,71.47,118.96,93.06,50.25,52.72,87.39,84.36,148.62,2.27,9.1,140.17,0.8,4.2,149.53,36.48,94.88,-54.61,"20,159",-19.9,299.43,"273,546",2.01,18.95,120
125,VNET,"VNET Group, Inc.",9.59,81.66,91.84,0.5,0.41,71.72,112.3,91.0,50.0,52.78,100.71,99.3,145.4,-31.09,24.32,105.18,-23.42,7.26,99.49,41.41,-12.9,-53.56,"9,879",16.86,-0.99,"119,788",1.71,15.43,81
107,TRIP,"TripAdvisor, Inc.",18.86,50.94,55.01,0.5,0.97,39.67,68.45,54.93,49.75,50.33,58.72,54.4,52.56,-4.8,-10.82,52.8,0.61,1.86,49.68,3.37,1.9,2.45,"9,192",-56.84,-60.52,"180,062",7.59,22.17,156
347,PATK,Patriot Battery Metals Inc.,110.0,32.29,32.74,0.5,1.34,27.37,39.93,33.77,49.5,38.8,34.6,35.95,150.81,15.33,242.72,131.73,-1.31,204.29,,,,-118.07,216,-0.46,-2.7,"1,053",0.0,0.38,34
320,VAC,Marriott Vacations Worldwide Corporation,76.73,35.73,41.46,0.5,2.82,31.52,59.26,43.89,49.25,38.3,49.43,47.25,308.3,27.78,553.52,,,,,,,-266.83,660,49.66,18.28,"3,332",0.51,7.73,54
331,VECO,Veeco Instruments Inc.,26.11,52.49,45.56,0.5,-1.3,30.46,53.42,43.41,48.75,61.83,47.46,44.44,109.5,32.79,26.58,59.91,18.39,-4.26,71.26,55.69,47.79,-63.95,"1,044",-0.29,4.4,"2,218",0.05,6.89,59
61,GEO,"GEO Group, Inc. (The)",21.85,56.77,48.42,0.5,2.38,35.73,80.08,53.16,48.5,36.96,51.39,62.03,72.95,-0.51,5.77,63.63,3.54,9.2,63.36,19.1,15.74,-24.53,"13,867",-7.71,-8.08,"466,966",0.4,11.75,265
85,EQX,Equinox Gold Corp.,10.85,58.17,49.65,0.5,1.9,42.49,57.97,50.79,48.25,38.09,51.59,53.64,62.74,-13.71,0.24,,,,,,,-13.08,"9,704",-74.11,90.39,"315,502",0.9,7.83,36
32,RKLB,Rocket Lab Corporation,54.04,70.42,73.65,0.5,0.75,46.48,107.66,77.78,48.25,40.21,86.72,88.75,141.99,41.83,61.99,102.13,17.08,21.01,81.46,-4.92,-2.83,-68.34,"253,014",51.24,297.07,"962,200",4.3,3.96,448
169,OMER,Omeros Corporation,4.09,54.33,110.48,0.5,0.0,58.43,147.27,108.11,48.25,54.22,101.03,118.24,184.36,-3.9,6.68,200.04,-2.54,8.15,201.64,-0.48,32.44,-73.88,"3,341",-38.55,22.43,"66,378",1.72,7.8,59
170,APLS,"Apellis Pharmaceuticals, Inc.",24.39,48.29,56.1,0.5,0.11,49.1,70.82,57.22,48.0,40.81,57.35,56.18,111.1,10.81,36.55,,,,,,,-55.0,"6,463",-5.73,-2.45,"66,209",1.49,4.31,99
190,AXON,"Axon Enterprise, Inc.",760.79,57.32,47.23,0.5,-0.69,24.19,70.69,45.4,48.0,55.3,55.55,55.7,56.35,15.16,9.57,47.48,3.29,2.33,45.98,-3.86,0.29,-9.12,"4,665",20.67,29.98,"45,587",0.58,1.76,535
314,MKSI,"MKS Instruments, Inc.",116.38,47.28,49.24,0.5,-2.59,38.92,79.69,54.31,48.0,35.69,64.99,59.89,129.74,14.69,122.76,101.08,-3.29,86.37,14.28,11.95,-76.45,-80.5,"1,124",-29.75,59.21,"3,739",-2.58,-5.77,71
136,RH,RH,222.83,69.8,63.69,0.5,-2.92,46.5,116.48,74.41,47.75,32.4,93.78,86.63,82.8,4.19,-21.4,75.17,1.73,-6.22,67.25,3.0,-9.89,-19.11,"15,523",-6.14,12.18,"103,104",2.08,10.88,639
127,INDI,"indie Semiconductor, Inc.",3.87,63.84,77.84,0.5,-0.0,61.8,121.99,86.16,47.75,33.17,86.65,98.51,106.7,7.29,8.26,,,,90.66,-1.07,-6.93,-28.87,"2,104",-46.75,-32.99,"116,797",1.55,2.41,66
81,ABBV,AbbVie Inc.,217.61,16.66,23.99,0.5,0.17,14.41,33.0,24.74,47.75,44.63,26.28,28.24,232.03,-0.44,713.01,327.73,0.91,1119.06,,,,-208.04,"13,895",-38.33,-41.01,"340,123",2.72,3.66,426
80,EQT,EQT Corporation,49.98,23.02,33.77,0.5,-3.84,27.07,45.61,35.85,47.5,35.19,40.49,39.01,158.07,3.78,264.08,120.91,6.0,219.21,,,,-124.3,"13,400",2.97,7.77,"341,692",0.71,-0.81,236
23,NKE,"NIKE, Inc.",73.03,21.11,37.33,0.5,-1.14,22.91,53.55,37.55,47.0,49.06,43.29,39.28,169.06,-0.15,335.63,213.13,9.48,421.04,392.01,,981.75,-131.73,"64,015",-11.66,-0.47,"1,486,944",1.17,1.87,626
144,AKAM,"Akamai Technologies, Inc.",76.46,32.34,31.74,0.5,1.97,13.65,56.71,35.73,47.0,37.11,45.3,42.92,45.83,-1.7,25.09,,,,41.12,18.22,10.45,-14.09,"3,698",30.35,38.04,"93,095",0.37,2.69,169
256,PEGA,"Pegasystems, Inc.",59.23,39.19,54.76,0.5,-0.3,28.17,70.26,51.09,46.75,62.02,58.28,53.01,192.17,18.93,82.9,82.82,9.47,10.72,62.64,83.34,38.62,-137.4,984,-6.11,-8.12,"14,091",-0.13,1.17,134
321,CHEF,"Chefs' Warehouse, Inc. (The)",66.62,27.36,34.26,0.5,-0.51,27.55,47.77,35.11,46.5,41.06,36.42,34.72,50.86,6.74,9.69,44.38,-0.53,-2.63,36.84,-5.42,-2.36,-16.61,"1,042",0.19,9.57,"3,112",2.3,2.74,35
313,EVRG,"Evergy, Inc.",72.21,12.13,16.77,0.5,-3.56,12.5,22.89,17.13,44.5,44.53,17.55,16.45,204.92,-6.07,719.39,252.42,-2.48,908.77,,,,-188.16,626,9.25,16.36,"3,772",0.13,1.92,40
332,CTO,"CTO Realty Growth, Inc.",16.58,16.39,22.27,0.5,1.88,13.52,29.92,22.34,44.5,49.46,23.94,22.8,173.73,-26.82,362.48,,,,,,,-151.45,162,10.2,47.27,"2,053",0.29,-1.77,15
233,MTN,"Vail Resorts, Inc.",147.01,28.1,30.0,0.5,0.81,22.82,40.51,31.21,44.25,39.85,34.94,33.68,317.14,4.76,632.02,394.85,5.43,750.94,,,,-287.14,"2,976",-20.11,37.33,"21,564",2.91,46.16,120
150,TCOM,Trip.com Group Limited,74.12,52.17,39.24,0.5,0.32,32.34,54.85,42.87,44.0,30.89,44.41,48.49,105.39,14.61,175.08,66.61,16.05,87.78,19.59,-70.49,-43.07,-66.15,"11,602",172.28,196.27,"87,482",0.94,7.13,107
207,CNX,CNX Resources Corporation,30.08,14.3,28.97,0.5,-0.02,22.3,41.31,31.62,42.5,32.81,35.35,35.68,47.62,7.53,19.08,53.46,-0.63,2.47,43.86,26.76,20.15,-18.65,"2,772",240.96,198.71,"36,887",0.12,0.84,77
209,VRNT,Verint Systems Inc.,20.31,39.36,49.14,0.5,-1.1,34.37,61.6,49.48,42.0,47.91,50.2,51.15,87.34,22.84,50.95,64.46,11.73,39.29,9.22,1.6,0.15,-38.2,"1,971",-1.3,-26.15,"35,224",0.13,0.43,43
43,BMY,Bristol-Myers Squibb Company,46.35,20.76,28.53,0.5,1.07,19.35,34.68,28.3,42.0,52.44,28.64,29.19,239.94,1.44,623.27,329.56,-2.75,888.52,,,,-211.41,"23,365",-17.13,-4.88,"740,091",1.2,1.62,383
272,VERX,"Vertex, Inc.",23.96,72.77,49.18,0.5,0.34,30.69,68.27,47.89,41.75,54.76,53.29,49.96,78.63,20.96,3.5,66.22,0.84,1.62,56.84,0.49,0.11,-29.45,"7,270",256.55,386.29,"11,650",13.63,142.05,31
198,CDLX,"Cardlytics, Inc.",1.27,145.08,132.38,0.5,5.12,78.74,197.55,135.92,41.0,45.64,119.41,110.68,175.94,17.1,-13.79,151.92,7.94,-17.89,,,,-43.57,"8,741",257.65,513.4,"40,202",2.18,14.63,32
319,GVA,Granite Construction Incorporated,109.37,32.06,23.93,0.5,-0.47,21.32,37.82,26.09,41.0,30.27,28.05,26.63,147.65,5.75,157.84,88.73,3.37,68.1,9.36,11.32,-57.81,-123.72,849,0.24,87.83,"3,336",0.36,15.07,46
31,XOM,Exxon Mobil Corporation,112.35,17.28,20.08,0.5,-3.73,16.83,29.65,21.87,40.75,33.35,25.29,23.74,186.04,2.55,588.86,271.87,7.31,896.85,,,,-165.97,"119,540",206.43,93.28,"1,028,953",1.59,-1.91,510
100,HLF,Herbalife Ltd.,9.29,56.12,63.39,0.5,-0.92,47.57,84.93,68.74,40.75,33.3,72.51,67.06,75.53,0.71,1.02,,,,72.03,-15.76,13.25,-12.14,"31,746",-33.93,-0.86,"211,676",0.59,0.26,72
69,LUV,Southwest Airlines Co.,31.43,31.36,37.8,0.5,-2.0,25.86,54.89,39.76,40.75,39.98,44.89,40.96,187.44,-0.38,278.63,252.31,4.2,337.36,657.61,-4.42,1645.78,-149.64,"27,888",69.24,44.68,"383,361",1.85,6.23,246
258,XERS,"Xeris Biopharma Holdings, Inc.",7.36,62.16,57.54,0.5,-1.28,41.2,87.46,60.37,40.5,39.55,58.02,54.07,79.39,-2.34,1.93,,,,,,,-21.85,342,7.21,-21.38,"13,216",0.77,0.92,16
160,REAL,"The RealReal, Inc.",10.0,82.73,92.08,0.5,1.35,63.45,107.88,91.91,40.5,50.61,90.28,92.03,82.91,0.19,6.42,,,,83.86,-2.66,,9.17,"2,024",-63.93,27.94,"74,966",2.4,4.22,45
2,NIO,NIO Inc.,6.49,87.67,65.39,0.5,4.21,58.47,76.32,67.04,40.5,34.76,65.91,68.56,83.67,-6.21,-3.47,,,,80.5,0.12,8.93,-18.27,"391,473",31.24,150.39,"4,518,713",1.06,4.04,201
173,FOUR,"Shift4 Payments, Inc.",85.96,57.09,46.21,0.5,0.18,37.91,64.0,48.8,40.5,34.38,52.51,50.29,68.05,0.87,29.37,45.84,0.46,3.11,45.55,0.91,8.15,-21.84,"6,904",-30.46,-58.97,"64,103",0.74,4.16,184
367,MDRX,Veradigm Inc.,4.65,34.28,54.85,0.5,0.73,29.02,84.32,58.51,40.1,41.08,71.67,65.1,,,,,,,,,,,N/A,,,N/A,,,N/A
290,AEIS,"Advanced Energy Industries, Inc.",156.74,40.23,36.88,0.5,-1.47,27.94,63.68,42.07,40.0,31.29,51.58,46.5,69.64,4.63,53.67,84.13,-2.43,93.42,56.91,-3.71,51.46,-32.76,"1,104",-0.81,2.13,"7,031",0.1,2.67,72
220,QD,Qudian Inc.,4.36,68.9,51.71,0.5,-0.27,39.19,75.06,55.33,39.25,36.57,54.24,62.01,77.39,11.53,-10.76,,,,,,,-25.68,548,-39.18,110.77,"28,963",-0.64,-2.53,12
106,BILL,"BILL Holdings, Inc.",51.58,67.0,49.11,0.5,0.57,41.0,89.54,59.79,39.25,27.09,73.91,68.64,62.18,6.08,2.22,,,,56.1,-1.18,2.18,-13.07,"6,491",-12.94,-43.38,"181,715",0.64,5.69,349
162,HOUS,Anywhere Real Estate Inc.,7.22,62.77,63.79,0.5,1.67,58.03,78.2,65.13,39.25,36.56,65.0,64.44,150.0,50.47,66.91,89.3,4.95,10.71,75.2,1.57,-1.22,-86.21,"1,349",-26.96,2.74,"71,507",0.52,22.17,36
318,BAND,Bandwidth Inc.,16.94,40.36,54.26,0.5,2.3,44.19,95.01,66.62,39.0,24.05,51.72,50.12,59.94,14.72,-6.62,,,,55.84,0.73,0.49,-5.68,628,-7.24,-6.27,"3,447",1.29,10.48,24
236,ALNY,"Alnylam Pharmaceuticals, Inc.",461.14,29.65,39.7,0.5,1.48,31.45,60.76,45.77,39.0,25.68,46.25,43.12,49.37,0.88,-8.86,51.08,-0.29,2.29,42.35,-2.62,-1.97,-9.67,"4,555",14.27,0.15,"21,217",0.84,8.74,230
189,SHAK,Shake Shack Inc.,101.14,38.6,45.92,0.5,1.88,32.53,62.98,49.51,37.75,33.1,55.38,50.39,58.48,4.7,7.41,48.99,1.23,3.69,46.93,2.24,-0.43,-12.56,"3,950",4.77,-31.27,"45,903",1.19,5.98,367
132,PSEC,Prospect Capital Corporation,2.75,23.55,25.3,0.5,-2.64,15.53,35.97,28.09,37.75,30.9,27.68,30.42,917.03,3.64,1239.81,,,,,,,-891.74,"12,582",440.7,484.94,"111,099",0.12,1.52,51
35,DIS,Walt Disney Company (The),115.62,19.44,24.88,0.5,-2.31,19.98,40.12,28.42,37.25,29.38,31.74,29.32,116.22,1.01,249.49,152.59,-0.9,392.86,,,,-91.34,"32,878",9.5,34.28,"861,559",1.13,3.09,535
137,FIVN,"Five9, Inc.",25.8,46.92,45.41,0.5,0.64,36.1,68.32,51.54,37.0,25.83,50.83,48.92,68.34,3.83,11.36,85.54,5.29,36.67,60.02,-0.61,-0.13,-22.93,"6,427",-5.32,91.45,"102,364",2.98,4.92,138
66,BYND,"Beyond Meat, Inc.",2.8,59.71,66.99,0.5,0.14,59.19,91.13,71.18,36.75,30.34,66.27,64.27,142.33,-0.38,6.05,128.28,-4.96,-13.21,93.54,-37.08,0.96,-75.34,"17,264",-68.46,24.18,"420,942",5.18,5.27,135
250,CMI,Cummins Inc.,414.2,21.66,24.04,0.5,-2.13,20.57,38.53,27.23,36.25,29.0,31.77,29.79,216.0,9.08,576.44,166.44,1.95,456.93,381.11,-4.24,1210.74,-191.97,"6,196",-1.34,11.62,"16,105",1.46,3.92,262
324,MIRM,"Mirum Pharmaceuticals, Inc.",74.19,50.85,40.7,0.5,1.94,36.02,65.49,47.52,35.5,24.24,41.01,40.1,59.3,-25.15,15.46,52.77,3.86,-11.58,37.12,1.1,3.23,-18.6,455,-0.66,-4.21,"2,936",-0.24,0.1,39
