Rank,Ticker,Company Name,Latest Close,Realised Volatility 30d (%),Realised Volatility 100d (%),Realised Volatility 100d 1d (%),Realised Volatility 100d 1w (%),Min Realised Volatility 100d (2y),Max Realised Volatility 100d (2y),Mean Realised Volatility 100d (2y),Rvol 100d Percentile 2y (%),Rvol 100d Z-Score Percentile 2y (%),Realised Volatility 180d (%),Realised Volatility 252d (%),Weighted IV (%),Weighted IV 1d (%),Weighted IV 1w (%),Weighted IV 3m (%),Weighted IV 3m 1d (%),Weighted IV 3m 1w (%),ATM IV 3m (%),ATM IV 3m 1d (%),ATM IV 3m 1w (%),Rvol100d - Weighted IV,Volume,Volume 1d (%),Volume 1w (%),Open Interest,OI 1d (%),OI 1w (%),Num Contracts,Latest Close_Color,Realised Volatility 30d (%)_Color,Realised Volatility 100d (%)_Color,Realised Volatility 100d 1d (%)_Color,Realised Volatility 100d 1w (%)_Color,Min Realised Volatility 100d (2y)_Color,Max Realised Volatility 100d (2y)_Color,Mean Realised Volatility 100d (2y)_Color,Rvol 100d Percentile 2y (%)_Color,Rvol 100d Z-Score Percentile 2y (%)_Color,Realised Volatility 180d (%)_Color,Realised Volatility 252d (%)_Color,Weighted IV (%)_Color,Weighted IV 1d (%)_Color,Weighted IV 1w (%)_Color,Weighted IV 3m (%)_Color,Weighted IV 3m 1d (%)_Color,Weighted IV 3m 1w (%)_Color,ATM IV 3m (%)_Color,ATM IV 3m 1d (%)_Color,ATM IV 3m 1w (%)_Color,Rvol100d - Weighted IV_Color,Volume_Color,Volume 1d (%)_Color,Volume 1w (%)_Color,Open Interest_Color,OI 1d (%)_Color,OI 1w (%)_Color,Num Contracts_Color
176,TVTX,"Travere Therapeutics, Inc.",22.77,88.15,72.65,0.5,2.9,53.66,115.04,65.65,85.54,82.13,70.01,66.61,74.26,-9.3,-27.65,63.57,10.07,-23.5,50.93,-15.3,-15.9,-1.61,"1,155",-23.76,-83.07,"61,447",0.2,22.89,51,#FFFFFF,#FFFFFF,#FFFFFF,#10B981,#10B981,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#F87171,#F87171,#FFFFFF,#10B981,#F87171,#FFFFFF,#F87171,#F87171,#F87171,#FFFFFF,#F87171,#F87171,#FFFFFF,#10B981,#10B981,#FFFFFF
340,NSIT,"Insight Enterprises, Inc.",120.39,35.74,43.12,0.5,2.41,20.35,46.38,33.5,85.04,91.87,38.56,38.63,66.2,12.95,30.25,61.15,4.2,6.05,40.22,-1.6,12.59,-23.08,685,0.0,0.0,"1,448",0.0,1.4,24,#FFFFFF,#FFFFFF,#FFFFFF,#10B981,#10B981,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#10B981,#10B981,#FFFFFF,#10B981,#10B981,#FFFFFF,#F87171,#10B981,#F87171,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#10B981,#FFFFFF
196,MODG,Topgolf Callaway Brands Corp.,9.61,64.28,70.43,0.5,0.63,30.85,78.0,53.81,85.04,92.24,67.58,62.41,74.11,1.12,13.08,,,,61.97,-10.4,-9.01,-3.68,917,23.58,3.27,"42,205",0.26,0.81,39,#FFFFFF,#FFFFFF,#FFFFFF,#10B981,#10B981,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#10B981,#10B981,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#F87171,#F87171,#F87171,#FFFFFF,#10B981,#10B981,#FFFFFF,#10B981,#10B981,#FFFFFF
73,SEDG,"SolarEdge Technologies, Inc.",33.11,87.83,125.21,0.5,-0.26,65.61,136.31,98.55,84.54,90.49,115.51,114.9,125.17,5.12,17.16,99.79,0.64,2.49,96.42,-0.51,1.03,0.04,"21,507",18.01,75.34,"368,667",0.9,1.14,305,#FFFFFF,#FFFFFF,#FFFFFF,#10B981,#F87171,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#10B981,#10B981,#FFFFFF,#10B981,#10B981,#FFFFFF,#F87171,#10B981,#10B981,#FFFFFF,#10B981,#10B981,#FFFFFF,#10B981,#10B981,#FFFFFF
56,ENPH,"Enphase Energy, Inc.",38.99,57.56,85.52,0.5,-4.2,55.51,94.48,68.54,84.29,94.59,77.06,75.51,91.45,4.18,12.67,76.16,1.93,5.27,73.65,-4.81,7.17,-5.92,"62,185",18.39,76.13,"540,437",1.89,5.01,343,#FFFFFF,#FFFFFF,#FFFFFF,#10B981,#F87171,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#10B981,#10B981,#FFFFFF,#10B981,#10B981,#FFFFFF,#F87171,#10B981,#F87171,#FFFFFF,#10B981,#10B981,#FFFFFF,#10B981,#10B981,#FFFFFF
271,GMED,"Globus Medical, Inc.",57.84,37.22,53.17,0.5,0.25,22.65,56.65,35.71,84.04,94.36,45.51,40.66,78.92,39.37,35.41,39.08,2.9,-1.63,23.74,-47.07,-29.71,-25.75,"1,428",1.35,-14.59,"12,189",0.24,0.66,72,#FFFFFF,#FFFFFF,#FFFFFF,#10B981,#10B981,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#10B981,#10B981,#FFFFFF,#10B981,#F87171,#FFFFFF,#F87171,#F87171,#F87171,#FFFFFF,#10B981,#F87171,#FFFFFF,#10B981,#10B981,#FFFFFF
78,CFLT,"Confluent, Inc.",19.53,45.59,81.61,0.5,-0.05,45.6,112.52,68.43,83.79,78.48,79.35,72.71,70.12,2.33,11.35,,,,61.0,-12.77,-5.4,11.49,"12,920",-0.66,-34.08,"348,844",0.01,0.96,240,#FFFFFF,#FFFFFF,#FFFFFF,#10B981,#F87171,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#10B981,#10B981,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#F87171,#F87171,#10B981,#FFFFFF,#F87171,#F87171,#FFFFFF,#10B981,#10B981,#FFFFFF
139,DOCN,"DigitalOcean Holdings, Inc.",36.33,94.8,68.19,0.5,0.22,43.33,78.93,55.69,82.54,91.33,67.85,63.0,78.64,12.31,37.34,65.42,6.84,2.54,55.18,-6.3,-4.14,-10.46,"3,089",17.86,-36.37,"100,136",-0.04,3.21,137,#FFFFFF,#FFFFFF,#FFFFFF,#10B981,#10B981,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#10B981,#10B981,#FFFFFF,#10B981,#10B981,#FFFFFF,#F87171,#F87171,#F87171,#FFFFFF,#10B981,#F87171,#FFFFFF,#F87171,#10B981,#FFFFFF
170,BOX,"Box, Inc.",32.52,23.39,32.03,0.5,0.12,22.03,35.14,28.67,82.29,82.59,29.11,27.75,45.98,13.69,31.89,34.56,6.35,8.13,27.78,-19.91,-14.51,-13.95,"3,280",0.99,7.44,"66,863",1.31,3.48,120,#FFFFFF,#FFFFFF,#FFFFFF,#10B981,#10B981,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#10B981,#10B981,#FFFFFF,#10B981,#10B981,#FFFFFF,#F87171,#F87171,#F87171,#FFFFFF,#10B981,#10B981,#FFFFFF,#10B981,#10B981,#FFFFFF
143,CYTK,"Cytokinetics, Incorporated",49.76,109.84,73.3,0.5,0.97,33.67,120.93,62.35,82.04,65.69,66.47,59.75,82.06,21.18,3.85,,,,54.61,-13.65,17.36,-8.77,"4,997",62.77,77.96,"94,821",0.79,3.46,99,#FFFFFF,#FFFFFF,#FFFFFF,#10B981,#10B981,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#10B981,#10B981,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#F87171,#10B981,#F87171,#FFFFFF,#10B981,#10B981,#FFFFFF,#10B981,#10B981,#FFFFFF
9,LCID,"Lucid Group, Inc.",19.72,71.5,82.43,0.5,0.53,64.68,86.69,78.02,81.3,82.22,78.1,77.06,98.98,1.36,-1.95,97.38,0.67,1.68,67.36,-27.69,0.79,-16.55,"140,817",61.4,15.62,"3,030,322",0.16,-1.17,329,#FFFFFF,#FFFFFF,#FFFFFF,#10B981,#10B981,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#10B981,#F87171,#FFFFFF,#10B981,#10B981,#FFFFFF,#F87171,#10B981,#F87171,#FFFFFF,#10B981,#10B981,#FFFFFF,#10B981,#F87171,#FFFFFF
351,IART,Integra LifeSciences Holdings Corporation,14.83,50.2,67.5,0.5,-0.37,29.57,72.69,55.29,81.05,87.71,61.69,60.05,144.46,52.19,31.09,106.4,3.91,5.9,63.35,-16.15,-11.68,-76.96,132,21.1,18.92,937,0.11,-0.53,21,#FFFFFF,#FFFFFF,#FFFFFF,#10B981,#F87171,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#10B981,#10B981,#FFFFFF,#10B981,#10B981,#FFFFFF,#F87171,#F87171,#F87171,#FFFFFF,#10B981,#10B981,#FFFFFF,#10B981,#F87171,#FFFFFF
179,WIX,Wix.com Ltd.,178.0,53.56,49.73,0.5,-3.59,27.62,54.89,43.32,80.3,80.61,49.74,47.95,75.19,23.38,29.78,56.79,-0.44,1.53,52.4,0.61,2.09,-25.46,"12,632",65.93,78.14,"58,294",1.86,19.95,236,#FFFFFF,#FFFFFF,#FFFFFF,#10B981,#F87171,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#10B981,#10B981,#FFFFFF,#F87171,#10B981,#FFFFFF,#10B981,#10B981,#F87171,#FFFFFF,#10B981,#10B981,#FFFFFF,#10B981,#10B981,#FFFFFF
54,PEP,"PepsiCo, Inc.",140.03,19.43,23.46,0.5,0.35,14.34,25.59,18.95,79.3,89.68,23.95,21.83,165.27,-2.71,523.41,,,,,,,-141.82,"22,967",22.2,-19.29,"557,774",0.7,9.52,434,#FFFFFF,#FFFFFF,#FFFFFF,#10B981,#10B981,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#F87171,#10B981,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#F87171,#FFFFFF,#10B981,#F87171,#FFFFFF,#10B981,#10B981,#FFFFFF
239,HALO,"Halozyme Therapeutics, Inc.",75.85,18.26,58.6,0.5,0.39,28.16,61.22,43.92,79.05,90.34,47.79,50.99,37.86,-36.18,-34.92,37.81,-0.49,-24.53,30.07,-26.04,-19.76,20.74,"1,213",17.77,9.28,"20,212",0.05,3.29,54,#FFFFFF,#FFFFFF,#FFFFFF,#10B981,#10B981,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#F87171,#F87171,#FFFFFF,#F87171,#F87171,#FFFFFF,#F87171,#F87171,#10B981,#FFFFFF,#10B981,#10B981,#FFFFFF,#10B981,#10B981,#FFFFFF
267,DVAX,Dynavax Technologies Corporation,9.7,38.55,39.36,0.5,0.95,26.1,44.08,33.69,78.8,86.08,37.29,36.87,93.12,-14.55,10.41,182.45,10.17,105.41,,,,-53.76,"3,033",1.61,-8.86,"12,709",2.72,4.68,48,#FFFFFF,#FFFFFF,#FFFFFF,#10B981,#10B981,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#F87171,#10B981,#FFFFFF,#10B981,#10B981,#FFFFFF,#FFFFFF,#FFFFFF,#F87171,#FFFFFF,#10B981,#F87171,#FFFFFF,#10B981,#10B981,#FFFFFF
27,PLUG,Plug Power Inc.,1.68,61.07,115.44,0.5,-1.62,75.41,138.95,102.73,78.3,78.06,105.71,105.41,131.96,-0.81,9.87,120.71,1.89,0.05,116.95,,35.91,-16.52,"426,495",320.62,1614.69,"1,131,859",4.28,6.14,88,#FFFFFF,#FFFFFF,#FFFFFF,#10B981,#F87171,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#F87171,#10B981,#FFFFFF,#10B981,#10B981,#FFFFFF,#FFFFFF,#10B981,#F87171,#FFFFFF,#10B981,#10B981,#FFFFFF,#10B981,#10B981,#FFFFFF
343,LIVN,LivaNova PLC,54.93,42.05,47.84,0.5,0.11,25.47,56.23,40.96,78.05,79.01,47.43,42.57,68.58,0.99,18.65,73.41,0.43,3.36,40.11,4.78,-5.13,-20.74,195,0.0,-20.08,"1,299",0.0,1.01,33,#FFFFFF,#FFFFFF,#FFFFFF,#10B981,#10B981,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#10B981,#10B981,#FFFFFF,#10B981,#10B981,#FFFFFF,#10B981,#F87171,#F87171,#FFFFFF,#FFFFFF,#F87171,#FFFFFF,#FFFFFF,#10B981,#FFFFFF
367,FARO,"FARO Technologies, Inc.",43.99,9.21,68.27,0.5,0.5,32.21,82.41,54.7,77.9,81.23,72.71,65.03,,,,,,,,,,,N/A,,,N/A,,,N/A,#FFFFFF,#FFFFFF,#FFFFFF,#10B981,#10B981,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF
276,RPAY,Repay Holdings Corporation,5.71,45.79,54.07,0.5,0.9,32.54,66.76,46.06,77.56,78.8,54.85,50.79,84.09,-4.37,-2.91,57.67,0.99,1.79,,,,-30.01,"1,078",1.51,-47.7,"11,170",-0.18,19.24,11,#FFFFFF,#FFFFFF,#FFFFFF,#10B981,#10B981,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#F87171,#F87171,#FFFFFF,#10B981,#10B981,#FFFFFF,#FFFFFF,#FFFFFF,#F87171,#FFFFFF,#10B981,#F87171,#FFFFFF,#F87171,#10B981,#FFFFFF
338,TTGT,"TechTarget, Inc.",6.55,60.76,79.4,0.5,-1.17,28.62,99.25,57.71,77.31,84.84,80.56,76.84,202.82,34.82,-1.11,100.69,29.95,-11.3,,,,-123.43,238,0.42,1.28,"1,477",0.14,2.07,18,#FFFFFF,#FFFFFF,#FFFFFF,#10B981,#F87171,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#10B981,#F87171,#FFFFFF,#10B981,#F87171,#FFFFFF,#FFFFFF,#FFFFFF,#F87171,#FFFFFF,#10B981,#10B981,#FFFFFF,#10B981,#10B981,#FFFFFF
140,ARRY,"Array Technologies, Inc.",7.73,96.63,92.95,0.5,0.32,54.52,96.62,80.09,76.06,83.07,89.36,89.65,99.87,7.11,20.59,,,,,,,-6.92,"2,968",12.47,101.08,"99,769",0.07,1.38,63,#FFFFFF,#FFFFFF,#FFFFFF,#10B981,#10B981,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#10B981,#10B981,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#F87171,#FFFFFF,#10B981,#10B981,#FFFFFF,#10B981,#10B981,#FFFFFF
314,BHR,Braemar Hotels & Resorts,2.97,69.79,63.21,0.5,0.25,45.53,73.09,58.63,75.81,73.08,58.48,55.9,536.56,17.88,442.41,,,,,,,-473.36,205,20.59,28.93,"3,715",0.0,0.49,9,#FFFFFF,#FFFFFF,#FFFFFF,#10B981,#10B981,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#10B981,#10B981,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#F87171,#FFFFFF,#10B981,#10B981,#FFFFFF,#FFFFFF,#10B981,#FFFFFF
59,KHC,Kraft Heinz Company (The),25.93,30.6,25.98,0.5,0.1,17.27,28.16,22.03,75.31,88.25,27.17,24.9,237.91,14.15,624.18,,,,,,,-211.93,"20,820",-23.33,-49.66,"486,935",2.57,3.54,211,#FFFFFF,#FFFFFF,#FFFFFF,#10B981,#10B981,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#10B981,#10B981,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#F87171,#FFFFFF,#F87171,#F87171,#FFFFFF,#10B981,#10B981,#FFFFFF
13,PCG,PG&E Corporation,14.95,31.33,30.79,0.5,0.57,16.85,35.36,24.54,75.06,83.22,33.69,30.33,107.65,13.17,74.96,73.61,1.15,67.38,102.59,654.08,134.19,-76.86,"56,221",119.66,-94.32,"2,588,520",0.08,-6.02,204,#FFFFFF,#FFFFFF,#FFFFFF,#10B981,#10B981,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#10B981,#10B981,#FFFFFF,#10B981,#10B981,#FFFFFF,#10B981,#10B981,#F87171,#FFFFFF,#10B981,#F87171,#FFFFFF,#10B981,#F87171,#FFFFFF
226,LRN,"Stride, Inc.",139.31,64.95,44.99,0.5,11.14,22.91,62.66,39.09,74.81,66.72,40.44,50.28,105.91,21.66,87.7,62.66,0.21,23.45,52.01,-6.04,0.02,-60.92,"3,800",-6.2,152.66,"25,653",0.11,35.79,145,#FFFFFF,#FFFFFF,#FFFFFF,#10B981,#10B981,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#10B981,#10B981,#FFFFFF,#10B981,#10B981,#FFFFFF,#F87171,#10B981,#F87171,#FFFFFF,#F87171,#10B981,#FFFFFF,#10B981,#10B981,#FFFFFF
192,VERI,"Veritone, Inc.",3.73,158.7,127.4,0.5,1.02,80.0,152.72,116.9,74.81,70.92,119.38,115.76,151.08,-11.06,17.32,,,,126.15,-2.94,7.61,-23.68,"5,217",34.08,-42.7,"43,367",1.96,22.22,21,#FFFFFF,#FFFFFF,#FFFFFF,#10B981,#10B981,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#F87171,#10B981,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#F87171,#10B981,#F87171,#FFFFFF,#10B981,#F87171,#FFFFFF,#10B981,#10B981,#FFFFFF
251,SKIN,The Beauty Health Company,2.42,97.87,127.39,0.5,0.78,69.0,197.22,108.12,74.31,71.18,113.04,103.78,172.08,85.05,38.59,,,,,,,-44.68,"2,241",-24.09,96.75,"16,063",13.88,44.92,18,#FFFFFF,#FFFFFF,#FFFFFF,#10B981,#10B981,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#10B981,#10B981,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#F87171,#FFFFFF,#F87171,#10B981,#FFFFFF,#10B981,#10B981,#FFFFFF
44,MRK,"Merck & Co., Inc.",81.09,21.75,28.41,0.5,1.98,15.39,34.66,24.2,74.06,76.32,30.01,27.4,183.14,5.26,436.05,286.19,-5.85,787.31,,,,-154.72,"53,044",16.17,61.04,"732,184",0.28,2.22,453,#FFFFFF,#FFFFFF,#FFFFFF,#10B981,#10B981,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#10B981,#10B981,#FFFFFF,#F87171,#10B981,#FFFFFF,#FFFFFF,#FFFFFF,#F87171,#FFFFFF,#10B981,#10B981,#FFFFFF,#10B981,#10B981,#FFFFFF
188,PRGS,Progress Software Corporation,42.11,30.83,34.41,0.5,-1.0,18.24,40.36,29.23,74.06,81.37,36.57,34.81,151.48,5.57,181.28,96.84,-2.96,97.84,9.89,18.88,-79.77,-117.07,"2,145",-11.62,-11.84,"48,477",0.23,2.8,74,#FFFFFF,#FFFFFF,#FFFFFF,#10B981,#F87171,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#10B981,#10B981,#FFFFFF,#F87171,#10B981,#FFFFFF,#10B981,#F87171,#F87171,#FFFFFF,#F87171,#F87171,#FFFFFF,#10B981,#10B981,#FFFFFF
236,WGO,"Winnebago Industries, Inc.",33.54,45.74,47.74,0.5,1.17,28.16,59.79,41.45,74.06,74.42,52.24,49.4,293.52,4.58,356.34,263.13,-13.65,309.0,,,,-245.79,"1,014",5.08,-18.29,"21,197",-0.5,0.41,102,#FFFFFF,#FFFFFF,#FFFFFF,#10B981,#10B981,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#10B981,#10B981,#FFFFFF,#F87171,#10B981,#FFFFFF,#FFFFFF,#FFFFFF,#F87171,#FFFFFF,#10B981,#F87171,#FFFFFF,#F87171,#10B981,#FFFFFF
337,NMFC,New Mountain Finance Corporation,9.78,20.79,18.64,0.5,7.41,8.58,29.08,15.83,74.06,64.64,23.96,21.71,694.04,20.69,737.17,694.04,-5.95,945.83,,,,-675.4,349,-47.52,-32.1,"1,491",-3.99,8.99,16,#FFFFFF,#FFFFFF,#FFFFFF,#10B981,#10B981,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#10B981,#10B981,#FFFFFF,#F87171,#10B981,#FFFFFF,#FFFFFF,#FFFFFF,#F87171,#FFFFFF,#F87171,#F87171,#FFFFFF,#F87171,#10B981,#FFFFFF
312,IRWD,"Ironwood Pharmaceuticals, Inc.",1.3,93.27,110.36,0.5,0.58,37.64,140.93,98.02,73.82,72.19,120.19,109.39,170.24,-2.66,-31.74,,,,,,,-59.88,437,-61.9,8.17,"3,867",-0.05,40.98,12,#FFFFFF,#FFFFFF,#FFFFFF,#10B981,#10B981,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#F87171,#F87171,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#F87171,#FFFFFF,#F87171,#10B981,#FFFFFF,#F87171,#10B981,#FFFFFF
87,BTU,Peabody Energy Corporation,20.5,51.18,55.25,0.5,1.3,30.12,69.59,44.66,73.57,77.88,62.24,57.23,220.75,13.13,218.54,,,,,,,-165.49,"35,763",-36.27,42.65,"297,673",-4.34,9.29,207,#FFFFFF,#FFFFFF,#FFFFFF,#10B981,#10B981,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#10B981,#10B981,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#F87171,#FFFFFF,#F87171,#10B981,#FFFFFF,#F87171,#10B981,#FFFFFF
352,VREX,Varex Imaging Corporation,11.63,73.63,69.83,0.5,0.63,26.13,86.62,51.77,73.57,82.72,73.51,65.98,154.57,-2.98,45.21,123.2,0.69,11.72,179.29,1.29,,-84.73,205,0.0,-3.76,887,0.34,0.34,17,#FFFFFF,#FFFFFF,#FFFFFF,#10B981,#10B981,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#F87171,#10B981,#FFFFFF,#10B981,#10B981,#FFFFFF,#10B981,#FFFFFF,#F87171,#FFFFFF,#FFFFFF,#F87171,#FFFFFF,#10B981,#10B981,#FFFFFF
307,HLX,"Helix Energy Solutions Group, Inc.",6.37,37.72,48.87,0.5,-1.42,32.72,63.53,44.26,73.32,70.43,53.76,49.81,97.8,25.76,30.7,53.58,-2.22,-0.57,51.19,6.75,7.68,-48.93,404,3.86,7.16,"4,732",0.94,6.74,25,#FFFFFF,#FFFFFF,#FFFFFF,#10B981,#F87171,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#10B981,#10B981,#FFFFFF,#F87171,#F87171,#FFFFFF,#10B981,#10B981,#F87171,#FFFFFF,#10B981,#10B981,#FFFFFF,#10B981,#10B981,#FFFFFF
110,STX,Seagate Technology Holdings plc,211.13,35.25,37.51,0.5,2.09,25.79,54.69,36.38,73.32,54.73,45.96,41.88,236.7,5.68,374.64,325.54,-1.09,612.09,4.72,-48.3,-89.7,-199.19,"17,466",-11.34,11.51,"173,107",1.96,8.32,488,#FFFFFF,#FFFFFF,#FFFFFF,#10B981,#10B981,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#10B981,#10B981,#FFFFFF,#F87171,#10B981,#FFFFFF,#F87171,#F87171,#F87171,#FFFFFF,#F87171,#10B981,#FFFFFF,#10B981,#10B981,#FFFFFF
166,CBRL,"Cracker Barrel Old Country Store, Inc.",51.21,57.63,58.78,0.5,1.71,40.36,66.9,53.28,73.07,78.0,61.54,59.11,219.18,14.21,231.67,149.05,-5.12,157.38,,,,-160.4,"28,445",87.62,500.36,"70,422",9.86,24.51,181,#FFFFFF,#FFFFFF,#FFFFFF,#10B981,#10B981,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#10B981,#10B981,#FFFFFF,#F87171,#10B981,#FFFFFF,#FFFFFF,#FFFFFF,#F87171,#FFFFFF,#10B981,#10B981,#FFFFFF,#10B981,#10B981,#FFFFFF
105,KOS,Kosmos Energy Ltd.,1.82,58.08,72.45,0.5,0.66,37.38,98.14,62.36,73.07,68.49,82.17,78.9,140.28,21.85,35.9,,,,,,,-67.83,"1,856",-12.25,-27.13,"188,581",0.1,1.31,42,#FFFFFF,#FFFFFF,#FFFFFF,#10B981,#10B981,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#10B981,#10B981,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#F87171,#FFFFFF,#F87171,#F87171,#FFFFFF,#10B981,#10B981,#FFFFFF
