Rank,Ticker,Company Name,Latest Close,Realised Volatility 30d (%),Realised Volatility 100d (%),Realised Volatility 100d 1d (%),Realised Volatility 100d 1w (%),Min Realised Volatility 100d (2y),Max Realised Volatility 100d (2y),Mean Realised Volatility 100d (2y),Rvol 100d Percentile 2y (%),Rvol 100d Z-Score Percentile 2y (%),Realised Volatility 180d (%),Realised Volatility 252d (%),Weighted IV (%),Weighted IV 1d (%),Weighted IV 1w (%),Weighted IV 3m (%),Weighted IV 3m 1d (%),Weighted IV 3m 1w (%),ATM IV 3m (%),ATM IV 3m 1d (%),ATM IV 3m 1w (%),Rvol100d - Weighted IV,Volume,Volume 1d (%),Volume 1w (%),Open Interest,OI 1d (%),OI 1w (%),Num Contracts,Latest Close_Color,Realised Volatility 30d (%)_Color,Realised Volatility 100d (%)_Color,Realised Volatility 100d 1d (%)_Color,Realised Volatility 100d 1w (%)_Color,Min Realised Volatility 100d (2y)_Color,Max Realised Volatility 100d (2y)_Color,Mean Realised Volatility 100d (2y)_Color,Rvol 100d Percentile 2y (%)_Color,Rvol 100d Z-Score Percentile 2y (%)_Color,Realised Volatility 180d (%)_Color,Realised Volatility 252d (%)_Color,Weighted IV (%)_Color,Weighted IV 1d (%)_Color,Weighted IV 1w (%)_Color,Weighted IV 3m (%)_Color,Weighted IV 3m 1d (%)_Color,Weighted IV 3m 1w (%)_Color,ATM IV 3m (%)_Color,ATM IV 3m 1d (%)_Color,ATM IV 3m 1w (%)_Color,Rvol100d - Weighted IV_Color,Volume_Color,Volume 1d (%)_Color,Volume 1w (%)_Color,Open Interest_Color,OI 1d (%)_Color,OI 1w (%)_Color,Num Contracts_Color
193,MODG,Topgolf Callaway Brands Corp.,9.13,76.4,70.35,0.73,-2.84,30.85,78.0,53.64,85.54,92.6,68.13,63.14,63.73,-0.62,-2.98,71.95,,,61.33,-2.87,-3.39,6.62,751,-6.01,-23.45,"41,622",-0.32,1.35,35,#FFFFFF,#FFFFFF,#FFFFFF,#10B981,#F87171,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#F87171,#F87171,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#F87171,#F87171,#10B981,#FFFFFF,#F87171,#F87171,#FFFFFF,#F87171,#10B981,#FFFFFF
221,NEO,NeoGames S.A.,7.86,102.09,96.61,0.45,-0.95,40.89,107.12,66.49,85.29,93.32,93.09,81.77,77.79,3.77,22.55,72.58,,,61.66,-1.5,-0.67,18.83,"2,986",4.04,-30.74,"27,155",1.61,5.46,47,#FFFFFF,#FFFFFF,#FFFFFF,#10B981,#F87171,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#10B981,#10B981,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#F87171,#F87171,#10B981,#FFFFFF,#10B981,#F87171,#FFFFFF,#10B981,#10B981,#FFFFFF
291,SPB,"Spectrum Brands, Inc.",55.97,41.35,38.13,0.39,-5.49,21.17,42.99,30.71,85.29,92.11,36.64,33.3,49.71,-36.57,14.88,,,,,,,-11.57,779,0.0,0.26,"6,736",0.04,0.31,32,#FFFFFF,#FFFFFF,#FFFFFF,#10B981,#F87171,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#F87171,#10B981,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#F87171,#FFFFFF,#FFFFFF,#10B981,#FFFFFF,#10B981,#10B981,#FFFFFF
73,CFLT,"Confluent, Inc.",19.96,125.0,82.06,0.53,-3.59,45.6,112.52,68.71,84.54,78.23,79.86,72.75,63.08,-5.7,2.7,67.45,,,67.14,-7.67,1.07,18.99,"15,622",-42.62,-11.09,"343,113",1.08,3.29,222,#FFFFFF,#FFFFFF,#FFFFFF,#10B981,#F87171,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#F87171,#10B981,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#F87171,#10B981,#10B981,#FFFFFF,#F87171,#F87171,#FFFFFF,#10B981,#10B981,#FFFFFF
135,DOCN,"DigitalOcean Holdings, Inc.",34.32,97.11,68.39,0.65,-7.78,43.33,78.93,55.49,84.54,92.26,67.9,63.1,60.86,8.71,8.21,66.65,,,55.26,2.47,-0.79,7.53,"6,178",77.73,118.69,"96,424",0.23,2.59,130,#FFFFFF,#FFFFFF,#FFFFFF,#10B981,#F87171,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#10B981,#10B981,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#10B981,#F87171,#10B981,#FFFFFF,#10B981,#10B981,#FFFFFF,#10B981,#10B981,#FFFFFF
188,WIX,Wix.com Ltd.,167.04,59.28,51.76,4.26,-0.05,27.62,54.89,43.1,84.54,87.71,49.45,47.71,77.92,31.25,35.55,74.73,,,93.28,91.18,94.3,-26.16,"14,003",13.14,193.81,"43,763",15.72,23.61,223,#FFFFFF,#FFFFFF,#FFFFFF,#10B981,#F87171,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#10B981,#10B981,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#10B981,#10B981,#F87171,#FFFFFF,#10B981,#10B981,#FFFFFF,#10B981,#10B981,#FFFFFF
8,LCID,"Lucid Group, Inc.",19.39,73.3,82.83,0.82,3.05,64.68,86.69,77.97,84.29,84.73,80.59,77.98,96.34,2.36,-71.57,98.45,,,66.88,-29.78,,-13.51,"149,600",24.0,55.84,"3,040,753",0.98,-3.08,288,#FFFFFF,#FFFFFF,#FFFFFF,#10B981,#10B981,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#10B981,#F87171,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#F87171,#FFFFFF,#F87171,#FFFFFF,#10B981,#10B981,#FFFFFF,#10B981,#F87171,#FFFFFF
120,CHGG,"Chegg, Inc.",1.55,110.27,110.13,0.52,3.23,39.21,122.32,87.8,84.04,84.77,112.7,105.88,137.55,-0.16,0.88,127.4,,,121.29,-6.47,-5.96,-27.42,"14,111",-7.1,147.91,"126,168",0.13,13.26,48,#FFFFFF,#FFFFFF,#FFFFFF,#10B981,#10B981,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#F87171,#10B981,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#F87171,#F87171,#F87171,#FFFFFF,#F87171,#10B981,#FFFFFF,#10B981,#10B981,#FFFFFF
338,NSIT,"Insight Enterprises, Inc.",126.74,66.54,42.3,0.31,-4.48,20.35,46.38,33.25,84.04,90.48,38.56,38.44,50.26,2.14,3.63,55.99,,,36.56,-0.57,0.02,-7.95,685,0.0,1.18,"1,428",0.0,1247.17,21,#FFFFFF,#FFFFFF,#FFFFFF,#10B981,#F87171,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#10B981,#10B981,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#F87171,#10B981,#F87171,#FFFFFF,#FFFFFF,#10B981,#FFFFFF,#FFFFFF,#10B981,#FFFFFF
352,IIIV,"i3 Verticals, Inc.",31.04,41.92,38.28,0.4,-1.41,32.03,40.57,36.43,83.29,84.6,36.96,36.09,55.25,24.96,25.31,,,,,,,-16.97,33,0.0,-29.79,730,0.69,1.11,14,#FFFFFF,#FFFFFF,#FFFFFF,#10B981,#F87171,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#10B981,#10B981,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#F87171,#FFFFFF,#FFFFFF,#F87171,#FFFFFF,#10B981,#10B981,#FFFFFF
167,BOX,"Box, Inc.",33.55,22.66,31.88,0.64,-3.96,22.03,35.14,28.62,82.79,82.1,28.86,27.62,37.32,14.41,6.91,33.58,,,26.2,-2.23,-15.82,-5.44,"3,022",-33.73,2.93,"64,703",3.45,8.55,112,#FFFFFF,#FFFFFF,#FFFFFF,#10B981,#F87171,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#10B981,#10B981,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#F87171,#F87171,#F87171,#FFFFFF,#F87171,#10B981,#FFFFFF,#10B981,#10B981,#FFFFFF
264,DVAX,Dynavax Technologies Corporation,9.92,36.6,40.53,0.95,-4.73,26.1,44.08,33.55,81.8,90.9,36.78,36.75,83.86,5.69,7.23,109.68,,,111.9,422.93,379.53,-43.33,"3,298",3.29,28.88,"12,030",0.66,29.8,40,#FFFFFF,#FFFFFF,#FFFFFF,#10B981,#F87171,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#10B981,#10B981,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#10B981,#10B981,#F87171,#FFFFFF,#10B981,#10B981,#FFFFFF,#10B981,#10B981,#FFFFFF
57,PEP,"PepsiCo, Inc.",143.1,21.68,23.7,-0.92,-1.59,14.34,25.59,18.86,81.55,91.38,24.0,21.76,27.96,4.58,-3.9,27.43,,,20.39,-13.94,-1.08,-4.26,"33,861",-35.1,-40.55,"504,756",2.48,1.38,350,#FFFFFF,#FFFFFF,#FFFFFF,#F87171,#F87171,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#10B981,#F87171,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#F87171,#F87171,#F87171,#FFFFFF,#F87171,#F87171,#FFFFFF,#10B981,#10B981,#FFFFFF
141,CYTK,"Cytokinetics, Incorporated",51.5,109.17,72.98,0.26,-0.3,33.67,120.93,62.94,80.3,64.08,66.41,59.71,67.37,1.03,-4.29,53.79,,,49.72,-3.12,-4.45,5.61,"2,888",5.17,-82.34,"91,184",0.63,7.0,89,#FFFFFF,#FFFFFF,#FFFFFF,#10B981,#F87171,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#10B981,#F87171,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#F87171,#F87171,#10B981,#FFFFFF,#10B981,#F87171,#FFFFFF,#10B981,#10B981,#FFFFFF
58,KHC,Kraft Heinz Company (The),26.67,32.25,26.29,0.35,-2.46,17.27,28.16,21.94,80.05,90.5,27.29,24.84,31.01,-13.02,-8.28,29.13,,,26.32,50.77,12.2,-4.73,"18,233",-51.03,-73.3,"465,497",4.43,12.2,195,#FFFFFF,#FFFFFF,#FFFFFF,#10B981,#F87171,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#F87171,#F87171,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#10B981,#10B981,#F87171,#FFFFFF,#F87171,#F87171,#FFFFFF,#10B981,#10B981,#FFFFFF
337,TTGT,"TechTarget, Inc.",5.92,63.02,80.71,0.32,-3.39,28.62,99.25,57.36,80.05,86.78,79.65,76.14,208.54,8.91,6.18,112.81,,,,,,-127.83,235,0.0,11.9,"1,447",1.33,2.48,11,#FFFFFF,#FFFFFF,#FFFFFF,#10B981,#F87171,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#10B981,#10B981,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#F87171,#FFFFFF,#FFFFFF,#10B981,#FFFFFF,#10B981,#10B981,#FFFFFF
237,HALO,"Halozyme Therapeutics, Inc.",76.07,18.13,59.07,0.5,-1.62,28.16,61.22,43.7,79.8,91.57,47.94,51.05,47.08,5.83,7.8,41.54,,,38.0,2.6,-4.53,11.99,923,-32.28,-45.16,"19,441",2.92,5.69,50,#FFFFFF,#FFFFFF,#FFFFFF,#10B981,#F87171,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#10B981,#10B981,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#10B981,#F87171,#10B981,#FFFFFF,#F87171,#F87171,#FFFFFF,#10B981,#10B981,#FFFFFF
340,LIVN,LivaNova PLC,58.72,42.89,47.53,0.18,-2.91,25.47,56.23,40.84,78.8,78.44,47.45,42.37,54.92,5.1,7.31,75.78,,,29.14,-22.62,-23.77,-7.39,303,0.0,3.41,"1,286",1.66,17.34,28,#FFFFFF,#FFFFFF,#FFFFFF,#10B981,#F87171,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#10B981,#10B981,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#F87171,#F87171,#F87171,#FFFFFF,#FFFFFF,#10B981,#FFFFFF,#10B981,#10B981,#FFFFFF
367,FARO,"FARO Technologies, Inc.",43.99,9.21,68.27,0.5,0.5,32.21,82.41,54.64,78.2,81.49,72.71,65.03,,,,,,,,,,,N/A,,,N/A,,,N/A,#FFFFFF,#FFFFFF,#FFFFFF,#10B981,#10B981,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF
26,PLUG,Plug Power Inc.,1.41,67.71,118.72,0.22,-1.08,75.41,138.95,102.94,78.05,82.76,106.81,105.83,122.2,-11.11,9.69,118.71,,,98.18,-21.97,-2.66,-3.48,"14,309",-24.78,-28.05,"1,062,848",0.52,1.11,85,#FFFFFF,#FFFFFF,#FFFFFF,#10B981,#F87171,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#F87171,#10B981,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#F87171,#F87171,#F87171,#FFFFFF,#F87171,#F87171,#FFFFFF,#10B981,#10B981,#FFFFFF
271,SKIN,The Beauty Health Company,2.44,94.58,129.09,0.6,0.77,69.0,197.22,108.93,78.05,71.4,113.21,105.2,120.11,-12.63,-2.11,119.03,,,,,,8.98,201,47.79,21.82,"11,048",0.29,0.32,16,#FFFFFF,#FFFFFF,#FFFFFF,#10B981,#10B981,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#F87171,#F87171,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#10B981,#FFFFFF,#10B981,#10B981,#FFFFFF,#10B981,#10B981,#FFFFFF
129,ARRY,"Array Technologies, Inc.",7.92,99.09,93.03,1.87,-0.67,54.52,96.62,79.74,77.56,83.82,89.86,91.07,87.62,-3.37,-1.17,,,,,,,5.41,"10,546",5.06,313.73,"104,211",-2.61,-2.71,50,#FFFFFF,#FFFFFF,#FFFFFF,#10B981,#F87171,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#F87171,#F87171,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#10B981,#FFFFFF,#10B981,#10B981,#FFFFFF,#F87171,#F87171,#FFFFFF
277,RPAY,Repay Holdings Corporation,5.96,43.66,53.5,0.48,-12.7,32.54,66.76,45.91,77.06,77.62,54.17,50.44,128.18,-4.36,14.0,59.96,,,,,,-74.69,"3,951",0.13,238.27,"9,387",-0.1,103.8,10,#FFFFFF,#FFFFFF,#FFFFFF,#10B981,#F87171,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#F87171,#10B981,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#F87171,#FFFFFF,#10B981,#10B981,#FFFFFF,#F87171,#10B981,#FFFFFF
312,BHR,Braemar Hotels & Resorts,2.91,74.4,63.4,0.75,-1.51,45.53,73.09,58.68,76.31,73.54,59.11,55.85,71.42,-15.16,-6.79,,,,,,,-8.02,158,-7.06,-57.75,"3,679",0.63,3.28,7,#FFFFFF,#FFFFFF,#FFFFFF,#10B981,#F87171,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#F87171,#F87171,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#F87171,#FFFFFF,#F87171,#F87171,#FFFFFF,#10B981,#10B981,#FFFFFF
185,PRGS,Progress Software Corporation,42.91,31.86,34.98,0.5,-2.09,18.24,40.36,29.08,76.31,84.48,36.68,34.8,51.08,-0.12,9.68,50.21,,,47.42,6.42,12.75,-16.11,"2,391",-42.13,22.3,"46,753",4.56,8.29,67,#FFFFFF,#FFFFFF,#FFFFFF,#10B981,#F87171,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#F87171,#10B981,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#10B981,#10B981,#F87171,#FFFFFF,#F87171,#10B981,#FFFFFF,#10B981,#10B981,#FFFFFF
215,ATI,ATI Inc.,74.88,64.24,49.95,1.21,-8.8,32.34,63.03,42.6,76.06,79.69,52.27,47.97,53.43,5.61,14.29,,,,,,,-3.48,"3,723",14.84,-32.01,"31,587",1.21,8.89,135,#FFFFFF,#FFFFFF,#FFFFFF,#10B981,#F87171,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#10B981,#10B981,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#F87171,#FFFFFF,#10B981,#F87171,#FFFFFF,#10B981,#10B981,#FFFFFF
121,GPN,Global Payments Inc.,86.91,39.0,46.08,0.52,-11.02,22.57,55.55,34.57,75.81,86.79,44.51,41.23,43.55,11.29,5.34,44.56,,,36.39,-10.08,-11.86,2.53,"3,441",-4.26,-9.71,"121,773",0.52,8.71,157,#FFFFFF,#FFFFFF,#FFFFFF,#10B981,#F87171,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#10B981,#10B981,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#F87171,#F87171,#10B981,#FFFFFF,#F87171,#F87171,#FFFFFF,#10B981,#10B981,#FFFFFF
305,HLX,"Helix Energy Solutions Group, Inc.",6.09,40.68,49.68,0.58,-10.47,32.72,63.53,44.09,74.81,74.18,53.65,50.0,78.19,12.11,36.11,54.97,,,41.76,-8.77,-10.28,-28.51,364,-3.7,-17.83,"4,430",0.89,-1.45,23,#FFFFFF,#FFFFFF,#FFFFFF,#10B981,#F87171,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#10B981,#10B981,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#F87171,#F87171,#F87171,#FFFFFF,#F87171,#F87171,#FFFFFF,#10B981,#F87171,#FFFFFF
351,VREX,Varex Imaging Corporation,11.59,73.74,69.93,0.17,-6.94,24.89,86.62,51.23,74.81,83.44,73.39,67.54,113.45,3.45,1.57,125.36,,,170.31,-0.35,2.84,-43.52,213,0.0,-7.79,884,0.0,0.91,17,#FFFFFF,#FFFFFF,#FFFFFF,#10B981,#F87171,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#10B981,#10B981,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#F87171,#10B981,#F87171,#FFFFFF,#FFFFFF,#F87171,#FFFFFF,#FFFFFF,#10B981,#FFFFFF
324,IRWD,"Ironwood Pharmaceuticals, Inc.",1.11,102.44,110.32,-0.42,-11.94,37.64,140.93,97.14,74.56,72.64,121.59,109.86,187.94,-0.45,2.31,173.13,,,,,,-77.62,310,-1.59,282.72,"2,735",0.44,1.75,11,#FFFFFF,#FFFFFF,#FFFFFF,#F87171,#F87171,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#F87171,#10B981,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#F87171,#FFFFFF,#F87171,#10B981,#FFFFFF,#10B981,#10B981,#FFFFFF
214,VERI,"Veritone, Inc.",3.84,164.08,126.67,13.96,13.7,80.0,152.72,116.57,74.56,70.15,119.69,115.85,123.35,2.69,5.95,124.26,,,125.09,7.85,29.12,3.32,"16,843",1276.06,1929.28,"31,602",1.66,5.59,18,#FFFFFF,#FFFFFF,#FFFFFF,#10B981,#10B981,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#10B981,#10B981,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#10B981,#10B981,#10B981,#FFFFFF,#10B981,#10B981,#FFFFFF,#10B981,#10B981,#FFFFFF
232,WGO,"Winnebago Industries, Inc.",35.24,45.71,47.05,0.51,-11.81,28.16,59.79,41.26,74.56,72.65,52.49,49.11,60.4,-7.66,-0.67,58.9,,,56.13,19.29,24.14,-13.36,"1,062",18.0,28.57,"20,981",0.65,0.29,86,#FFFFFF,#FFFFFF,#FFFFFF,#10B981,#F87171,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#F87171,#F87171,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#10B981,#10B981,#F87171,#FFFFFF,#10B981,#10B981,#FFFFFF,#10B981,#10B981,#FFFFFF
101,RTX,RTX Corporation,151.75,14.13,26.86,1.02,-4.59,11.92,34.58,22.17,74.31,74.81,28.52,26.06,31.98,5.83,-1.97,28.17,,,22.79,-10.06,-8.01,-5.12,"15,571",12.74,51.7,"203,957",2.12,2.49,341,#FFFFFF,#FFFFFF,#FFFFFF,#10B981,#F87171,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#10B981,#F87171,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#F87171,#F87171,#F87171,#FFFFFF,#10B981,#10B981,#FFFFFF,#10B981,#10B981,#FFFFFF
246,NBR,Nabors Industries Ltd.,40.25,76.9,74.81,0.64,-9.71,44.14,95.5,64.37,74.31,74.45,81.2,74.97,91.42,5.02,7.13,95.69,,,90.41,20.87,-5.63,-16.6,"1,641",66.43,74.57,"15,789",0.85,3.34,84,#FFFFFF,#FFFFFF,#FFFFFF,#10B981,#F87171,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#10B981,#10B981,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#10B981,#F87171,#F87171,#FFFFFF,#10B981,#10B981,#FFFFFF,#10B981,#10B981,#FFFFFF
44,MRK,"Merck & Co., Inc.",84.61,24.16,28.28,0.37,-5.98,15.39,34.66,24.06,74.06,76.21,29.87,27.23,34.12,1.62,-0.53,33.32,,,27.83,3.71,-14.77,-5.85,"23,661",-24.56,-9.24,"712,239",1.3,4.91,396,#FFFFFF,#FFFFFF,#FFFFFF,#10B981,#F87171,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#10B981,#F87171,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#10B981,#F87171,#F87171,#FFFFFF,#F87171,#F87171,#FFFFFF,#10B981,#10B981,#FFFFFF
88,MCHP,Microchip Technology Incorporated,64.76,38.22,46.91,0.56,-26.85,29.67,79.08,47.51,73.82,48.62,63.04,57.32,48.85,3.97,-3.92,46.23,,,44.37,-2.39,6.84,-1.94,"22,676",-15.6,-47.47,"271,540",0.85,-2.51,380,#FFFFFF,#FFFFFF,#FFFFFF,#10B981,#F87171,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#10B981,#F87171,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#F87171,#10B981,#F87171,#FFFFFF,#F87171,#F87171,#FFFFFF,#10B981,#F87171,#FFFFFF
201,NOG,"Northern Oil and Gas, Inc.",24.76,49.11,46.78,0.41,-19.23,24.98,67.76,40.98,73.82,65.75,56.14,51.41,59.44,2.1,-0.35,56.61,,,38.07,-16.9,-25.08,-12.67,"2,635",-8.44,4.32,"37,419",1.33,3.06,146,#FFFFFF,#FFFFFF,#FFFFFF,#10B981,#F87171,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#10B981,#F87171,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#F87171,#F87171,#F87171,#FFFFFF,#F87171,#10B981,#FFFFFF,#10B981,#10B981,#FFFFFF
235,HUBS,"HubSpot, Inc.",502.29,44.98,43.27,-0.38,-8.9,30.29,53.04,40.26,73.82,66.86,46.01,42.88,51.61,-0.69,-1.67,54.91,,,45.04,-1.47,-1.84,-8.34,"3,917",-14.66,-4.88,"19,804",3.38,7.44,347,#FFFFFF,#FFFFFF,#FFFFFF,#F87171,#F87171,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#F87171,#F87171,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#F87171,#F87171,#F87171,#FFFFFF,#F87171,#F87171,#FFFFFF,#10B981,#10B981,#FFFFFF
159,NRG,"NRG Energy, Inc.",152.26,51.34,53.78,0.77,-6.2,21.36,70.82,43.45,73.82,75.95,58.73,53.56,44.62,-17.37,-14.68,45.42,,,44.03,4.3,15.65,9.16,"10,998",14.99,70.72,"73,896",6.94,5.73,291,#FFFFFF,#FFFFFF,#FFFFFF,#10B981,#F87171,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#F87171,#F87171,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#10B981,#10B981,#10B981,#FFFFFF,#10B981,#10B981,#FFFFFF,#10B981,#10B981,#FFFFFF
